Orthogroup	m_conductrix_genome_proteins	c_sorokiniana_genome_proteins
OG0000312	PSC72928.1, PSC72929.1	PRW55919.1
OG0000312	PSC75715.1	PRW50804.1
OG0000313	PSC70142.1	PRW60134.1
OG0000313	PSC74925.1	PRW60727.1
OG0000314	PSC72829.1	PRW18306.1, PRW59039.1
OG0000315	PSC71445.1	PRW56181.1
OG0000315	PSC72666.1, PSC72665.1	PRW55990.1
OG0000317	PSC69534.1, PSC69485.1, PSC69502.1	PRW57468.1
OG0000318	PSC74983.1	PRW20777.1
OG0000318	PSC69520.1	PRW57316.1, PRW60442.1
OG0000319	PSC69535.1	PRW20779.1
OG0000320	PSC75885.1, PSC75884.1	PRW05856.1
OG0000320	PSC71514.1	PRW56192.1
OG0000321	PSC72357.1	PRW56539.1, PRW56540.1, PRW56538.1, PRW56541.1
OG0000322	PSC73899.1	PRW56462.1
OG0000323	PSC69651.1	PRW59811.1
OG0000324	PSC71953.1	PRW39192.1
OG0000324	PSC72018.1	PRW39193.1
OG0000325	PSC71866.1	PRW39370.1
OG0000325	PSC71963.1	PRW39371.1
OG0000326	PSC73274.1	PRW61019.1
OG0000326	PSC73324.1	PRW61146.1
OG0000327	PSC75772.1	PRW50778.1
OG0000327	PSC73572.1	PRW45641.1
OG0000328	PSC70424.1	PRW44983.1
OG0000329	PSC72054.1, PSC72053.1	PRW39198.1
OG0000329	PSC72035.1	PRW39197.1
OG0000330	PSC73862.1	PRW58291.1
OG0000331	PSC71363.1	PRW33001.1
OG0000331	PSC68612.1	PRW45431.1
OG0000332	PSC69755.1, PSC69744.1	PRW56793.1, PRW56794.1
OG0000333	PSC71588.1, PSC71589.1	PRW56271.1
OG0000334	PSC72215.1	PRW60117.1, PRW60118.1, PRW34064.1, PRW58847.1
OG0000336	PSC69073.1	PRW55912.1, PRW55913.1
OG0000337	PSC70543.1	PRW56645.1
OG0000338	PSC70356.1	PRW44850.1
OG0000338	PSC75221.1	PRW60661.1
OG0000339	PSC67336.1	PRW60559.1, PRW60560.1
OG0000339	PSC74854.1	PRW60196.1
OG0000340	PSC75185.1, PSC75184.1	PRW60861.1
OG0000341	PSC73424.1	PRW61059.1, PRW61060.1
OG0000342	PSC69660.1	PRW61257.1
OG0000342	PSC70864.1	PRW45096.1
OG0000343	PSC72467.1	PRW45620.1, PRW45329.1
OG0000343	PSC67917.1	PRW58816.1, PRW05753.1, PRW39338.1
OG0000344	PSC69735.1, PSC67773.1, PSC67778.1, PSC67779.1	PRW57755.1, PRW57877.1
OG0000345	PSC74456.1	PRW20721.1
OG0000345	PSC74747.1	PRW20624.1
OG0000347	PSC67582.1	PRW39307.1
OG0000347	PSC74036.1	PRW58060.1
OG0000348	PSC71857.1, PSC68474.1	PRW56818.1, PRW05915.1
OG0000349	PSC67783.1, PSC67798.1	PRW44946.1, PRW44862.1
OG0000350	PSC68010.1	PRW58766.1, PRW58765.1, PRW58764.1
OG0000351	PSC72323.1	PRW57027.1, PRW57019.1
OG0000352	PSC69910.1, PSC69911.1	PRW44391.1
OG0000353	PSC69844.1	PRW44524.1
OG0000353	PSC70536.1	PRW61021.1
OG0000354	PSC69867.1	PRW44255.1, PRW44253.1, PRW44254.1
OG0000355	PSC75395.1	PRW44370.1, PRW44371.1
OG0000356	PSC70828.1, PSC70827.1	PRW44495.1, PRW44494.1
OG0000357	PSC76669.1	PRW32651.1
OG0000358	PSC68860.1	PRW58534.1
OG0000358	PSC68841.1	PRW58103.1
OG0000359	PSC76428.1, PSC76426.1, PSC76427.1	PRW50749.1
OG0000360	PSC76811.1	PRW58215.1
OG0000360	PSC76899.1	PRW58514.1, PRW58680.1
OG0000361	PSC70631.1, PSC67763.1, PSC68344.1	PRW61344.1, PRW60996.1, PRW20553.1
OG0000362	PSC76461.1	PRW58593.1, PRW58594.1
OG0000362	PSC75818.1	PRW58792.1, PRW58793.1
OG0000364	PSC76539.1	PRW58399.1, PRW58400.1
OG0000365	PSC73521.1	PRW60981.1, PRW61427.1, PRW61501.1
OG0000366	PSC72349.1	PRW56405.1
OG0000366	PSC72364.1	PRW56824.1
OG0000367	PSC71147.1	PRW60017.1
OG0000367	PSC71043.1, PSC71042.1	PRW59990.1
OG0000368	PSC75843.1	PRW60064.1
OG0000369	PSC76372.1	PRW60040.1
OG0000369	PSC76783.1	PRW60042.1, PRW60041.1
OG0000370	PSC68567.1	PRW60150.1, PRW60149.1, PRW56049.1
OG0000371	PSC69626.1, PSC67761.1	PRW59537.1, PRW59535.1, PRW59534.1, PRW59536.1
OG0000372	PSC74502.1, PSC74066.1	PRW61212.1, PRW61213.1
OG0000373	PSC73384.1	PRW61387.1
OG0000373	PSC72295.1	PRW57345.1
OG0000375	PSC74203.1, PSC74122.1	PRW61170.1
OG0000376	PSC73528.1, PSC73529.1	PRW61014.1
OG0000376	PSC71737.1	PRW20996.1
OG0000378	PSC70393.1, PSC70392.1	PRW45014.1, PRW45013.1
OG0000379	PSC74938.1, PSC74937.1, PSC74936.1	PRW33533.1
OG0000380	PSC67729.1	PRW34073.1
OG0000380	PSC76815.1, PSC76814.1	PRW20325.1
OG0000381	PSC74760.1	PRW60910.1
OG0000381	PSC74793.1	PRW61428.1
OG0000382	PSC74396.1	PRW61413.1
OG0000382	PSC74526.1	PRW20374.1, PRW20375.1
OG0000383	PSC74611.1, PSC74354.1	PRW20345.1, PRW20344.1
OG0000384	PSC68539.1	PRW59417.1
OG0000385	PSC76286.1	PRW20937.1, PRW20950.1, PRW20818.1, PRW20817.1, PRW20952.1, PRW20942.1, PRW20886.1, PRW20895.1
OG0000386	PSC71820.1	PRW33270.1, PRW58954.1, PRW39117.1, PRW56781.1, PRW32676.1
OG0000387	PSC68751.1	PRW33189.1, PRW58075.1, PRW57737.1
OG0000388	PSC67048.1, PSC67862.1, PSC67178.1, PSC67666.1	PRW39223.1
OG0000389	PSC72769.1, PSC73692.1	PRW39380.1
OG0000390	PSC68008.1, PSC67971.1	PRW51021.1, PRW51139.1, PRW50766.1, PRW50832.1, PRW51094.1, PRW50977.1, PRW50952.1, PRW50983.1
OG0000391	PSC67911.1, PSC73277.1	PRW58895.1, PRW58891.1, PRW60218.1, PRW60217.1, PRW50768.1
OG0000392	PSC73534.1	PRW58387.1
OG0000393	PSC67933.1	PRW58995.1
OG0000393	PSC74484.1	PRW61405.1
OG0000394	PSC67399.1	PRW59448.1, PRW59994.1
OG0000395	PSC68473.1, PSC68458.1	PRW60376.1, PRW60481.1, PRW60220.1, PRW60581.1, PRW60733.1, PRW60650.1
OG0000398	PSC74176.1, PSC74175.1	PRW45690.1
OG0000399	PSC75909.1	PRW21049.1, PRW44484.1
OG0000400	PSC68985.1, PSC73574.1, PSC73573.1	PRW45730.1
OG0000401	PSC75811.1	PRW50823.1
OG0000402	PSC73310.1, PSC73309.1	PRW61360.1
OG0000403	PSC75047.1, PSC75048.1	PRW32959.1
OG0000404	PSC69570.1	PRW20960.1
OG0000405	PSC74017.1, PSC74274.1	PRW61508.1
OG0000406	PSC76067.1	PRW60441.1
OG0000407	PSC71343.1, PSC71379.1	PRW20246.1
OG0000408	PSC76012.1, PSC76011.1	PRW34024.1
OG0000409	PSC69130.1, PSC69131.1	PRW20594.1, PRW20491.1
OG0000410	PSC72907.1, PSC72074.1	PRW57371.1
OG0000411	PSC70224.1, PSC70166.1	PRW20452.1
OG0000413	PSC69245.1, PSC71333.1	PRW33099.1
OG0000414	PSC69187.1	PRW33204.1, PRW58296.1, PRW45445.1
OG0000415	PSC67604.1, PSC67603.1	PRW33324.1
OG0000416	PSC67153.1	PRW34019.1
OG0000416	PSC73612.1	PRW59269.1
OG0000417	PSC68791.1, PSC68780.1, PSC68790.1	PRW33252.1
OG0000418	PSC73922.1	PRW57416.1
OG0000418	PSC76747.1	PRW60136.1, PRW60135.1
OG0000419	PSC68745.1	PRW33151.1
OG0000421	PSC73576.1	PRW59349.1
OG0000421	PSC69152.1	PRW58648.1
OG0000422	PSC69544.1, PSC69547.1, PSC69546.1, PSC69545.1	PRW57398.1
OG0000423	PSC73316.1	PRW59047.1
OG0000425	PSC76903.1	PRW58884.1
OG0000426	PSC76453.1	PRW58990.1
OG0000427	PSC75429.1	PRW58982.1
OG0000427	PSC73474.1	PRW61337.1
OG0000428	PSC75508.1	PRW59315.1
OG0000428	PSC75968.1	PRW58946.1
OG0000429	PSC72245.1	PRW57459.1, PRW57362.1
OG0000430	PSC75747.1	PRW58992.1, PRW58964.1
OG0000431	PSC76087.1, PSC76088.1	PRW59351.1, PRW59352.1
OG0000432	PSC76075.1	PRW58729.1
OG0000433	PSC70801.1	PRW57239.1
OG0000434	PSC73107.1	PRW57934.1
OG0000435	PSC75737.1	PRW51078.1
OG0000436	PSC75426.1	PRW51114.1, PRW50854.1, PRW50855.1
OG0000436	PSC70996.1	PRW57783.1
OG0000437	PSC75939.1	PRW50948.1
OG0000438	PSC75539.1	PRW50769.1
OG0000439	PSC75598.1	PRW51001.1
OG0000439	PSC75801.1	PRW51071.1
OG0000441	PSC74254.1, PSC68591.1	PRW45589.1
OG0000442	PSC75760.1	PRW51108.1, PRW50794.1
OG0000443	PSC75805.1	PRW59356.1
OG0000444	PSC74180.1	PRW61596.1
OG0000444	PSC74179.1	PRW61135.1
OG0000445	PSC67124.1, PSC73865.1, PSC67126.1	PRW50896.1
OG0000446	PSC69927.1	PRW44411.1
OG0000447	PSC70269.1	PRW33950.1
OG0000448	PSC68238.1	PRW45481.1, PRW45480.1
OG0000449	PSC72835.1	PRW18290.1, PRW18309.1
OG0000450	PSC72705.1	PRW18396.1
OG0000450	PSC76518.1	PRW58976.1
OG0000451	PSC72926.1	PRW18353.1, PRW18339.1
OG0000452	PSC67198.1, PSC67590.1, PSC67200.1, PSC73121.1, PSC73187.1	PRW39283.1
OG0000453	PSC73956.1	PRW61500.1
OG0000454	PSC67012.1, PSC67267.1, PSC67090.1, PSC70534.1, PSC67086.1	PRW61613.1
OG0000455	PSC74553.1	PRW20612.1
OG0000456	PSC73939.1	PRW58543.1, PRW58655.1
OG0000457	PSC69451.1	PRW20797.1, PRW20846.1
OG0000458	PSC71057.1	PRW56952.1, PRW56953.1
OG0000459	PSC72690.1, PSC72868.1	PRW56632.1
OG0000461	PSC73013.1	PRW61124.1
OG0000462	PSC67097.1	PRW45720.1
OG0000462	PSC68224.1	PRW45614.1
OG0000463	PSC68971.1	PRW45450.1, PRW45425.1, PRW45622.1
OG0000464	PSC69431.1, PSC69430.1	PRW33663.1
OG0000465	PSC71643.1	PRW56610.1
OG0000467	PSC71865.1, PSC77053.1	PRW39147.1
OG0000468	PSC72003.1	PRW39289.1, PRW39290.1
OG0000469	PSC67789.1, PSC67764.1	PRW05928.1
OG0000470	PSC68503.1, PSC67195.1, PSC67192.1	PRW60862.1, PRW61223.1
OG0000471	PSC68153.1	PRW60850.1
OG0000471	PSC73839.1	PRW45619.1
OG0000472	PSC70532.1, PSC70533.1	PRW61160.1, PRW61159.1
OG0000473	PSC67538.1, PSC76381.1, PSC76971.1	PRW45136.1
OG0000475	PSC73693.1	PRW59075.1
OG0000476	PSC77005.1	PRW33815.1, PRW33816.1
OG0000477	PSC73468.1	PRW61353.1
OG0000478	PSC71556.1	PRW56343.1
OG0000478	PSC68373.1	PRW59910.1
OG0000479	PSC67393.1	PRW33643.1
OG0000480	PSC75848.1, PSC75501.1	PRW05851.1
OG0000481	PSC70020.1	PRW33732.1
OG0000482	PSC74963.1	PRW33603.1, PRW33602.1
OG0000483	PSC70712.1	PRW60462.1
OG0000483	PSC70183.1	PRW50936.1
OG0000484	PSC75300.1	PRW44400.1, PRW44401.1
OG0000485	PSC67733.1, PSC67732.1	PRW45033.1
OG0000485	PSC71083.1	PRW59698.1
OG0000486	PSC75044.1	PRW60792.1
OG0000486	PSC68152.1	PRW60785.1
OG0000487	PSC70549.1, PSC70488.1	PRW56705.1
OG0000487	PSC72729.1	PRW56495.1
OG0000488	PSC74849.1, PSC74848.1	PRW60249.1
OG0000489	PSC74075.1, PSC74230.1	PRW60470.1
OG0000490	PSC74906.1	PRW60501.1
OG0000490	PSC69218.1	PRW50871.1
OG0000491	PSC74567.1, PSC74568.1, PSC74566.1	PRW20354.1
OG0000492	PSC76352.1, PSC76353.1, PSC67425.1, PSC67426.1	PRW33924.1, PRW33923.1
OG0000493	PSC73135.1	PRW57952.1
OG0000494	PSC73082.1	PRW57672.1
OG0000494	PSC68169.1	PRW60323.1
OG0000495	PSC73053.1	PRW58054.1
OG0000495	PSC73766.1	PRW56986.1
OG0000496	PSC73894.1	PRW45661.1, PRW45660.1, PRW45599.1
OG0000497	PSC72989.1	PRW57801.1
OG0000497	PSC73014.1	PRW57905.1
OG0000498	PSC76333.1	PRW33869.1, PRW45713.1
OG0000499	PSC68789.1	PRW45370.1
OG0000499	PSC70375.1	PRW45250.1, PRW45251.1
OG0000500	PSC70144.1	PRW33868.1
OG0000500	PSC68795.1	PRW20706.1
OG0000501	PSC68496.1, PSC68497.1	PRW60639.1, PRW60833.1, PRW60366.1
OG0000502	PSC67065.1, PSC67093.1, PSC67117.1, PSC69319.1, PSC67060.1	PRW60497.1
OG0000503	PSC74907.1	PRW60313.1
OG0000504	PSC70613.1	PRW56772.1
OG0000504	PSC74803.1	PRW56831.1
OG0000505	PSC76125.1	PRW58099.1
OG0000505	PSC73376.1	PRW44896.1
OG0000506	PSC67406.1	PRW45064.1, PRW45097.1
OG0000507	PSC71597.1	PRW55962.1
OG0000507	PSC75319.1	PRW39302.1
OG0000508	PSC73232.1, PSC73373.1	PRW45104.1
OG0000509	PSC74874.1	PRW20589.1
OG0000509	PSC74285.1	PRW60457.1
OG0000510	PSC71847.1	PRW21124.1
OG0000511	PSC69463.1, PSC69461.1, PSC69464.1	PRW57490.1
OG0000511	PSC77030.1	PRW58892.1
OG0000512	PSC76032.1, PSC76532.1	PRW59290.1
OG0000513	PSC76889.1	PRW59060.1
OG0000514	PSC73830.1	PRW59059.1
OG0000515	PSC69958.1, PSC69960.1, PSC69959.1	PRW44623.1, PRW44622.1
OG0000516	PSC69919.1	PRW44449.1
OG0000516	PSC69817.1	PRW57633.1
OG0000517	PSC74328.1	PRW61299.1, PRW61298.1
OG0000518	PSC75565.1, PSC75325.1, PSC75682.1	PRW59073.1
OG0000519	PSC67716.1	PRW57605.1, PRW57872.1
OG0000520	PSC75620.1, PSC67199.1, PSC67197.1, PSC67585.1, PSC67584.1	PRW39135.1
OG0000521	PSC75613.1	PRW58473.1
OG0000522	PSC75317.1	PRW58282.1
OG0000522	PSC76002.1	PRW58711.1
OG0000523	PSC67243.1, PSC67074.1	PRW58664.1, PRW58663.1
OG0000524	PSC75702.1, PSC75703.1	PRW58697.1
OG0000525	PSC70517.1, PSC70516.1	PRW60884.1, PRW60883.1
OG0000526	PSC75067.1	PRW58640.1
OG0000527	PSC68279.1	PRW58557.1, PRW58561.1
OG0000528	PSC76252.1	PRW58410.1, PRW58120.1
OG0000529	PSC68701.1, PSC68702.1	PRW32685.1, PRW32671.1
OG0000530	PSC73575.1, PSC73867.1, PSC73868.1	PRW58289.1
OG0000531	PSC73908.1	PRW58149.1
OG0000532	PSC76682.1, PSC69706.1, PSC76957.1	PRW58786.1, PRW58787.1, PRW58809.1
OG0000533	PSC76833.1	PRW58624.1
OG0000533	PSC76681.1	PRW58666.1
OG0000534	PSC72078.1	PRW57462.1, PRW57177.1
OG0000536	PSC74762.1	PRW58031.1, PRW58030.1
OG0000537	PSC70580.1	PRW61418.1
OG0000537	PSC73924.1	PRW45465.1
OG0000538	PSC73859.1, PSC73858.1	PRW45701.1
OG0000538	PSC73644.1	PRW45592.1
OG0000539	PSC73737.1	PRW45510.1
OG0000540	PSC74802.1, PSC77036.1	PRW20335.1
OG0000541	PSC71256.1, PSC71257.1	PRW56820.1
OG0000542	PSC72473.1	PRW56646.1, PRW56647.1
OG0000543	PSC69702.1	PRW59614.1
OG0000544	PSC69628.1	PRW59553.1
OG0000544	PSC69615.1	PRW60009.1
OG0000545	PSC68304.1	PRW59692.1
OG0000547	PSC70377.1, PSC70378.1, PSC68349.1	PRW59700.1
OG0000548	PSC68379.1, PSC68381.1, PSC68380.1	PRW33002.1
OG0000549	PSC71413.1	PRW59592.1
OG0000550	PSC71724.1	PRW59954.1, PRW60123.1, PRW59829.1, PRW59739.1
OG0000551	PSC70605.1	PRW59792.1
OG0000552	PSC73123.1	PRW59687.1
OG0000553	PSC73021.1	PRW60097.1, PRW60098.1
OG0000554	PSC74485.1, PSC74729.1	PRW61587.1, PRW61588.1
OG0000555	PSC67298.1, PSC67007.1, PSC67119.1, PSC67051.1	PRW61410.1
OG0000556	PSC75326.1	PRW50797.1
OG0000558	PSC76530.1	PRW32984.1
OG0000559	PSC70691.1	PRW20297.1, PRW20296.1
OG0000560	PSC70824.1, PSC70825.1	PRW20232.1
OG0000561	PSC73816.1	PRW57293.1, PRW60911.1, PRW45635.1, PRW45610.1, PRW45611.1
OG0000562	PSC73660.1	PRW45569.1
OG0000562	PSC74273.1	PRW60931.1
OG0000563	PSC67724.1, PSC67726.1	PRW33984.1
OG0000564	PSC70126.1, PSC67155.1, PSC72020.1	PRW58753.1
OG0000565	PSC71036.1	PRW57439.1, PRW57285.1
OG0000566	PSC74838.1	PRW61232.1
OG0000567	PSC70787.1	PRW57517.1
OG0000568	PSC67813.1, PSC67814.1, PSC67815.1	PRW20811.1, PRW20813.1, PRW20812.1
OG0000569	PSC75097.1, PSC75098.1, PSC75069.1	PRW20788.1
OG0000570	PSC74518.1	PRW57785.1
OG0000570	PSC74457.1	PRW57784.1
OG0000571	PSC70159.1	PRW34003.1, PRW34004.1
OG0000572	PSC70141.1, PSC70191.1	PRW34000.1
OG0000573	PSC74695.1, PSC74517.1	PRW61174.1, PRW61175.1
OG0000574	PSC74614.1, PSC74612.1, PSC74613.1	PRW20431.1
OG0000575	PSC74447.1	PRW20357.1
OG0000576	PSC68652.1, PSC68640.1	PRW33286.1, PRW20258.1, PRW20301.1
OG0000577	PSC72583.1	PRW56843.1, PRW56690.1, PRW56713.1, PRW44275.1, PRW57803.1, PRW32914.1
OG0000578	PSC69068.1	PRW33278.1
OG0000578	PSC69069.1	PRW56307.1
OG0000579	PSC71139.1	PRW39271.1, PRW39125.1, PRW39084.1
OG0000580	PSC67923.1	PRW39394.1
OG0000581	PSC70352.1, PSC70354.1	PRW45220.1
OG0000582	PSC74857.1	PRW58483.1, PRW56406.1, PRW58312.1
OG0000583	PSC67746.1, PSC72455.1	PRW57607.1
OG0000584	PSC70648.1	PRW57966.1, PRW58044.1
OG0000585	PSC71913.1, PSC67839.1, PSC67865.1	PRW58910.1
OG0000592	PSC72999.1, PSC73001.1, PSC73000.1, PSC73002.1	PRW32934.1
OG0000593	PSC69398.1, PSC69309.1, PSC69308.1	PRW45537.1
OG0000594	PSC70064.1	PRW33588.1
OG0000595	PSC67313.1	PRW33538.1
OG0000596	PSC71326.1	PRW58167.1
OG0000597	PSC69116.1	PRW32955.1, PRW32956.1, PRW33009.1, PRW32957.1
OG0000598	PSC69136.1	PRW33035.1
OG0000599	PSC68301.1	PRW20221.1, PRW20300.1
OG0000600	PSC71249.1	PRW20211.1
OG0000601	PSC71226.1	PRW20228.1
OG0000602	PSC67169.1, PSC68087.1, PSC68086.1, PSC68088.1	PRW20538.1
OG0000604	PSC70749.1	PRW57232.1
OG0000605	PSC69278.1, PSC69235.1	PRW33297.1
OG0000606	PSC75080.1	PRW60436.1, PRW60437.1
OG0000607	PSC73849.1	PRW60148.1
OG0000608	PSC76020.1	PRW20885.1, PRW60745.1
OG0000609	PSC74144.1	PRW61285.1, PRW56422.1
OG0000610	PSC68665.1	PRW33247.1
OG0000612	PSC72425.1	PRW59078.1, PRW59077.1
OG0000613	PSC67927.1	PRW59206.1
OG0000614	PSC73454.1	PRW59272.1
OG0000615	PSC76270.1	PRW58960.1
OG0000616	PSC75776.1	PRW59436.1, PRW59312.1
OG0000617	PSC75796.1, PSC75361.1	PRW58975.1
OG0000618	PSC73792.1	PRW33196.1
OG0000619	PSC67858.1	PRW59341.1, PRW59342.1
OG0000620	PSC71885.1	PRW59383.1
OG0000621	PSC75233.1, PSC75232.1	PRW58981.1, PRW58979.1, PRW58980.1
OG0000622	PSC76430.1	PRW59180.1, PRW59213.1
OG0000623	PSC70783.1	PRW59121.1
OG0000624	PSC67692.1	PRW57819.1
OG0000626	PSC75802.1, PSC69435.1	PRW45455.1
OG0000627	PSC69732.1, PSC69731.1	PRW50879.1, PRW50878.1
OG0000628	PSC68697.1	PRW32629.1, PRW32601.1
OG0000629	PSC77049.1	PRW44480.1, PRW51093.1
OG0000630	PSC75595.1	PRW50844.1, PRW50843.1
OG0000631	PSC67518.1, PSC67519.1	PRW44890.1
OG0000632	PSC73974.1, PSC73975.1	PRW61421.1
OG0000633	PSC67089.1, PSC67011.1, PSC67272.1, PSC70547.1, PSC67087.1	PRW61153.1
OG0000634	PSC68132.1	PRW56605.1
OG0000635	PSC74389.1	PRW20606.1
OG0000636	PSC71988.1	PRW39341.1
OG0000637	PSC71520.1, PSC71519.1	PRW56183.1, PRW56184.1
OG0000638	PSC71584.1	PRW55900.1
OG0000639	PSC68995.1	PRW57907.1
OG0000640	PSC71600.1	PRW56093.1, PRW56092.1
OG0000641	PSC71939.1	PRW39281.1
OG0000642	PSC73412.1, PSC73411.1	PRW61393.1, PRW61392.1, PRW61391.1
OG0000643	PSC67477.1	PRW56216.1
OG0000644	PSC67459.1	PRW56091.1
OG0000645	PSC72810.1	PRW45479.1
OG0000646	PSC72876.1	PRW18320.1
OG0000647	PSC73342.1	PRW61504.1
OG0000648	PSC74962.1	PRW33521.1
OG0000649	PSC74530.1	PRW20736.1
OG0000650	PSC72298.1, PSC72297.1	PRW57165.1
OG0000651	PSC76693.1	PRW20831.1, PRW20830.1
OG0000652	PSC71750.1, PSC69491.1, PSC69475.1	PRW56958.1, PRW56957.1
OG0000653	PSC72468.1, PSC72452.1	PRW45640.1
OG0000654	PSC69499.1, PSC69500.1	PRW20893.1
OG0000655	PSC69836.1	PRW56797.1
OG0000656	PSC72532.1	PRW56553.1
OG0000657	PSC70591.1	PRW61216.1
OG0000659	PSC72320.1, PSC72319.1, PSC72136.1	PRW57187.1
OG0000660	PSC72174.1	PRW57249.1
OG0000661	PSC74064.1	PRW60565.1, PRW60375.1
OG0000662	PSC68571.1, PSC68621.1	PRW45685.1
OG0000663	PSC67618.1	PRW05769.1
OG0000664	PSC71891.1	PRW05798.1
OG0000665	PSC71917.1	PRW39287.1
OG0000666	PSC68125.1, PSC69763.1	PRW56497.1
OG0000668	PSC67260.1	PRW39395.1
OG0000669	PSC75346.1	PRW32669.1
OG0000670	PSC71295.1	PRW20205.1, PRW20204.1, PRW34084.1
OG0000671	PSC71758.1	PRW21068.1, PRW21066.1, PRW21067.1
OG0000672	PSC70894.1, PSC70899.1	PRW44240.1
OG0000673	PSC72084.1, PSC70617.1	PRW56929.1
OG0000674	PSC75825.1	PRW44496.1
OG0000675	PSC69741.1	PRW56807.1, PRW56806.1
OG0000676	PSC68113.1	PRW56465.1
OG0000677	PSC72844.1, PSC72843.1	PRW55942.1
OG0000678	PSC67478.1	PRW56272.1
OG0000679	PSC72913.1	PRW55969.1, PRW59014.1, PRW39288.1, PRW59250.1
OG0000680	PSC72599.1	PRW56033.1, PRW39304.1
OG0000681	PSC69041.1, PSC75344.1, PSC75283.1, PSC67698.1	PRW56066.1
OG0000682	PSC72672.1	PRW55931.1
OG0000683	PSC72724.1	PRW55996.1
OG0000685	PSC69040.1	PRW56262.1, PRW55945.1
OG0000686	PSC76264.1	PRW32510.1
OG0000687	PSC74997.1, PSC67369.1	PRW33594.1
OG0000689	PSC75085.1	PRW60673.1
OG0000690	PSC75179.1, PSC75178.1, PSC75177.1	PRW60444.1, PRW60443.1
OG0000691	PSC75106.1, PSC71836.1	PRW60354.1, PRW60355.1
OG0000692	PSC68930.1	PRW60381.1
OG0000693	PSC73308.1	PRW61221.1
OG0000694	PSC73665.1	PRW45693.1
OG0000694	PSC73645.1	PRW45523.1
OG0000695	PSC67424.1	PRW20630.1
OG0000695	PSC67222.1, PSC67221.1	PRW20631.1
OG0000696	PSC76068.1	PRW33883.1
OG0000697	PSC76806.1	PRW33882.1, PRW33881.1
OG0000698	PSC76750.1, PSC76749.1	PRW34047.1, PRW34046.1
OG0000699	PSC72579.1, PSC69406.1	PRW45603.1, PRW45459.1
OG0000701	PSC71685.1	PRW21016.1
OG0000702	PSC77006.1	PRW33931.1, PRW33829.1
OG0000703	PSC73713.1	PRW51012.1, PRW51011.1
OG0000704	PSC69096.1, PSC69095.1	PRW57787.1, PRW57786.1, PRW57788.1
OG0000705	PSC68532.1	PRW60840.1
OG0000706	PSC68536.1	PRW60531.1, PRW60330.1, PRW60525.1, PRW60204.1, PRW60203.1
OG0000707	PSC76182.1	PRW58551.1
OG0000708	PSC76281.1	PRW58866.1
OG0000709	PSC74108.1	PRW61171.1
OG0000710	PSC74471.1	PRW20703.1, PRW20702.1
OG0000711	PSC74550.1, PSC76715.1	PRW59526.1
OG0000712	PSC70924.1, PSC70925.1	PRW45077.1, PRW45078.1
OG0000713	PSC67528.1, PSC67529.1, PSC67527.1	PRW45037.1
OG0000714	PSC73233.1, PSC73234.1	PRW44918.1, PRW44919.1, PRW44920.1
OG0000715	PSC71706.1	PRW21026.1, PRW21027.1
OG0000716	PSC70420.1, PSC70421.1	PRW45125.1, PRW44995.1
OG0000717	PSC70972.1	PRW44859.1, PRW44858.1
OG0000718	PSC70955.1, PSC70954.1, PSC70953.1	PRW44899.1, PRW44898.1
OG0000719	PSC70331.1	PRW44924.1
OG0000720	PSC70898.1	PRW45188.1
OG0000720	PSC70866.1	PRW45173.1
OG0000721	PSC71314.1, PSC71313.1	PRW20283.1, PRW20284.1
OG0000724	PSC73855.1, PSC73856.1	PRW58886.1
OG0000725	PSC68274.1	PRW58234.1
OG0000726	PSC76092.1	PRW59197.1, PRW59196.1, PRW59072.1
OG0000727	PSC68232.1	PRW56973.1
OG0000728	PSC67810.1, PSC67829.1	PRW32930.1
OG0000729	PSC72324.1	PRW57376.1
OG0000730	PSC72205.1	PRW57421.1
OG0000731	PSC70916.1, PSC70982.1	PRW44287.1
OG0000732	PSC69848.1	PRW44252.1
OG0000733	PSC69952.1, PSC69949.1	PRW44250.1
OG0000734	PSC69864.1	PRW44568.1
OG0000735	PSC70987.1, PSC70986.1	PRW44595.1
OG0000736	PSC71815.1	PRW59643.1
OG0000737	PSC70906.1	PRW44421.1
OG0000738	PSC74307.1	PRW59832.1
OG0000740	PSC73315.1	PRW61565.1
OG0000741	PSC68627.1	PRW58204.1
OG0000742	PSC75316.1	PRW58247.1, PRW58469.1
OG0000743	PSC71458.1, PSC67235.1	PRW58672.1
OG0000743	PSC67244.1	PRW58596.1
OG0000744	PSC76965.1	PRW59476.1, PRW59459.1
OG0000745	PSC67826.1, PSC67816.1, PSC67246.1	PRW58539.1, PRW58540.1
OG0000746	PSC75665.1	PRW58119.1
OG0000747	PSC75731.1, PSC75726.1	PRW58142.1, PRW58603.1
OG0000748	PSC68871.1	PRW58638.1
OG0000749	PSC73683.1	PRW58129.1
OG0000750	PSC71425.1	PRW60122.1
OG0000752	PSC70620.1	PRW61090.1, PRW61089.1
OG0000753	PSC70622.1	PRW61592.1, PRW61593.1, PRW61591.1
OG0000754	PSC76222.1	PRW58194.1
OG0000755	PSC73934.1, PSC73933.1	PRW58708.1, PRW58707.1
OG0000756	PSC73742.1, PSC73887.1	PRW58079.1, PRW58756.1
OG0000758	PSC68656.1, PSC68657.1	PRW32492.1, PRW32491.1
OG0000759	PSC76026.1	PRW58705.1, PRW58704.1, PRW58706.1
