Orthogroup	c_sorokiniana_genome_proteins	c_vulgaris_genome_proteins
OG0000281	PRW59940.1	KAI3437702.1, KAI3428299.1
OG0000284	PRW45748.1	KAI3425032.1
OG0000284	PRW45747.1, PRW45749.1	KAI3425033.1
OG0000286	PRW45673.1	KAI3424772.1, KAI3424766.1
OG0000287	PRW20683.1	KAI3434565.1, KAI3434564.1
OG0000287	PRW20712.1	KAI3434497.1
OG0000288	PRW58841.1	KAI3439044.1
OG0000288	PRW20596.1	KAI3430388.1
OG0000290	PRW20479.1	KAI3430229.1
OG0000290	PRW20513.1, PRW20512.1	KAI3430233.1
OG0000291	PRW57010.1	KAI3438089.1
OG0000292	PRW39337.1	KAI3431546.1
OG0000292	PRW33093.1	KAI3431771.1
OG0000293	PRW33326.1	KAI3431774.1
OG0000294	PRW55903.1	KAI3429859.1
OG0000294	PRW59538.1	KAI3433466.1
OG0000295	PRW58532.1	KAI3433701.1
OG0000296	PRW33190.1	KAI3431663.1
OG0000296	PRW33197.1	KAI3431661.1
OG0000297	PRW32504.1, PRW32508.1, PRW32505.1	KAI3423909.1
OG0000298	PRW33260.1	KAI3425970.1
OG0000299	PRW58854.1	KAI3438986.1
OG0000299	PRW56455.1	KAI3425186.1
OG0000300	PRW56722.1	KAI3427962.1
OG0000300	PRW20934.1	KAI3431724.1
OG0000301	PRW58788.1, PRW58789.1, PRW58790.1	KAI3438756.1, KAI3438757.1
OG0000302	PRW58967.1	KAI3436065.1
OG0000302	PRW58966.1	KAI3438903.1
OG0000303	PRW21082.1	KAI3430979.1
OG0000304	PRW61536.1	KAI3432304.1
OG0000304	PRW61227.1	KAI3432305.1
OG0000305	PRW60160.1	KAI3435824.1
OG0000305	PRW59319.1	KAI3438591.1
OG0000306	PRW50818.1, PRW50817.1, PRW51142.1	KAI3426892.1
OG0000307	PRW50971.1	KAI3426904.1
OG0000307	PRW50828.1	KAI3427105.1
OG0000308	PRW51144.1	KAI3426930.1
OG0000308	PRW51128.1	KAI3427052.1
OG0000309	PRW51165.1	KAI3426950.1
OG0000309	PRW51002.1	KAI3426951.1
OG0000311	PRW56116.1, PRW56117.1	KAI3436774.1
OG0000312	PRW55919.1	KAI3436581.1
OG0000312	PRW50804.1	KAI3427133.1
OG0000313	PRW60727.1	KAI3429472.1
OG0000314	PRW18306.1, PRW59039.1	KAI3435574.1
OG0000316	PRW57105.1, PRW57106.1	KAI3437784.1
OG0000317	PRW57468.1	KAI3437773.1, KAI3437772.1, KAI3437771.1
OG0000318	PRW20777.1	KAI3437624.1
OG0000318	PRW57316.1, PRW60442.1	KAI3437801.1
OG0000319	PRW20779.1	KAI3437723.1
OG0000320	PRW05856.1	KAI3428793.1
OG0000321	PRW56539.1, PRW56540.1, PRW56538.1, PRW56541.1	KAI3428100.1
OG0000323	PRW59811.1	KAI3435744.1
OG0000323	PRW58131.1, PRW21005.1	KAI3435743.1
OG0000324	PRW39192.1	KAI3431445.1
OG0000324	PRW39193.1	KAI3431442.1
OG0000325	PRW39370.1	KAI3431328.1
OG0000325	PRW39371.1	KAI3431329.1
OG0000326	PRW61019.1	KAI3432399.1
OG0000326	PRW61146.1	KAI3432448.1
OG0000327	PRW50778.1	KAI3427143.1
OG0000327	PRW45641.1	KAI3424798.1
OG0000328	PRW44983.1	KAI3426380.1
OG0000329	PRW39198.1	KAI3431379.1
OG0000329	PRW39197.1	KAI3431366.1
OG0000330	PRW58291.1	KAI3433494.1
OG0000331	PRW33001.1	KAI3430583.1
OG0000331	PRW45431.1	KAI3424908.1
OG0000332	PRW56793.1, PRW56794.1	KAI3428351.1
OG0000333	PRW56271.1	KAI3436689.1, KAI3436669.1
OG0000335	PRW56133.1	KAI3436454.1, KAI3436452.1, KAI3436457.1
OG0000336	PRW56213.1	KAI3436467.1
OG0000336	PRW55912.1, PRW55913.1	KAI3436473.1
OG0000337	PRW56645.1, PRW56555.1	KAI3428162.1
OG0000338	PRW60661.1	KAI3429474.1, KAI3429475.1
OG0000339	PRW60559.1, PRW60560.1	KAI3429229.1
OG0000339	PRW60196.1	KAI3429486.1
OG0000340	PRW60861.1	KAI3429433.1
OG0000340	PRW60384.1	KAI3429432.1
OG0000342	PRW61257.1	KAI3431860.1, KAI3431859.1
OG0000342	PRW45096.1	KAI3426472.1
OG0000343	PRW45620.1, PRW45329.1	KAI3425042.1
OG0000344	PRW57755.1, PRW57877.1	KAI3427205.1
OG0000345	PRW20721.1	KAI3434549.1
OG0000345	PRW20624.1	KAI3434550.1
OG0000347	PRW39307.1	KAI3431619.1
OG0000347	PRW58060.1	KAI3436759.1
OG0000348	PRW56818.1, PRW05915.1	KAI3428336.1
OG0000349	PRW44946.1, PRW44862.1	KAI3426427.1, KAI3426430.1
OG0000350	PRW58766.1, PRW58765.1, PRW58764.1	KAI3438939.1, KAI3438936.1
OG0000351	PRW57027.1	KAI3438248.1
OG0000351	PRW57019.1	KAI3438245.1
OG0000352	PRW44246.1	KAI3428446.1
OG0000352	PRW44391.1	KAI3428447.1
OG0000353	PRW44524.1, PRW61021.1	KAI3428588.1
OG0000354	PRW44255.1, PRW44253.1, PRW44254.1	KAI3428563.1, KAI3428564.1
OG0000355	PRW44370.1, PRW44371.1	KAI3427203.1
OG0000355	PRW32970.1	KAI3428421.1
OG0000356	PRW44495.1, PRW44494.1	KAI3428526.1, KAI3428527.1
OG0000357	PRW32650.1	KAI3423979.1
OG0000357	PRW32651.1	KAI3423977.1, KAI3423978.1
OG0000358	PRW58534.1	KAI3433694.1
OG0000358	PRW58103.1	KAI3433695.1
OG0000359	PRW50749.1	KAI3424890.1, KAI3438694.1
OG0000360	PRW58215.1	KAI3433318.1
OG0000360	PRW58514.1, PRW58680.1	KAI3433319.1
OG0000361	PRW61344.1, PRW60996.1, PRW20553.1	KAI3432290.1
OG0000362	PRW58593.1, PRW58594.1	KAI3433374.1
OG0000364	PRW58399.1, PRW58400.1	KAI3433412.1, KAI3433414.1, KAI3433413.1
OG0000365	PRW60981.1	KAI3432219.1
OG0000365	PRW61427.1, PRW61501.1	KAI3432211.1
OG0000366	PRW56405.1	KAI3430982.1
OG0000366	PRW56824.1	KAI3428075.1
OG0000367	PRW59990.1	KAI3436055.1
OG0000368	PRW60064.1	KAI3436067.1, KAI3436068.1
OG0000369	PRW60040.1	KAI3438843.1
OG0000369	PRW60042.1, PRW60041.1	KAI3436183.1
OG0000371	PRW59537.1, PRW59535.1, PRW59534.1, PRW59536.1	KAI3433846.1, KAI3436351.1
OG0000372	PRW61212.1, PRW61213.1	KAI3432768.1, KAI3436834.1, KAI3426277.1
OG0000373	PRW61387.1	KAI3432837.1
OG0000373	PRW57345.1	KAI3438148.1
OG0000374	PRW44324.1	KAI3429698.1, KAI3431371.1
OG0000375	PRW61170.1	KAI3424151.1, KAI3424149.1
OG0000376	PRW61014.1	KAI3431806.1
OG0000376	PRW20996.1	KAI3430839.1
OG0000377	PRW20499.1	KAI3430387.1
OG0000378	PRW45014.1, PRW45013.1	KAI3426280.1, KAI3426278.1, KAI3426279.1
OG0000379	PRW33533.1	KAI3425355.1, KAI3425363.1
OG0000380	PRW34073.1	KAI3426100.1
OG0000380	PRW20325.1	KAI3434999.1
OG0000381	PRW61428.1	KAI3424457.1, KAI3424458.1
OG0000382	PRW61413.1	KAI3424378.1
OG0000382	PRW20374.1, PRW20375.1	KAI3424371.1
OG0000383	PRW20345.1, PRW20344.1	KAI3424329.1, KAI3430230.1
OG0000384	PRW59417.1	KAI3438962.1, KAI3423023.1, KAI3423025.1, KAI3438961.1
OG0000384	PRW20802.1	KAI3423024.1
OG0000385	PRW20937.1, PRW20950.1, PRW20818.1, PRW20817.1, PRW20952.1, PRW20942.1, PRW20886.1, PRW20895.1	KAI3426435.1
OG0000386	PRW33270.1, PRW58954.1	KAI3431446.1
OG0000386	PRW39117.1	KAI3429785.1
OG0000387	PRW33189.1, PRW58075.1, PRW57737.1	KAI3434863.1
OG0000388	PRW39223.1	KAI3431499.1
OG0000388	PRW39243.1	KAI3431500.1
OG0000389	PRW39380.1	KAI3435892.1, KAI3425747.1, KAI3425748.1, KAI3425749.1
OG0000391	PRW58895.1, PRW58891.1, PRW60218.1, PRW60217.1, PRW50768.1	KAI3439007.1
OG0000392	PRW58387.1	KAI3433515.1
OG0000392	PRW61496.1, PRW57828.1	KAI3438793.1
OG0000393	PRW58995.1	KAI3439131.1, KAI3439133.1
OG0000393	PRW61405.1	KAI3424272.1
OG0000394	PRW59448.1, PRW59994.1	KAI3436316.1, KAI3436317.1, KAI3436323.1, KAI3432664.1, KAI3436322.1, KAI3432665.1
OG0000395	PRW60376.1, PRW60481.1, PRW60220.1, PRW60581.1, PRW60733.1, PRW60650.1	KAI3429360.1
OG0000399	PRW21049.1, PRW44484.1	KAI3428695.1
OG0000400	PRW45730.1	KAI3424978.1, KAI3428335.1
OG0000402	PRW61360.1	KAI3432257.1, KAI3432255.1
OG0000403	PRW32959.1	KAI3430590.1
OG0000404	PRW20960.1	KAI3437720.1
OG0000404	PRW20791.1	KAI3437751.1
OG0000405	PRW61508.1	KAI3432573.1, KAI3432574.1
OG0000406	PRW21136.1	KAI3430767.1
OG0000407	PRW20246.1	KAI3430657.1, KAI3430654.1
OG0000408	PRW34024.1	KAI3434920.1
OG0000409	PRW20594.1	KAI3430384.1
OG0000409	PRW20491.1	KAI3430386.1
OG0000410	PRW57371.1	KAI3424251.1, KAI3424107.1
OG0000411	PRW20452.1	KAI3430251.1, KAI3430253.1
OG0000413	PRW33099.1	KAI3431741.1
OG0000414	PRW33204.1	KAI3431730.1
OG0000414	PRW58296.1, PRW45445.1	KAI3431729.1
OG0000415	PRW33324.1	KAI3431624.1, KAI3431623.1
OG0000416	PRW34019.1	KAI3427401.1
OG0000417	PRW33252.1	KAI3431684.1
OG0000418	PRW57416.1	KAI3431261.1
OG0000418	PRW60136.1, PRW60135.1	KAI3436090.1
OG0000419	PRW33151.1	KAI3431686.1
OG0000420	PRW58984.1	KAI3438954.1
OG0000420	PRW50974.1, PRW32617.1, PRW57588.1, PRW45587.1	KAI3425009.1
OG0000421	PRW59349.1	KAI3439001.1
OG0000421	PRW58648.1	KAI3428122.1
OG0000422	PRW57398.1	KAI3437806.1
OG0000423	PRW59047.1	KAI3438991.1, KAI3438990.1, KAI3438987.1, KAI3438988.1, KAI3438989.1
OG0000424	PRW60779.1	KAI3429790.1, KAI3429791.1
OG0000425	PRW58884.1	KAI3438766.1, KAI3438765.1
OG0000426	PRW58990.1	KAI3438776.1, KAI3438774.1, KAI3438775.1
OG0000427	PRW58982.1	KAI3438852.1
OG0000427	PRW61337.1	KAI3429637.1
OG0000428	PRW59315.1	KAI3438674.1
OG0000428	PRW58946.1	KAI3438673.1
OG0000429	PRW57459.1	KAI3438204.1
OG0000429	PRW57362.1	KAI3438203.1
OG0000430	PRW58992.1	KAI3438658.1
OG0000430	PRW58964.1	KAI3438659.1
OG0000431	PRW59351.1, PRW59352.1	KAI3438733.1, KAI3438734.1
OG0000432	PRW58729.1	KAI3438834.1, KAI3438833.1
OG0000433	PRW57239.1	KAI3437933.1
OG0000433	PRW57014.1	KAI3437924.1
OG0000434	PRW57856.1, PRW05933.1	KAI3427361.1
OG0000434	PRW57934.1	KAI3434701.1
OG0000435	PRW51078.1	KAI3426880.1, KAI3436592.1, KAI3434784.1
OG0000436	PRW51114.1, PRW50854.1, PRW50855.1	KAI3426928.1
OG0000437	PRW50948.1	KAI3426995.1
OG0000438	PRW50769.1	KAI3426964.1
OG0000439	PRW51001.1	KAI3427124.1
OG0000439	PRW51071.1	KAI3427125.1
OG0000440	PRW33981.1, PRW33980.1	KAI3425992.1, KAI3436361.1
OG0000441	PRW45589.1	KAI3424917.1, KAI3424916.1
OG0000442	PRW51108.1	KAI3427160.1
OG0000442	PRW50794.1	KAI3427162.1
OG0000443	PRW59356.1	KAI3438950.1
OG0000443	PRW59355.1	KAI3428136.1
OG0000444	PRW61596.1	KAI3426156.1
OG0000444	PRW61135.1	KAI3432466.1
OG0000445	PRW50896.1	KAI3427253.1, KAI3427252.1
OG0000446	PRW44411.1	KAI3428505.1
OG0000447	PRW33950.1	KAI3425962.1, KAI3425963.1
OG0000448	PRW45481.1, PRW45480.1	KAI3424702.1, KAI3424703.1
OG0000449	PRW18290.1	KAI3435517.1
OG0000449	PRW18309.1	KAI3435516.1
OG0000450	PRW18396.1	KAI3435546.1
OG0000450	PRW58976.1	KAI3438593.1
OG0000451	PRW18353.1	KAI3435543.1
OG0000451	PRW18339.1	KAI3435536.1
OG0000452	PRW39283.1	KAI3431602.1
OG0000453	PRW61500.1	KAI3432721.1, KAI3432720.1, KAI3432725.1
OG0000454	PRW61613.1	KAI3432645.1
OG0000455	PRW20612.1	KAI3434541.1
OG0000456	PRW58543.1	KAI3433520.1
OG0000456	PRW58655.1	KAI3428476.1
OG0000457	PRW20797.1	KAI3437722.1
OG0000457	PRW20846.1	KAI3437721.1
OG0000458	PRW56952.1, PRW56953.1	KAI3437936.1, KAI3437935.1
OG0000459	PRW56632.1	KAI3428217.1, KAI3428213.1
OG0000461	PRW61124.1	KAI3434762.1
OG0000462	PRW45720.1	KAI3424706.1
OG0000462	PRW45614.1	KAI3424717.1
OG0000463	PRW45450.1, PRW45425.1, PRW45622.1	KAI3424954.1, KAI3424955.1
OG0000464	PRW33663.1	KAI3425121.1
OG0000464	PRW57650.1, PRW44883.1	KAI3437991.1
OG0000465	PRW56610.1	KAI3428275.1, KAI3428274.1
OG0000466	PRW57965.1, PRW60222.1	KAI3429584.1, KAI3429585.1
OG0000467	PRW39147.1	KAI3431463.1, KAI3431464.1
OG0000468	PRW39289.1, PRW39290.1	KAI3431334.1, KAI3431335.1, KAI3431337.1
OG0000469	PRW05928.1	KAI3424332.1
OG0000471	PRW60850.1	KAI3429374.1
OG0000472	PRW61160.1, PRW61159.1	KAI3432628.1, KAI3429685.1
OG0000473	PRW45136.1	KAI3426131.1
OG0000474	PRW55952.1	KAI3436584.1
OG0000475	PRW20839.1	KAI3437674.1
OG0000475	PRW59075.1	KAI3438915.1
OG0000476	PRW33815.1, PRW33816.1	KAI3430891.1, KAI3434877.1
OG0000477	PRW58869.1	KAI3438703.1
OG0000477	PRW61353.1	KAI3438706.1
OG0000478	PRW56343.1	KAI3436732.1
OG0000479	PRW33643.1, PRW33658.1, PRW33659.1	KAI3425266.1, KAI3425267.1
OG0000480	PRW05851.1	KAI3428813.1, KAI3428815.1, KAI3438513.1
OG0000481	PRW33732.1	KAI3425190.1, KAI3425191.1, KAI3425189.1
OG0000482	PRW33603.1, PRW33602.1	KAI3425240.1
OG0000483	PRW60462.1	KAI3429269.1
OG0000484	PRW44400.1, PRW44401.1	KAI3429445.1, KAI3428688.1
OG0000485	PRW45033.1	KAI3426093.1
OG0000486	PRW60792.1	KAI3429262.1
OG0000486	PRW60785.1	KAI3429370.1
OG0000487	PRW56495.1	KAI3428156.1
OG0000488	PRW60249.1	KAI3429400.1
OG0000489	PRW60470.1	KAI3429761.1, KAI3429760.1
OG0000490	PRW60501.1	KAI3429399.1
OG0000490	PRW50871.1	KAI3429899.1
OG0000491	PRW20354.1	KAI3424348.1
OG0000492	PRW33924.1, PRW33923.1	KAI3434995.1
OG0000493	PRW57952.1	KAI3434774.1
OG0000494	PRW57672.1	KAI3434804.1
OG0000494	PRW60323.1	KAI3429383.1
OG0000495	PRW58054.1	KAI3434820.1
OG0000495	PRW56986.1	KAI3437869.1
OG0000496	PRW45661.1, PRW45660.1	KAI3425001.1
OG0000496	PRW45599.1	KAI3425002.1
OG0000497	PRW57801.1	KAI3434746.1
OG0000497	PRW57905.1	KAI3434748.1
OG0000498	PRW33869.1, PRW45713.1	KAI3434973.1
OG0000499	PRW45250.1, PRW45251.1	KAI3426288.1
OG0000500	PRW33868.1	KAI3425991.1
OG0000501	PRW60639.1, PRW60833.1	KAI3429826.1
OG0000501	PRW60366.1	KAI3429821.1
OG0000502	PRW60497.1	KAI3429611.1
OG0000503	PRW60456.1	KAI3429559.1
OG0000503	PRW60313.1	KAI3429560.1
OG0000504	PRW56772.1	KAI3428152.1, KAI3428151.1
OG0000504	PRW56831.1	KAI3434404.1
OG0000505	PRW58099.1	KAI3426161.1
OG0000505	PRW44896.1	KAI3426159.1
OG0000506	PRW45064.1	KAI3426203.1
OG0000506	PRW45097.1	KAI3426204.1
OG0000507	PRW55962.1	KAI3436648.1
OG0000507	PRW39302.1	KAI3431611.1
OG0000508	PRW45104.1	KAI3426171.1, KAI3426170.1
OG0000509	PRW60457.1	KAI3429739.1
OG0000510	PRW21124.1	KAI3430808.1
OG0000511	PRW57490.1, PRW58892.1	KAI3438446.1
OG0000512	PRW59290.1	KAI3438413.1, KAI3438414.1
OG0000513	PRW59060.1	KAI3438577.1
OG0000514	PRW59059.1	KAI3438510.1
OG0000514	PRW58893.1	KAI3438509.1
OG0000515	PRW44623.1, PRW44622.1	KAI3428455.1, KAI3428456.1
OG0000516	PRW44449.1	KAI3428441.1
OG0000516	PRW57633.1	KAI3434838.1
OG0000517	PRW61299.1, PRW61298.1	KAI3432476.1
OG0000518	PRW59073.1	KAI3439033.1
OG0000519	PRW57605.1	KAI3434574.1
OG0000519	PRW57872.1	KAI3434577.1
OG0000520	PRW39135.1	KAI3431601.1
OG0000521	PRW58092.1	KAI3433841.1
OG0000521	PRW58473.1	KAI3433842.1
OG0000522	PRW58282.1	KAI3433800.1
OG0000522	PRW58711.1	KAI3433809.1
OG0000523	PRW58664.1, PRW58663.1	KAI3433808.1, KAI3432300.1
OG0000524	PRW58697.1	KAI3433839.1, KAI3433840.1
OG0000525	PRW60884.1, PRW60883.1	KAI3427224.1
OG0000525	PRW59664.1	KAI3428086.1
OG0000526	PRW58640.1	KAI3433617.1
OG0000527	PRW58557.1	KAI3433556.1
OG0000527	PRW58561.1	KAI3433555.1
OG0000528	PRW58410.1, PRW58120.1	KAI3433355.1
OG0000529	PRW32685.1	KAI3423821.1
OG0000529	PRW32671.1	KAI3423820.1
OG0000530	PRW58289.1	KAI3433462.1, KAI3433464.1
OG0000531	PRW58149.1	KAI3433461.1, KAI3433460.1
OG0000533	PRW58624.1	KAI3433372.1
OG0000533	PRW58666.1	KAI3433373.1
OG0000534	PRW57462.1	KAI3438188.1
OG0000534	PRW57177.1	KAI3438189.1
OG0000536	PRW58031.1, PRW58030.1	KAI3425875.1
OG0000537	PRW61418.1	KAI3432740.1
OG0000537	PRW45465.1	KAI3425003.1
OG0000538	PRW45701.1	KAI3424994.1
OG0000539	PRW45510.1	KAI3424991.1
OG0000540	PRW20335.1	KAI3424365.1, KAI3436396.1, KAI3436395.1
OG0000541	PRW56820.1	KAI3428145.1
OG0000542	PRW56646.1, PRW56647.1	KAI3427987.1, KAI3427989.1
OG0000543	PRW58620.1	KAI3435693.1
OG0000543	PRW59614.1	KAI3435692.1
OG0000544	PRW59553.1	KAI3435687.1
OG0000544	PRW60009.1	KAI3435685.1
OG0000545	PRW59692.1	KAI3435764.1, KAI3435766.1
OG0000546	PRW59464.1	KAI3435777.1
OG0000547	PRW59700.1	KAI3435774.1
OG0000548	PRW33002.1	KAI3435781.1
OG0000549	PRW59592.1	KAI3435857.1
OG0000550	PRW59954.1, PRW60123.1, PRW59829.1, PRW59739.1	KAI3436042.1, KAI3436041.1
OG0000551	PRW59792.1	KAI3436124.1
OG0000552	PRW59781.1	KAI3436260.1
OG0000552	PRW59687.1	KAI3436261.1
OG0000553	PRW60097.1, PRW60098.1	KAI3436285.1, KAI3436286.1
OG0000554	PRW61587.1, PRW61588.1	KAI3424270.1, KAI3424271.1
OG0000555	PRW61410.1	KAI3432835.1, KAI3432828.1
OG0000556	PRW50797.1	KAI3424721.1, KAI3424712.1, KAI3424759.1
OG0000558	PRW32984.1	KAI3430480.1
OG0000559	PRW20297.1, PRW20296.1	KAI3430700.1, KAI3430702.1
OG0000560	PRW20232.1	KAI3430693.1, KAI3430695.1
OG0000561	PRW57293.1, PRW60911.1, PRW45635.1, PRW45610.1, PRW45611.1	KAI3424999.1
OG0000562	PRW60931.1	KAI3432471.1, KAI3436430.1, KAI3436428.1
OG0000563	PRW33984.1	KAI3426103.1, KAI3426104.1
OG0000564	PRW58753.1	KAI3438471.1
OG0000565	PRW57439.1	KAI3438016.1
OG0000565	PRW57285.1	KAI3438017.1
OG0000566	PRW61232.1	KAI3432654.1
OG0000567	PRW57517.1	KAI3437859.1
OG0000568	PRW20811.1, PRW20813.1, PRW20812.1	KAI3437671.1
OG0000569	PRW20788.1	KAI3437683.1, KAI3437682.1
OG0000570	PRW57785.1	KAI3425801.1
OG0000570	PRW57784.1	KAI3425805.1
OG0000571	PRW34003.1, PRW34004.1	KAI3425981.1, KAI3425980.1
OG0000572	PRW34000.1	KAI3425994.1, KAI3425996.1
OG0000573	PRW61174.1, PRW61175.1	KAI3424451.1, KAI3424440.1
OG0000574	PRW20431.1	KAI3424304.1
OG0000575	PRW20358.1	KAI3424289.1
OG0000575	PRW20357.1	KAI3424288.1
OG0000576	PRW33286.1, PRW20258.1, PRW20301.1	KAI3431002.1
OG0000577	PRW56843.1, PRW56690.1, PRW56713.1, PRW44275.1, PRW57803.1, PRW32914.1	KAI3428011.1
OG0000578	PRW33278.1	KAI3434596.1
OG0000578	PRW56307.1	KAI3436491.1, KAI3436489.1
OG0000580	PRW39394.1	KAI3431808.1
OG0000580	PRW55914.1, PRW55915.1	KAI3435742.1
OG0000581	PRW45220.1	KAI3426297.1
OG0000582	PRW58483.1, PRW56406.1	KAI3433580.1
OG0000582	PRW58312.1	KAI3433579.1
OG0000583	PRW57607.1	KAI3427940.1, KAI3425705.1
OG0000584	PRW57966.1, PRW58044.1	KAI3432877.1, KAI3428184.1
OG0000585	PRW58910.1	KAI3438621.1, KAI3438628.1, KAI3429780.1
OG0000592	PRW32934.1	KAI3430450.1
OG0000593	PRW45537.1	KAI3425071.1
OG0000594	PRW33588.1	KAI3433716.1, KAI3425155.1
OG0000595	PRW33538.1	KAI3425283.1, KAI3425286.1
OG0000596	PRW58167.1	KAI3433709.1
OG0000597	PRW32955.1, PRW32956.1, PRW33009.1, PRW32957.1	KAI3430408.1
OG0000598	PRW33035.1	KAI3430407.1
OG0000599	PRW20221.1	KAI3430628.1
OG0000599	PRW20300.1	KAI3430630.1, KAI3430629.1
OG0000600	PRW20211.1	KAI3430656.1
OG0000601	PRW20229.1	KAI3430680.1
OG0000601	PRW20228.1	KAI3430681.1
OG0000602	PRW20538.1	KAI3430277.1
OG0000603	PRW61386.1	KAI3432266.1, KAI3431814.1
OG0000603	PRW60834.1	KAI3429710.1
OG0000604	PRW57269.1	KAI3437919.1
OG0000605	PRW33297.1	KAI3431783.1, KAI3431782.1, KAI3431762.1
OG0000606	PRW60436.1, PRW60437.1	KAI3429661.1
OG0000607	PRW33201.1, PRW60148.1	KAI3436158.1
OG0000608	PRW20885.1	KAI3437591.1
OG0000609	PRW61285.1, PRW56422.1	KAI3432894.1
OG0000610	PRW33247.1	KAI3431666.1, KAI3431676.1
OG0000612	PRW59078.1, PRW59077.1	KAI3438958.1, KAI3423020.1, KAI3423019.1
OG0000613	PRW59033.1	KAI3439014.1
OG0000613	PRW59206.1	KAI3439013.1
OG0000614	PRW59272.1	KAI3438994.1, KAI3438995.1
OG0000615	PRW58960.1	KAI3438797.1
OG0000616	PRW59436.1	KAI3438864.1
OG0000616	PRW59312.1	KAI3438862.1
OG0000617	PRW58975.1	KAI3438880.1, KAI3438882.1
OG0000618	PRW33196.1	KAI3431700.1
OG0000619	PRW59341.1, PRW59342.1	KAI3438632.1
OG0000620	PRW59383.1	KAI3438489.1
OG0000621	PRW58981.1, PRW58979.1, PRW58980.1	KAI3438699.1
OG0000622	PRW59180.1	KAI3438741.1
OG0000622	PRW59213.1	KAI3438740.1
OG0000623	PRW59121.1	KAI3437911.1, KAI3423925.1
OG0000624	PRW57819.1	KAI3434573.1, KAI3434572.1, KAI3434508.1
OG0000625	PRW33618.1, PRW33536.1, PRW33692.1, PRW33572.1, PRW33571.1	KAI3425207.1
OG0000626	PRW45455.1	KAI3426902.1, KAI3425097.1
OG0000627	PRW50879.1, PRW50878.1	KAI3426850.1
OG0000628	PRW32629.1	KAI3423829.1
OG0000628	PRW32601.1	KAI3423831.1
OG0000629	PRW44480.1	KAI3428631.1
OG0000629	PRW51093.1	KAI3427024.1
OG0000630	PRW50844.1, PRW50843.1	KAI3427088.1
OG0000631	PRW44890.1	KAI3432738.1, KAI3436384.1, KAI3436380.1
OG0000632	PRW61421.1	KAI3424173.1
OG0000633	PRW61153.1	KAI3439070.1
OG0000634	PRW56605.1	KAI3428295.1
OG0000635	PRW20606.1	KAI3434516.1
OG0000636	PRW39341.1	KAI3431352.1, KAI3436800.1
OG0000637	PRW56183.1, PRW56184.1	KAI3436803.1
OG0000638	PRW55900.1	KAI3436807.1
OG0000639	PRW44865.1, PRW57907.1	KAI3426400.1
OG0000640	PRW56093.1, PRW56092.1	KAI3438868.1, KAI3436691.1
OG0000641	PRW39281.1	KAI3423186.1, KAI3431381.1
OG0000642	PRW61393.1, PRW61392.1, PRW61391.1	KAI3429239.1
OG0000643	PRW56215.1	KAI3436875.1
OG0000644	PRW56091.1	KAI3436885.1
OG0000644	PRW56098.1	KAI3436883.1
OG0000645	PRW45479.1	KAI3435577.1
OG0000646	PRW18320.1	KAI3435586.1
OG0000647	PRW61504.1	KAI3436405.1
OG0000648	PRW20686.1, PRW33521.1	KAI3425296.1
OG0000649	PRW20717.1	KAI3434540.1
OG0000649	PRW20736.1	KAI3434534.1
OG0000650	PRW57165.1	KAI3438173.1
OG0000651	PRW20831.1, PRW20830.1	KAI3437565.1, KAI3437566.1
OG0000652	PRW56958.1, PRW56957.1	KAI3437817.1
OG0000653	PRW45640.1	KAI3433819.1, KAI3433825.1
OG0000654	PRW20893.1	KAI3437748.1
OG0000655	PRW56797.1	KAI3428329.1, KAI3428330.1
OG0000656	PRW56553.1	KAI3428094.1
OG0000657	PRW45538.1	KAI3424885.1
OG0000657	PRW61216.1	KAI3428166.1
OG0000659	PRW57187.1	KAI3438086.1, KAI3438087.1
OG0000660	PRW57249.1	KAI3438331.1, KAI3438332.1, KAI3438330.1
OG0000661	PRW60565.1	KAI3429806.1
OG0000661	PRW60375.1	KAI3429807.1
OG0000662	PRW45685.1	KAI3424932.1, KAI3424931.1
OG0000664	PRW05798.1	KAI3431303.1, KAI3431302.1
OG0000665	PRW39144.1	KAI3431863.1
OG0000665	PRW39287.1	KAI3431436.1
OG0000666	PRW56497.1	KAI3428316.1, KAI3428317.1
OG0000668	PRW39395.1	KAI3431574.1, KAI3431575.1
OG0000669	PRW32669.1	KAI3423879.1, KAI3423878.1
OG0000670	PRW20205.1, PRW20204.1, PRW34084.1	KAI3430665.1
OG0000671	PRW21068.1, PRW21066.1, PRW21067.1	KAI3430774.1
OG0000672	PRW44240.1	KAI3428669.1
OG0000673	PRW56929.1	KAI3438290.1, KAI3432636.1
OG0000674	PRW44496.1	KAI3428755.1, KAI3428754.1
OG0000675	PRW56807.1, PRW56806.1	KAI3428348.1, KAI3428349.1
OG0000676	PRW56465.1	KAI3428307.1
OG0000677	PRW56103.1	KAI3436837.1
OG0000677	PRW55942.1	KAI3436836.1
OG0000678	PRW56272.1	KAI3436871.1, KAI3436872.1
OG0000679	PRW55969.1	KAI3436621.1
OG0000680	PRW56033.1	KAI3436614.1
OG0000680	PRW39304.1	KAI3431548.1
OG0000681	PRW56066.1	KAI3436468.1
OG0000682	PRW32611.1	KAI3423940.1
OG0000682	PRW55931.1	KAI3436582.1
OG0000683	PRW55996.1	KAI3436563.1, KAI3436561.1
OG0000684	PRW44354.1, PRW44353.1	KAI3428525.1
OG0000685	PRW56262.1	KAI3436393.1
