Orthogroup	c_sorokiniana_genome_proteins	m_conductrix_genome_proteins
OG0000312	PRW55919.1	PSC72928.1, PSC72929.1
OG0000312	PRW50804.1	PSC75715.1
OG0000313	PRW60134.1	PSC70142.1
OG0000313	PRW60727.1	PSC74925.1
OG0000314	PRW18306.1, PRW59039.1	PSC72829.1
OG0000315	PRW56181.1	PSC71445.1
OG0000315	PRW55990.1	PSC72666.1, PSC72665.1
OG0000317	PRW57468.1	PSC69534.1, PSC69485.1, PSC69502.1
OG0000318	PRW20777.1	PSC74983.1
OG0000318	PRW57316.1, PRW60442.1	PSC69520.1
OG0000319	PRW20779.1	PSC69535.1
OG0000320	PRW05856.1	PSC75885.1, PSC75884.1
OG0000320	PRW56192.1	PSC71514.1
OG0000321	PRW56539.1, PRW56540.1, PRW56538.1, PRW56541.1	PSC72357.1
OG0000322	PRW56462.1	PSC73899.1
OG0000323	PRW59811.1	PSC69651.1
OG0000324	PRW39192.1	PSC71953.1
OG0000324	PRW39193.1	PSC72018.1
OG0000325	PRW39370.1	PSC71866.1
OG0000325	PRW39371.1	PSC71963.1
OG0000326	PRW61019.1	PSC73274.1
OG0000326	PRW61146.1	PSC73324.1
OG0000327	PRW50778.1	PSC75772.1
OG0000327	PRW45641.1	PSC73572.1
OG0000328	PRW44983.1	PSC70424.1
OG0000329	PRW39198.1	PSC72054.1, PSC72053.1
OG0000329	PRW39197.1	PSC72035.1
OG0000330	PRW58291.1	PSC73862.1
OG0000331	PRW33001.1	PSC71363.1
OG0000331	PRW45431.1	PSC68612.1
OG0000332	PRW56793.1, PRW56794.1	PSC69755.1, PSC69744.1
OG0000333	PRW56271.1	PSC71588.1, PSC71589.1
OG0000334	PRW60117.1, PRW60118.1, PRW34064.1, PRW58847.1	PSC72215.1
OG0000336	PRW55912.1, PRW55913.1	PSC69073.1
OG0000337	PRW56645.1	PSC70543.1
OG0000338	PRW44850.1	PSC70356.1
OG0000338	PRW60661.1	PSC75221.1
OG0000339	PRW60559.1, PRW60560.1	PSC67336.1
OG0000339	PRW60196.1	PSC74854.1
OG0000340	PRW60861.1	PSC75185.1, PSC75184.1
OG0000341	PRW61059.1, PRW61060.1	PSC73424.1
OG0000342	PRW61257.1	PSC69660.1
OG0000342	PRW45096.1	PSC70864.1
OG0000343	PRW45620.1, PRW45329.1	PSC72467.1
OG0000343	PRW58816.1, PRW05753.1, PRW39338.1	PSC67917.1
OG0000344	PRW57755.1, PRW57877.1	PSC69735.1, PSC67773.1, PSC67778.1, PSC67779.1
OG0000345	PRW20721.1	PSC74456.1
OG0000345	PRW20624.1	PSC74747.1
OG0000347	PRW39307.1	PSC67582.1
OG0000347	PRW58060.1	PSC74036.1
OG0000348	PRW56818.1, PRW05915.1	PSC71857.1, PSC68474.1
OG0000349	PRW44946.1, PRW44862.1	PSC67783.1, PSC67798.1
OG0000350	PRW58766.1, PRW58765.1, PRW58764.1	PSC68010.1
OG0000351	PRW57027.1, PRW57019.1	PSC72323.1
OG0000352	PRW44391.1	PSC69910.1, PSC69911.1
OG0000353	PRW44524.1	PSC69844.1
OG0000353	PRW61021.1	PSC70536.1
OG0000354	PRW44255.1, PRW44253.1, PRW44254.1	PSC69867.1
OG0000355	PRW44370.1, PRW44371.1	PSC75395.1
OG0000356	PRW44495.1, PRW44494.1	PSC70828.1, PSC70827.1
OG0000357	PRW32651.1	PSC76669.1
OG0000358	PRW58534.1	PSC68860.1
OG0000358	PRW58103.1	PSC68841.1
OG0000359	PRW50749.1	PSC76428.1, PSC76426.1, PSC76427.1
OG0000360	PRW58215.1	PSC76811.1
OG0000360	PRW58514.1, PRW58680.1	PSC76899.1
OG0000361	PRW61344.1, PRW60996.1, PRW20553.1	PSC70631.1, PSC67763.1, PSC68344.1
OG0000362	PRW58593.1, PRW58594.1	PSC76461.1
OG0000362	PRW58792.1, PRW58793.1	PSC75818.1
OG0000364	PRW58399.1, PRW58400.1	PSC76539.1
OG0000365	PRW60981.1, PRW61427.1, PRW61501.1	PSC73521.1
OG0000366	PRW56405.1	PSC72349.1
OG0000366	PRW56824.1	PSC72364.1
OG0000367	PRW60017.1	PSC71147.1
OG0000367	PRW59990.1	PSC71043.1, PSC71042.1
OG0000368	PRW60064.1	PSC75843.1
OG0000369	PRW60040.1	PSC76372.1
OG0000369	PRW60042.1, PRW60041.1	PSC76783.1
OG0000370	PRW60150.1, PRW60149.1, PRW56049.1	PSC68567.1
OG0000371	PRW59537.1, PRW59535.1, PRW59534.1, PRW59536.1	PSC69626.1, PSC67761.1
OG0000372	PRW61212.1, PRW61213.1	PSC74502.1, PSC74066.1
OG0000373	PRW61387.1	PSC73384.1
OG0000373	PRW57345.1	PSC72295.1
OG0000375	PRW61170.1	PSC74203.1, PSC74122.1
OG0000376	PRW61014.1	PSC73528.1, PSC73529.1
OG0000376	PRW20996.1	PSC71737.1
OG0000378	PRW45014.1, PRW45013.1	PSC70393.1, PSC70392.1
OG0000379	PRW33533.1	PSC74938.1, PSC74937.1, PSC74936.1
OG0000380	PRW34073.1	PSC67729.1
OG0000380	PRW20325.1	PSC76815.1, PSC76814.1
OG0000381	PRW60910.1	PSC74760.1
OG0000381	PRW61428.1	PSC74793.1
OG0000382	PRW61413.1	PSC74396.1
OG0000382	PRW20374.1, PRW20375.1	PSC74526.1
OG0000383	PRW20345.1, PRW20344.1	PSC74611.1, PSC74354.1
OG0000384	PRW59417.1	PSC68539.1
OG0000385	PRW20937.1, PRW20950.1, PRW20818.1, PRW20817.1, PRW20952.1, PRW20942.1, PRW20886.1, PRW20895.1	PSC76286.1
OG0000386	PRW33270.1, PRW58954.1, PRW39117.1, PRW56781.1, PRW32676.1	PSC71820.1
OG0000387	PRW33189.1, PRW58075.1, PRW57737.1	PSC68751.1
OG0000388	PRW39223.1	PSC67048.1, PSC67862.1, PSC67178.1, PSC67666.1
OG0000389	PRW39380.1	PSC72769.1, PSC73692.1
OG0000390	PRW51021.1, PRW51139.1, PRW50766.1, PRW50832.1, PRW51094.1, PRW50977.1, PRW50952.1, PRW50983.1	PSC68008.1, PSC67971.1
OG0000391	PRW58895.1, PRW58891.1, PRW60218.1, PRW60217.1, PRW50768.1	PSC67911.1, PSC73277.1
OG0000392	PRW58387.1	PSC73534.1
OG0000393	PRW58995.1	PSC67933.1
OG0000393	PRW61405.1	PSC74484.1
OG0000394	PRW59448.1, PRW59994.1	PSC67399.1
OG0000395	PRW60376.1, PRW60481.1, PRW60220.1, PRW60581.1, PRW60733.1, PRW60650.1	PSC68473.1, PSC68458.1
OG0000398	PRW45690.1	PSC74176.1, PSC74175.1
OG0000399	PRW21049.1, PRW44484.1	PSC75909.1
OG0000400	PRW45730.1	PSC68985.1, PSC73574.1, PSC73573.1
OG0000401	PRW50823.1	PSC75811.1
OG0000402	PRW61360.1	PSC73310.1, PSC73309.1
OG0000403	PRW32959.1	PSC75047.1, PSC75048.1
OG0000404	PRW20960.1	PSC69570.1
OG0000405	PRW61508.1	PSC74017.1, PSC74274.1
OG0000406	PRW60441.1	PSC76067.1
OG0000407	PRW20246.1	PSC71343.1, PSC71379.1
OG0000408	PRW34024.1	PSC76012.1, PSC76011.1
OG0000409	PRW20594.1, PRW20491.1	PSC69130.1, PSC69131.1
OG0000410	PRW57371.1	PSC72907.1, PSC72074.1
OG0000411	PRW20452.1	PSC70224.1, PSC70166.1
OG0000413	PRW33099.1	PSC69245.1, PSC71333.1
OG0000414	PRW33204.1, PRW58296.1, PRW45445.1	PSC69187.1
OG0000415	PRW33324.1	PSC67604.1, PSC67603.1
OG0000416	PRW34019.1	PSC67153.1
OG0000416	PRW59269.1	PSC73612.1
OG0000417	PRW33252.1	PSC68791.1, PSC68780.1, PSC68790.1
OG0000418	PRW57416.1	PSC73922.1
OG0000418	PRW60136.1, PRW60135.1	PSC76747.1
OG0000419	PRW33151.1	PSC68745.1
OG0000421	PRW59349.1	PSC73576.1
OG0000421	PRW58648.1	PSC69152.1
OG0000422	PRW57398.1	PSC69544.1, PSC69547.1, PSC69546.1, PSC69545.1
OG0000423	PRW59047.1	PSC73316.1
OG0000425	PRW58884.1	PSC76903.1
OG0000426	PRW58990.1	PSC76453.1
OG0000427	PRW58982.1	PSC75429.1
OG0000427	PRW61337.1	PSC73474.1
OG0000428	PRW59315.1	PSC75508.1
OG0000428	PRW58946.1	PSC75968.1
OG0000429	PRW57459.1, PRW57362.1	PSC72245.1
OG0000430	PRW58992.1, PRW58964.1	PSC75747.1
OG0000431	PRW59351.1, PRW59352.1	PSC76087.1, PSC76088.1
OG0000432	PRW58729.1	PSC76075.1
OG0000433	PRW57239.1	PSC70801.1
OG0000434	PRW57934.1	PSC73107.1
OG0000435	PRW51078.1	PSC75737.1
OG0000436	PRW51114.1, PRW50854.1, PRW50855.1	PSC75426.1
OG0000436	PRW57783.1	PSC70996.1
OG0000437	PRW50948.1	PSC75939.1
OG0000438	PRW50769.1	PSC75539.1
OG0000439	PRW51001.1	PSC75598.1
OG0000439	PRW51071.1	PSC75801.1
OG0000441	PRW45589.1	PSC74254.1, PSC68591.1
OG0000442	PRW51108.1, PRW50794.1	PSC75760.1
OG0000443	PRW59356.1	PSC75805.1
OG0000444	PRW61596.1	PSC74180.1
OG0000444	PRW61135.1	PSC74179.1
OG0000445	PRW50896.1	PSC67124.1, PSC73865.1, PSC67126.1
OG0000446	PRW44411.1	PSC69927.1
OG0000447	PRW33950.1	PSC70269.1
OG0000448	PRW45481.1, PRW45480.1	PSC68238.1
OG0000449	PRW18290.1, PRW18309.1	PSC72835.1
OG0000450	PRW18396.1	PSC72705.1
OG0000450	PRW58976.1	PSC76518.1
OG0000451	PRW18353.1, PRW18339.1	PSC72926.1
OG0000452	PRW39283.1	PSC67198.1, PSC67590.1, PSC67200.1, PSC73121.1, PSC73187.1
OG0000453	PRW61500.1	PSC73956.1
OG0000454	PRW61613.1	PSC67012.1, PSC67267.1, PSC67090.1, PSC70534.1, PSC67086.1
OG0000455	PRW20612.1	PSC74553.1
OG0000456	PRW58543.1, PRW58655.1	PSC73939.1
OG0000457	PRW20797.1, PRW20846.1	PSC69451.1
OG0000458	PRW56952.1, PRW56953.1	PSC71057.1
OG0000459	PRW56632.1	PSC72690.1, PSC72868.1
OG0000461	PRW61124.1	PSC73013.1
OG0000462	PRW45720.1	PSC67097.1
OG0000462	PRW45614.1	PSC68224.1
OG0000463	PRW45450.1, PRW45425.1, PRW45622.1	PSC68971.1
OG0000464	PRW33663.1	PSC69431.1, PSC69430.1
OG0000465	PRW56610.1	PSC71643.1
OG0000467	PRW39147.1	PSC71865.1, PSC77053.1
OG0000468	PRW39289.1, PRW39290.1	PSC72003.1
OG0000469	PRW05928.1	PSC67789.1, PSC67764.1
OG0000470	PRW60862.1, PRW61223.1	PSC68503.1, PSC67195.1, PSC67192.1
OG0000471	PRW60850.1	PSC68153.1
OG0000471	PRW45619.1	PSC73839.1
OG0000472	PRW61160.1, PRW61159.1	PSC70532.1, PSC70533.1
OG0000473	PRW45136.1	PSC67538.1, PSC76381.1, PSC76971.1
OG0000475	PRW59075.1	PSC73693.1
OG0000476	PRW33815.1, PRW33816.1	PSC77005.1
OG0000477	PRW61353.1	PSC73468.1
OG0000478	PRW56343.1	PSC71556.1
OG0000478	PRW59910.1	PSC68373.1
OG0000479	PRW33643.1	PSC67393.1
OG0000480	PRW05851.1	PSC75848.1, PSC75501.1
OG0000481	PRW33732.1	PSC70020.1
OG0000482	PRW33603.1, PRW33602.1	PSC74963.1
OG0000483	PRW60462.1	PSC70712.1
OG0000483	PRW50936.1	PSC70183.1
OG0000484	PRW44400.1, PRW44401.1	PSC75300.1
OG0000485	PRW45033.1	PSC67733.1, PSC67732.1
OG0000485	PRW59698.1	PSC71083.1
OG0000486	PRW60792.1	PSC75044.1
OG0000486	PRW60785.1	PSC68152.1
OG0000487	PRW56705.1	PSC70549.1, PSC70488.1
OG0000487	PRW56495.1	PSC72729.1
OG0000488	PRW60249.1	PSC74849.1, PSC74848.1
OG0000489	PRW60470.1	PSC74075.1, PSC74230.1
OG0000490	PRW60501.1	PSC74906.1
OG0000490	PRW50871.1	PSC69218.1
OG0000491	PRW20354.1	PSC74567.1, PSC74568.1, PSC74566.1
OG0000492	PRW33924.1, PRW33923.1	PSC76352.1, PSC76353.1, PSC67425.1, PSC67426.1
OG0000493	PRW57952.1	PSC73135.1
OG0000494	PRW57672.1	PSC73082.1
OG0000494	PRW60323.1	PSC68169.1
OG0000495	PRW58054.1	PSC73053.1
OG0000495	PRW56986.1	PSC73766.1
OG0000496	PRW45661.1, PRW45660.1, PRW45599.1	PSC73894.1
OG0000497	PRW57801.1	PSC72989.1
OG0000497	PRW57905.1	PSC73014.1
OG0000498	PRW33869.1, PRW45713.1	PSC76333.1
OG0000499	PRW45370.1	PSC68789.1
OG0000499	PRW45250.1, PRW45251.1	PSC70375.1
OG0000500	PRW33868.1	PSC70144.1
OG0000500	PRW20706.1	PSC68795.1
OG0000501	PRW60639.1, PRW60833.1, PRW60366.1	PSC68496.1, PSC68497.1
OG0000502	PRW60497.1	PSC67065.1, PSC67093.1, PSC67117.1, PSC69319.1, PSC67060.1
OG0000503	PRW60313.1	PSC74907.1
OG0000504	PRW56772.1	PSC70613.1
OG0000504	PRW56831.1	PSC74803.1
OG0000505	PRW58099.1	PSC76125.1
OG0000505	PRW44896.1	PSC73376.1
OG0000506	PRW45064.1, PRW45097.1	PSC67406.1
OG0000507	PRW55962.1	PSC71597.1
OG0000507	PRW39302.1	PSC75319.1
OG0000508	PRW45104.1	PSC73232.1, PSC73373.1
OG0000509	PRW20589.1	PSC74874.1
OG0000509	PRW60457.1	PSC74285.1
OG0000510	PRW21124.1	PSC71847.1
OG0000511	PRW57490.1	PSC69463.1, PSC69461.1, PSC69464.1
OG0000511	PRW58892.1	PSC77030.1
OG0000512	PRW59290.1	PSC76032.1, PSC76532.1
OG0000513	PRW59060.1	PSC76889.1
OG0000514	PRW59059.1	PSC73830.1
OG0000515	PRW44623.1, PRW44622.1	PSC69958.1, PSC69960.1, PSC69959.1
OG0000516	PRW44449.1	PSC69919.1
OG0000516	PRW57633.1	PSC69817.1
OG0000517	PRW61299.1, PRW61298.1	PSC74328.1
OG0000518	PRW59073.1	PSC75565.1, PSC75325.1, PSC75682.1
OG0000519	PRW57605.1, PRW57872.1	PSC67716.1
OG0000520	PRW39135.1	PSC75620.1, PSC67199.1, PSC67197.1, PSC67585.1, PSC67584.1
OG0000521	PRW58473.1	PSC75613.1
OG0000522	PRW58282.1	PSC75317.1
OG0000522	PRW58711.1	PSC76002.1
OG0000523	PRW58664.1, PRW58663.1	PSC67243.1, PSC67074.1
OG0000524	PRW58697.1	PSC75702.1, PSC75703.1
OG0000525	PRW60884.1, PRW60883.1	PSC70517.1, PSC70516.1
OG0000526	PRW58640.1	PSC75067.1
OG0000527	PRW58557.1, PRW58561.1	PSC68279.1
OG0000528	PRW58410.1, PRW58120.1	PSC76252.1
OG0000529	PRW32685.1, PRW32671.1	PSC68701.1, PSC68702.1
OG0000530	PRW58289.1	PSC73575.1, PSC73867.1, PSC73868.1
OG0000531	PRW58149.1	PSC73908.1
OG0000532	PRW58786.1, PRW58787.1, PRW58809.1	PSC76682.1, PSC69706.1, PSC76957.1
OG0000533	PRW58624.1	PSC76833.1
OG0000533	PRW58666.1	PSC76681.1
OG0000534	PRW57462.1, PRW57177.1	PSC72078.1
OG0000536	PRW58031.1, PRW58030.1	PSC74762.1
OG0000537	PRW61418.1	PSC70580.1
OG0000537	PRW45465.1	PSC73924.1
OG0000538	PRW45701.1	PSC73859.1, PSC73858.1
OG0000538	PRW45592.1	PSC73644.1
OG0000539	PRW45510.1	PSC73737.1
OG0000540	PRW20335.1	PSC74802.1, PSC77036.1
OG0000541	PRW56820.1	PSC71256.1, PSC71257.1
OG0000542	PRW56646.1, PRW56647.1	PSC72473.1
OG0000543	PRW59614.1	PSC69702.1
OG0000544	PRW59553.1	PSC69628.1
OG0000544	PRW60009.1	PSC69615.1
OG0000545	PRW59692.1	PSC68304.1
OG0000547	PRW59700.1	PSC70377.1, PSC70378.1, PSC68349.1
OG0000548	PRW33002.1	PSC68379.1, PSC68381.1, PSC68380.1
OG0000549	PRW59592.1	PSC71413.1
OG0000550	PRW59954.1, PRW60123.1, PRW59829.1, PRW59739.1	PSC71724.1
OG0000551	PRW59792.1	PSC70605.1
OG0000552	PRW59687.1	PSC73123.1
OG0000553	PRW60097.1, PRW60098.1	PSC73021.1
OG0000554	PRW61587.1, PRW61588.1	PSC74485.1, PSC74729.1
OG0000555	PRW61410.1	PSC67298.1, PSC67007.1, PSC67119.1, PSC67051.1
OG0000556	PRW50797.1	PSC75326.1
OG0000558	PRW32984.1	PSC76530.1
OG0000559	PRW20297.1, PRW20296.1	PSC70691.1
OG0000560	PRW20232.1	PSC70824.1, PSC70825.1
OG0000561	PRW57293.1, PRW60911.1, PRW45635.1, PRW45610.1, PRW45611.1	PSC73816.1
OG0000562	PRW45569.1	PSC73660.1
OG0000562	PRW60931.1	PSC74273.1
OG0000563	PRW33984.1	PSC67724.1, PSC67726.1
OG0000564	PRW58753.1	PSC70126.1, PSC67155.1, PSC72020.1
OG0000565	PRW57439.1, PRW57285.1	PSC71036.1
OG0000566	PRW61232.1	PSC74838.1
OG0000567	PRW57517.1	PSC70787.1
OG0000568	PRW20811.1, PRW20813.1, PRW20812.1	PSC67813.1, PSC67814.1, PSC67815.1
OG0000569	PRW20788.1	PSC75097.1, PSC75098.1, PSC75069.1
OG0000570	PRW57785.1	PSC74518.1
OG0000570	PRW57784.1	PSC74457.1
OG0000571	PRW34003.1, PRW34004.1	PSC70159.1
OG0000572	PRW34000.1	PSC70141.1, PSC70191.1
OG0000573	PRW61174.1, PRW61175.1	PSC74695.1, PSC74517.1
OG0000574	PRW20431.1	PSC74614.1, PSC74612.1, PSC74613.1
OG0000575	PRW20357.1	PSC74447.1
OG0000576	PRW33286.1, PRW20258.1, PRW20301.1	PSC68652.1, PSC68640.1
OG0000577	PRW56843.1, PRW56690.1, PRW56713.1, PRW44275.1, PRW57803.1, PRW32914.1	PSC72583.1
OG0000578	PRW33278.1	PSC69068.1
OG0000578	PRW56307.1	PSC69069.1
OG0000579	PRW39271.1, PRW39125.1, PRW39084.1	PSC71139.1
OG0000580	PRW39394.1	PSC67923.1
OG0000581	PRW45220.1	PSC70352.1, PSC70354.1
OG0000582	PRW58483.1, PRW56406.1, PRW58312.1	PSC74857.1
OG0000583	PRW57607.1	PSC67746.1, PSC72455.1
OG0000584	PRW57966.1, PRW58044.1	PSC70648.1
OG0000585	PRW58910.1	PSC71913.1, PSC67839.1, PSC67865.1
OG0000592	PRW32934.1	PSC72999.1, PSC73001.1, PSC73000.1, PSC73002.1
OG0000593	PRW45537.1	PSC69398.1, PSC69309.1, PSC69308.1
OG0000594	PRW33588.1	PSC70064.1
OG0000595	PRW33538.1	PSC67313.1
OG0000596	PRW58167.1	PSC71326.1
OG0000597	PRW32955.1, PRW32956.1, PRW33009.1, PRW32957.1	PSC69116.1
OG0000598	PRW33035.1	PSC69136.1
OG0000599	PRW20221.1, PRW20300.1	PSC68301.1
OG0000600	PRW20211.1	PSC71249.1
OG0000601	PRW20228.1	PSC71226.1
OG0000602	PRW20538.1	PSC67169.1, PSC68087.1, PSC68086.1, PSC68088.1
OG0000604	PRW57232.1	PSC70749.1
OG0000605	PRW33297.1	PSC69278.1, PSC69235.1
OG0000606	PRW60436.1, PRW60437.1	PSC75080.1
OG0000607	PRW60148.1	PSC73849.1
OG0000608	PRW20885.1, PRW60745.1	PSC76020.1
OG0000609	PRW61285.1, PRW56422.1	PSC74144.1
OG0000610	PRW33247.1	PSC68665.1
OG0000612	PRW59078.1, PRW59077.1	PSC72425.1
OG0000613	PRW59206.1	PSC67927.1
OG0000614	PRW59272.1	PSC73454.1
OG0000615	PRW58960.1	PSC76270.1
OG0000616	PRW59436.1, PRW59312.1	PSC75776.1
OG0000617	PRW58975.1	PSC75796.1, PSC75361.1
OG0000618	PRW33196.1	PSC73792.1
OG0000619	PRW59341.1, PRW59342.1	PSC67858.1
OG0000620	PRW59383.1	PSC71885.1
OG0000621	PRW58981.1, PRW58979.1, PRW58980.1	PSC75233.1, PSC75232.1
OG0000622	PRW59180.1, PRW59213.1	PSC76430.1
OG0000623	PRW59121.1	PSC70783.1
OG0000624	PRW57819.1	PSC67692.1
OG0000626	PRW45455.1	PSC75802.1, PSC69435.1
OG0000627	PRW50879.1, PRW50878.1	PSC69732.1, PSC69731.1
OG0000628	PRW32629.1, PRW32601.1	PSC68697.1
OG0000629	PRW44480.1, PRW51093.1	PSC77049.1
OG0000630	PRW50844.1, PRW50843.1	PSC75595.1
OG0000631	PRW44890.1	PSC67518.1, PSC67519.1
OG0000632	PRW61421.1	PSC73974.1, PSC73975.1
OG0000633	PRW61153.1	PSC67089.1, PSC67011.1, PSC67272.1, PSC70547.1, PSC67087.1
OG0000634	PRW56605.1	PSC68132.1
OG0000635	PRW20606.1	PSC74389.1
OG0000636	PRW39341.1	PSC71988.1
OG0000637	PRW56183.1, PRW56184.1	PSC71520.1, PSC71519.1
OG0000638	PRW55900.1	PSC71584.1
OG0000639	PRW57907.1	PSC68995.1
OG0000640	PRW56093.1, PRW56092.1	PSC71600.1
OG0000641	PRW39281.1	PSC71939.1
OG0000642	PRW61393.1, PRW61392.1, PRW61391.1	PSC73412.1, PSC73411.1
OG0000643	PRW56216.1	PSC67477.1
OG0000644	PRW56091.1	PSC67459.1
OG0000645	PRW45479.1	PSC72810.1
OG0000646	PRW18320.1	PSC72876.1
OG0000647	PRW61504.1	PSC73342.1
OG0000648	PRW33521.1	PSC74962.1
OG0000649	PRW20736.1	PSC74530.1
OG0000650	PRW57165.1	PSC72298.1, PSC72297.1
OG0000651	PRW20831.1, PRW20830.1	PSC76693.1
OG0000652	PRW56958.1, PRW56957.1	PSC71750.1, PSC69491.1, PSC69475.1
OG0000653	PRW45640.1	PSC72468.1, PSC72452.1
OG0000654	PRW20893.1	PSC69499.1, PSC69500.1
OG0000655	PRW56797.1	PSC69836.1
OG0000656	PRW56553.1	PSC72532.1
OG0000657	PRW61216.1	PSC70591.1
OG0000659	PRW57187.1	PSC72320.1, PSC72319.1, PSC72136.1
OG0000660	PRW57249.1	PSC72174.1
OG0000661	PRW60565.1, PRW60375.1	PSC74064.1
OG0000662	PRW45685.1	PSC68571.1, PSC68621.1
OG0000663	PRW05769.1	PSC67618.1
OG0000664	PRW05798.1	PSC71891.1
OG0000665	PRW39287.1	PSC71917.1
OG0000666	PRW56497.1	PSC68125.1, PSC69763.1
OG0000668	PRW39395.1	PSC67260.1
OG0000669	PRW32669.1	PSC75346.1
OG0000670	PRW20205.1, PRW20204.1, PRW34084.1	PSC71295.1
OG0000671	PRW21068.1, PRW21066.1, PRW21067.1	PSC71758.1
OG0000672	PRW44240.1	PSC70894.1, PSC70899.1
OG0000673	PRW56929.1	PSC72084.1, PSC70617.1
OG0000674	PRW44496.1	PSC75825.1
OG0000675	PRW56807.1, PRW56806.1	PSC69741.1
OG0000676	PRW56465.1	PSC68113.1
OG0000677	PRW55942.1	PSC72844.1, PSC72843.1
OG0000678	PRW56272.1	PSC67478.1
OG0000679	PRW55969.1, PRW59014.1, PRW39288.1, PRW59250.1	PSC72913.1
OG0000680	PRW56033.1, PRW39304.1	PSC72599.1
OG0000681	PRW56066.1	PSC69041.1, PSC75344.1, PSC75283.1, PSC67698.1
OG0000682	PRW55931.1	PSC72672.1
OG0000683	PRW55996.1	PSC72724.1
OG0000685	PRW56262.1, PRW55945.1	PSC69040.1
OG0000686	PRW32510.1	PSC76264.1
OG0000687	PRW33594.1	PSC74997.1, PSC67369.1
OG0000689	PRW60673.1	PSC75085.1
OG0000690	PRW60444.1, PRW60443.1	PSC75179.1, PSC75178.1, PSC75177.1
OG0000691	PRW60354.1, PRW60355.1	PSC75106.1, PSC71836.1
OG0000692	PRW60381.1	PSC68930.1
OG0000693	PRW61221.1	PSC73308.1
OG0000694	PRW45693.1	PSC73665.1
OG0000694	PRW45523.1	PSC73645.1
OG0000695	PRW20630.1	PSC67424.1
OG0000695	PRW20631.1	PSC67222.1, PSC67221.1
OG0000696	PRW33883.1	PSC76068.1
OG0000697	PRW33882.1, PRW33881.1	PSC76806.1
OG0000698	PRW34047.1, PRW34046.1	PSC76750.1, PSC76749.1
OG0000699	PRW45603.1, PRW45459.1	PSC72579.1, PSC69406.1
OG0000701	PRW21016.1	PSC71685.1
OG0000702	PRW33931.1, PRW33829.1	PSC77006.1
OG0000703	PRW51012.1, PRW51011.1	PSC73713.1
OG0000704	PRW57787.1, PRW57786.1, PRW57788.1	PSC69096.1, PSC69095.1
OG0000705	PRW60840.1	PSC68532.1
OG0000706	PRW60531.1, PRW60330.1, PRW60525.1, PRW60204.1, PRW60203.1	PSC68536.1
OG0000707	PRW58551.1	PSC76182.1
OG0000708	PRW58866.1	PSC76281.1
OG0000709	PRW61171.1	PSC74108.1
OG0000710	PRW20703.1, PRW20702.1	PSC74471.1
OG0000711	PRW59526.1	PSC74550.1, PSC76715.1
OG0000712	PRW45077.1, PRW45078.1	PSC70924.1, PSC70925.1
OG0000713	PRW45037.1	PSC67528.1, PSC67529.1, PSC67527.1
OG0000714	PRW44918.1, PRW44919.1, PRW44920.1	PSC73233.1, PSC73234.1
OG0000715	PRW21026.1, PRW21027.1	PSC71706.1
OG0000716	PRW45125.1, PRW44995.1	PSC70420.1, PSC70421.1
OG0000717	PRW44859.1, PRW44858.1	PSC70972.1
OG0000718	PRW44899.1, PRW44898.1	PSC70955.1, PSC70954.1, PSC70953.1
OG0000719	PRW44924.1	PSC70331.1
OG0000720	PRW45188.1	PSC70898.1
OG0000720	PRW45173.1	PSC70866.1
OG0000721	PRW20283.1, PRW20284.1	PSC71314.1, PSC71313.1
OG0000724	PRW58886.1	PSC73855.1, PSC73856.1
OG0000725	PRW58234.1	PSC68274.1
OG0000726	PRW59197.1, PRW59196.1, PRW59072.1	PSC76092.1
OG0000727	PRW56973.1	PSC68232.1
OG0000728	PRW32930.1	PSC67810.1, PSC67829.1
OG0000729	PRW57376.1	PSC72324.1
OG0000730	PRW57421.1	PSC72205.1
OG0000731	PRW44287.1	PSC70916.1, PSC70982.1
OG0000732	PRW44252.1	PSC69848.1
OG0000733	PRW44250.1	PSC69952.1, PSC69949.1
OG0000734	PRW44568.1	PSC69864.1
OG0000735	PRW44595.1	PSC70987.1, PSC70986.1
OG0000736	PRW59643.1	PSC71815.1
OG0000737	PRW44421.1	PSC70906.1
OG0000738	PRW59832.1	PSC74307.1
OG0000740	PRW61565.1	PSC73315.1
OG0000741	PRW58204.1	PSC68627.1
OG0000742	PRW58247.1, PRW58469.1	PSC75316.1
OG0000743	PRW58672.1	PSC71458.1, PSC67235.1
OG0000743	PRW58596.1	PSC67244.1
OG0000744	PRW59476.1, PRW59459.1	PSC76965.1
OG0000745	PRW58539.1, PRW58540.1	PSC67826.1, PSC67816.1, PSC67246.1
OG0000746	PRW58119.1	PSC75665.1
OG0000747	PRW58142.1, PRW58603.1	PSC75731.1, PSC75726.1
OG0000748	PRW58638.1	PSC68871.1
OG0000749	PRW58129.1	PSC73683.1
OG0000750	PRW60122.1	PSC71425.1
OG0000752	PRW61090.1, PRW61089.1	PSC70620.1
OG0000753	PRW61592.1, PRW61593.1, PRW61591.1	PSC70622.1
OG0000754	PRW58194.1	PSC76222.1
OG0000755	PRW58708.1, PRW58707.1	PSC73934.1, PSC73933.1
OG0000756	PRW58079.1, PRW58756.1	PSC73742.1, PSC73887.1
OG0000758	PRW32492.1, PRW32491.1	PSC68656.1, PSC68657.1
OG0000759	PRW58705.1, PRW58704.1, PRW58706.1	PSC76026.1
