Orthogroup	oneline_c_variabilis_genome_proteins	oneline_A99_genome_proteins
OG0000295	XP_005851446.1	scaffold6.g2550.t1, scaffold17.g517.t1
OG0000296	XP_005844976.1	scaffold17.g548.t1
OG0000296	XP_005844978.1	scaffold17.g546.t1
OG0000297	XP_005846561.1	scaffold5.g618.t1
OG0000297	XP_005846562.1	scaffold1.g5795.t1
OG0000298	XP_005845313.1	scaffold5.g642.t1
OG0000299	XP_005843767.1	scaffold5.g702.t1
OG0000300	XP_005848171.1	scaffold2.g6910.t1, scaffold5.g744.t1
OG0000300	XP_005850246.1	scaffold22.g6079.t1
OG0000301	XP_005849629.1	scaffold5.g748.t1
OG0000302	XP_005849694.1	scaffold5.g785.t1
OG0000303	XP_005842938.1	scaffold2.g7291.t1, scaffold5.g921.t1
OG0000303	XP_005847945.1	scaffold19.g1752.t1
OG0000304	XP_005844273.1	scaffold5.g950.t1
OG0000304	XP_005845339.1	scaffold1.g5818.t1
OG0000305	XP_005846476.1	scaffold3.g6417.t1
OG0000305	XP_005849546.1	scaffold5.g1008.t1
OG0000306	XP_005848772.1	scaffold14.g1043.t1, scaffold14.g1042.t1, scaffold14.g1017.t1
OG0000307	XP_005848765.1	scaffold14.g1067.t1
OG0000307	XP_005848884.1	scaffold14.g1219.t1
OG0000308	XP_005848755.1	scaffold14.g1085.t1
OG0000309	XP_005848748.1	scaffold14.g1105.t1, scaffold14.g1097.t1, scaffold14.g1093.t1
OG0000310	XP_005851707.1, XP_005847549.1	scaffold18.g2003.t1
OG0000310	XP_005843531.1	scaffold23.g4114.t1, scaffold27.g6003.t1, scaffold14.g1121.t1, scaffold9.g3005.t1, scaffold27.g6022.t1, scaffold28.g7536.t1
OG0000311	XP_005850879.1	scaffold8.g1418.t1
OG0000311	XP_005850883.1	scaffold14.g1206.t1
OG0000312	XP_005848865.1, XP_005850693.1	scaffold14.g1234.t1
OG0000313	XP_005852102.1	scaffold9.g3085.t1
OG0000313	XP_005850942.1	scaffold14.g1270.t1, scaffold7.g3454.t1
OG0000315	XP_005850939.1	scaffold8.g1719.t1
OG0000315	XP_005850943.1	scaffold6.g2734.t1
OG0000316	XP_005848102.1	scaffold19.g1770.t1
OG0000317	XP_005847928.1	scaffold19.g1804.t1
OG0000318	XP_005848125.1	scaffold19.g1828.t1
OG0000318	XP_005851917.1	scaffold2.g7465.t1
OG0000319	XP_005850945.1	scaffold6.g2731.t1
OG0000319	XP_005850218.1	scaffold18.g1924.t1
OG0000320	XP_005844383.1	scaffold18.g1989.t1, scaffold42.g4470.t1, scaffold32.g3830.t1
OG0000322	XP_005846334.1	scaffold3.g6276.t1, scaffold10.g2317.t1, scaffold20.g7851.t1
OG0000323	XP_005846033.1	scaffold10.g2328.t1
OG0000324	XP_005845984.1	scaffold10.g2336.t1
OG0000324	XP_005845985.1	scaffold10.g2334.t1
OG0000325	XP_005844455.1	scaffold10.g2343.t1
OG0000325	XP_005842621.1	scaffold2.g6791.t1
OG0000326	XP_005845177.1	scaffold10.g2348.t1
OG0000326	XP_005848662.1	scaffold2.g7110.t1
OG0000327	XP_005842589.1	scaffold4.g4722.t1
OG0000327	XP_005843193.1, XP_005845064.1	scaffold10.g2350.t1
OG0000328	XP_005846000.1	scaffold10.g2356.t1
OG0000329	XP_005851551.1	scaffold1.g5672.t1, scaffold1.g5675.t1, scaffold394.g5905.t1, scaffold10.g2476.t1, scaffold1.g5884.t1, scaffold3.g6243.t1
OG0000330	XP_005845113.1	scaffold6.g2518.t1
OG0000330	XP_005844084.1	scaffold2.g7377.t1
OG0000331	XP_005850183.1, XP_005843273.1, XP_005850180.1	scaffold6.g2575.t1
OG0000332	XP_005851275.1	scaffold7.g3488.t1, scaffold6.g2646.t1
OG0000332	XP_005850929.1	scaffold6.g2661.t1
OG0000333	XP_005850925.1	scaffold6.g2667.t1
OG0000334	XP_005851027.1	scaffold6.g2714.t1
OG0000334	XP_005850742.1	scaffold6.g2807.t1
OG0000336	XP_005850099.1	scaffold4.g4856.t1, scaffold24.g2986.t1, scaffold4.g4855.t1
OG0000336	XP_005850100.1	scaffold1.g5526.t1
OG0000337	XP_005851767.1	scaffold9.g3088.t1
OG0000337	XP_005848335.1	scaffold15.g4291.t1
OG0000338	XP_005852109.1, XP_005851977.1	scaffold9.g3102.t1
OG0000339	XP_005851745.1	scaffold9.g3256.t1
OG0000339	XP_005847707.1	scaffold9.g3259.t1
OG0000340	XP_005844292.1	scaffold53.g4530.t1
OG0000340	XP_005844291.1	scaffold26.g3323.t1
OG0000341	XP_005848567.1, XP_005848212.1	scaffold7.g3456.t1
OG0000342	XP_005847626.1	scaffold7.g3510.t1
OG0000343	XP_005848608.1, XP_005848836.1	scaffold7.g3574.t1
OG0000346	XP_005850889.1	scaffold23.g4118.t1
OG0000346	XP_005844889.1	scaffold40.g5157.t1
OG0000347	XP_005846647.1, XP_005850174.1	scaffold23.g4157.t1
OG0000348	XP_005848546.1, XP_005848354.1	scaffold15.g4326.t1, scaffold15.g4320.t1
OG0000349	XP_005849967.1	scaffold22.g6090.t1
OG0000349	XP_005849708.1	scaffold30.g4458.t1
OG0000350	XP_005842631.1, XP_005846875.1	scaffold4.g4838.t1
OG0000350	XP_005847052.1	scaffold4.g4840.t1
OG0000351	XP_005847515.1, XP_005842651.1	scaffold4.g4937.t1
OG0000352	XP_005847451.1	scaffold2.g7470.t1
OG0000353	XP_005847454.1, XP_005847455.1	scaffold4.g4986.t1
OG0000354	XP_005847352.1	scaffold4.g5001.t1
OG0000354	XP_005848633.1	scaffold2.g7141.t1
OG0000355	XP_005847308.1	scaffold4.g5027.t1
OG0000355	XP_005847309.1	scaffold4.g5026.t1
OG0000356	XP_005851449.1	scaffold1.g5348.t1
OG0000356	XP_005851450.1	scaffold1.g5349.t1
OG0000357	XP_005849862.1, XP_005852048.1	scaffold1.g5422.t1
OG0000358	XP_005851632.1	scaffold1.g5518.t1
OG0000359	XP_005844270.1	scaffold1.g5573.t1
OG0000360	XP_005851307.1, XP_005849857.1	scaffold1.g5612.t1
OG0000361	XP_005851239.1	scaffold1.g5627.t1
OG0000362	XP_005851293.1	scaffold1.g5710.t1
OG0000362	XP_005851292.1	scaffold1.g5815.t1
OG0000363	XP_005844169.1	scaffold27.g5998.t1
OG0000364	XP_005850298.1	scaffold2.g7235.t1
OG0000364	XP_005850299.1	scaffold22.g6062.t1
OG0000365	XP_005845503.1	scaffold3.g6491.t1
OG0000365	XP_005845501.1	scaffold3.g6575.t1
OG0000366	XP_005843979.1, XP_005845494.1, XP_005846720.1, XP_005845496.1	scaffold3.g6558.t1, scaffold3.g6556.t1
OG0000367	XP_005845434.1	scaffold3.g6612.t1
OG0000368	XP_005845617.1, XP_005850263.1	scaffold3.g6632.t1, scaffold3.g6620.t1
OG0000369	XP_005851395.1	scaffold3.g6636.t1
OG0000370	XP_005843506.1, XP_005850569.1	scaffold3.g6744.t1
OG0000371	XP_005844402.1	scaffold2.g6789.t1
OG0000371	XP_005846914.1	scaffold20.g7700.t1
OG0000372	XP_005851009.1	scaffold2.g7447.t1
OG0000372	XP_005846001.1	scaffold2.g6898.t1
OG0000373	XP_005845651.1	scaffold2.g6949.t1, scaffold2.g6950.t1
OG0000373	XP_005845650.1	scaffold2.g6900.t1
OG0000374	XP_005844713.1	scaffold2.g7158.t1
OG0000375	XP_005842697.1	scaffold2.g7193.t1
OG0000376	XP_005848651.1	scaffold28.g7542.t1
OG0000377	XP_005845723.1	scaffold12.g8090.t1
OG0000378	XP_005844248.1	scaffold12.g8139.t1
OG0000379	XP_005843151.1	scaffold12.g8164.t1, scaffold12.g8163.t1
OG0000380	XP_005843704.1	scaffold12.g8219.t1
OG0000381	XP_005847334.1, XP_005844642.1, XP_005843665.1	scaffold12.g8231.t1
OG0000396	XP_005846627.1	scaffold16.g14.t1
OG0000396	XP_005845676.1	scaffold2.g7017.t1
OG0000397	XP_005847248.1	scaffold16.g56.t1
OG0000398	XP_005850427.1, XP_005846670.1	scaffold16.g93.t1
OG0000399	XP_005848937.1, XP_005848936.1	scaffold16.g99.t1, scaffold15.g4277.t1, scaffold15.g4278.t1
OG0000400	XP_005844258.1	scaffold2.g6830.t1
OG0000400	XP_005844261.1	scaffold13.g169.t1
OG0000401	XP_005844090.1	scaffold13.g172.t1
OG0000402	XP_005848114.1	scaffold13.g179.t1
OG0000403	XP_005843580.1	scaffold6.g2504.t1
OG0000403	XP_005843579.1	scaffold13.g184.t1
OG0000404	XP_005850580.1, XP_005844035.1, XP_005844754.1	scaffold13.g216.t1
OG0000405	XP_005842691.1	scaffold13.g263.t1
OG0000405	XP_005844119.1	scaffold13.g262.t1
OG0000406	XP_005849067.1	scaffold4.g4971.t1, scaffold13.g287.t1, scaffold1.g5382.t1, scaffold7.g3475.t1
OG0000407	XP_005844481.1	scaffold13.g310.t1
OG0000407	XP_005843796.1	scaffold5.g629.t1
OG0000408	XP_005844573.1, XP_005844575.1	scaffold13.g311.t1
OG0000409	XP_005846879.1, XP_005842865.1	scaffold13.g384.t1, scaffold8.g1545.t1
OG0000410	XP_005844634.1	scaffold13.g390.t1
OG0000410	XP_005844534.1	scaffold13.g391.t1
OG0000411	XP_005844005.1, XP_005843616.1	scaffold5.g981.t1, scaffold13.g406.t1, scaffold5.g982.t1
OG0000412	XP_005844936.1, XP_005849125.1	scaffold17.g453.t1
OG0000413	XP_005844993.1	scaffold17.g579.t1
OG0000413	XP_005844992.1	scaffold40.g5149.t1
OG0000414	XP_005843203.1, XP_005849776.1	scaffold17.g589.t1, scaffold4.g4762.t1
OG0000415	XP_005844855.1	scaffold17.g597.t1
OG0000415	XP_005844851.1	scaffold17.g591.t1
OG0000417	XP_005844965.1	scaffold17.g598.t1
OG0000417	XP_005844966.1	scaffold5.g603.t1
OG0000418	XP_005846801.1	scaffold5.g631.t1
OG0000419	XP_005850074.1, XP_005843771.1	scaffold5.g670.t1
OG0000420	XP_005847925.1	scaffold5.g680.t1
OG0000421	XP_005843820.1	scaffold5.g691.t1
OG0000422	XP_005852247.1, XP_005851923.1	scaffold5.g698.t1, scaffold5.g699.t1, scaffold11.g3837.t1, scaffold2.g7020.t1
OG0000423	XP_005849633.1	scaffold5.g725.t1
OG0000423	XP_005849062.1, XP_005849634.1	scaffold5.g724.t1
OG0000424	XP_005849895.1	scaffold5.g730.t1
OG0000424	XP_005849896.1	scaffold5.g728.t1
OG0000425	XP_005849678.1, XP_005852185.1	scaffold5.g775.t1
OG0000426	XP_005849589.1	scaffold5.g841.t1
OG0000427	XP_005846894.1	scaffold21.g2105.t1, scaffold5.g850.t1, scaffold21.g2109.t1
OG0000428	XP_005849580.1	scaffold5.g854.t1
OG0000428	XP_005849581.1	scaffold5.g851.t1
OG0000429	XP_005849618.1	scaffold5.g858.t1, scaffold5.g857.t1
OG0000430	XP_005847011.1	scaffold5.g917.t1
OG0000430	XP_005848029.1	scaffold25.g5101.t1
OG0000432	XP_005848986.1, XP_005848780.1	scaffold14.g1018.t1
OG0000433	XP_005848776.1	scaffold14.g1019.t1, scaffold2.g7021.t1, scaffold2.g7064.t1
OG0000434	XP_005843510.1	scaffold14.g1073.t1
OG0000435	XP_005844154.1	scaffold2.g7493.t1
OG0000435	XP_005848729.1	scaffold14.g1168.t1
OG0000436	XP_005848741.1, XP_005848948.1	scaffold3.g6578.t1, scaffold14.g1184.t1
OG0000437	XP_005848673.1	scaffold2.g7078.t1, scaffold14.g1196.t1
OG0000439	XP_005845117.1	scaffold14.g1263.t1, scaffold21.g2171.t1
OG0000440	XP_005848852.1	scaffold14.g1273.t1
OG0000440	XP_005848652.1	scaffold14.g1286.t1
OG0000441	XP_005850081.1	scaffold19.g1849.t1
OG0000441	XP_005843752.1	scaffold14.g1294.t1
OG0000442	XP_005843632.1	scaffold14.g1330.t1
OG0000443	XP_005848812.1	scaffold14.g1348.t1
OG0000444	XP_005847145.1	scaffold8.g1371.t1
OG0000444	XP_005847320.1	scaffold4.g4967.t1
OG0000445	XP_005847667.1	scaffold8.g1392.t1, scaffold12.g8112.t1, scaffold9.g3258.t1
OG0000446	XP_005845028.1	scaffold6.g2749.t1
OG0000447	XP_005850810.1	scaffold8.g1495.t1
OG0000447	XP_005850811.1	scaffold8.g1496.t1
OG0000448	XP_005849808.1, XP_005850498.1	scaffold8.g1526.t1
OG0000449	XP_005850799.1	scaffold8.g1529.t1
OG0000449	XP_005850800.1	scaffold8.g1530.t1
OG0000450	XP_005844998.1	scaffold8.g1624.t1
OG0000451	XP_005842773.1, XP_005843523.1	scaffold8.g1633.t1
OG0000452	XP_005843560.1	scaffold8.g1683.t1
OG0000453	XP_005845510.1	scaffold27.g6010.t1, scaffold20.g7734.t1
OG0000453	XP_005843949.1	scaffold8.g1705.t1
OG0000454	XP_005851543.1	scaffold19.g1823.t1, scaffold20.g7631.t1
OG0000455	XP_005847965.1	scaffold19.g1829.t1
OG0000455	XP_005848126.1	scaffold19.g1830.t1
OG0000456	XP_005847010.1	scaffold19.g1868.t1
OG0000456	XP_005847009.1	scaffold19.g1871.t1
OG0000457	XP_005850366.1, XP_005850122.1	scaffold18.g1995.t1, scaffold18.g2008.t1
OG0000458	XP_005851720.1	scaffold18.g1997.t1, scaffold18.g1998.t1, scaffold7.g3533.t1, scaffold18.g1999.t1
OG0000459	XP_005849350.1	scaffold18.g2045.t1, scaffold2.g7401.t1
OG0000460	XP_005845134.1	scaffold21.g2218.t1
OG0000461	XP_005846691.1	scaffold21.g2207.t1, scaffold37.g4387.t1
OG0000463	XP_005850399.1	scaffold22.g6065.t1
OG0000463	XP_005850398.1	scaffold15.g4340.t1, scaffold21.g2223.t1
OG0000464	XP_005851853.1	scaffold22.g6100.t1, scaffold7.g3739.t1, scaffold10.g2244.t1, scaffold2.g7398.t1
OG0000465	XP_005846174.1	scaffold10.g2263.t1, scaffold2.g7466.t1
OG0000466	XP_005845988.1, XP_005845987.1	scaffold10.g2311.t1
OG0000467	XP_005843724.1	scaffold1.g5392.t1, scaffold2.g7328.t1, scaffold10.g2316.t1
OG0000468	XP_005844941.1, XP_005849258.1, XP_005852279.1	scaffold10.g2417.t1
OG0000469	XP_005845171.1	scaffold6.g2507.t1
OG0000469	XP_005851716.1	scaffold9.g3123.t1
OG0000470	XP_005852212.1	scaffold6.g2526.t1
OG0000472	XP_005847119.1	scaffold11.g3865.t1
OG0000472	XP_005850691.1	scaffold6.g2651.t1, scaffold6.g2817.t1
OG0000473	XP_005849699.1	scaffold6.g2687.t1
OG0000473	XP_005848150.1	scaffold20.g7875.t1
OG0000474	XP_005849294.1, XP_005844736.1	scaffold6.g2810.t1, scaffold1.g5374.t1
OG0000475	XP_005849603.1	scaffold6.g2847.t1
OG0000476	XP_005846298.1	scaffold3.g6442.t1
OG0000476	XP_005850898.1	scaffold6.g2851.t1
OG0000477	XP_005845759.1, XP_005845758.1	scaffold24.g2945.t1
OG0000478	XP_005849503.1	scaffold24.g2975.t1
OG0000479	XP_005847544.1, XP_005847712.1, XP_005845903.1	scaffold24.g2978.t1
OG0000480	XP_005842792.1, XP_005845884.1, XP_005845883.1	scaffold24.g2984.t1, scaffold24.g2983.t1
OG0000481	XP_005848720.1	scaffold15.g4327.t1
OG0000481	XP_005851999.1	scaffold9.g3027.t1
OG0000482	XP_005851752.1	scaffold9.g3090.t1, scaffold9.g3066.t1
OG0000483	XP_005844160.1, XP_005842833.1	scaffold9.g3100.t1
OG0000484	XP_005851715.1	scaffold9.g3125.t1
OG0000485	XP_005850345.1	scaffold9.g3213.t1
OG0000486	XP_005847785.1	scaffold9.g3247.t1
OG0000487	XP_005851905.1	scaffold9.g3298.t1
OG0000487	XP_005851904.1	scaffold9.g3297.t1
OG0000488	XP_005851974.1, XP_005852072.1	scaffold9.g3306.t1
OG0000489	XP_005846009.1	scaffold26.g3347.t1, scaffold29.g5934.t1
OG0000490	XP_005849239.1	scaffold7.g3371.t1
OG0000491	XP_005849144.1, XP_005849347.1, XP_005849348.1	scaffold7.g3418.t1
OG0000491	XP_005849143.1	scaffold7.g3416.t1
OG0000492	XP_005852063.1, XP_005849128.1	scaffold7.g3435.t1
OG0000493	XP_005847893.1	scaffold7.g3493.t1, scaffold20.g7822.t1
OG0000494	XP_005842606.1	scaffold7.g3629.t1
OG0000495	XP_005849158.1	scaffold7.g3684.t1
OG0000496	XP_005849045.1	scaffold7.g3701.t1
OG0000497	XP_005845170.1	scaffold7.g3751.t1
OG0000498	XP_005843852.1	scaffold7.g3761.t1
OG0000498	XP_005847845.1	scaffold2.g7511.t1
OG0000499	XP_005852256.1	scaffold11.g3841.t1
OG0000500	XP_005851837.1	scaffold11.g3929.t1
OG0000501	XP_005851813.1	scaffold11.g3965.t1
OG0000501	XP_005852148.1	scaffold11.g3964.t1
OG0000502	XP_005850343.1	scaffold23.g4111.t1
OG0000503	XP_005848222.1, XP_005848224.1	scaffold23.g4151.t1
OG0000504	XP_005848242.1	scaffold15.g4216.t1
OG0000504	XP_005848438.1	scaffold15.g4217.t1
OG0000505	XP_005844893.1	scaffold15.g4239.t1
OG0000506	XP_005848420.1	scaffold15.g4311.t1
OG0000506	XP_005848419.1	scaffold15.g4312.t1
OG0000507	XP_005848447.1	scaffold15.g4364.t1, scaffold3.g6325.t1
OG0000509	XP_005849745.1	scaffold4.g4586.t1
OG0000510	XP_005849459.1	scaffold4.g4689.t1
OG0000510	XP_005849458.1	scaffold4.g4688.t1
OG0000511	XP_005849800.1	scaffold4.g4718.t1
OG0000511	XP_005849799.1	scaffold4.g4719.t1
OG0000512	XP_005849770.1	scaffold4.g4776.t1
OG0000512	XP_005849771.1	scaffold4.g4777.t1
OG0000513	XP_005847337.1	scaffold4.g4899.t1
OG0000514	XP_005849319.1, XP_005847519.1	scaffold4.g4932.t1
OG0000516	XP_005844901.1	scaffold36.g5074.t1
OG0000517	XP_005843920.1	scaffold25.g5130.t1
OG0000517	XP_005843919.1	scaffold25.g5132.t1
OG0000518	XP_005844896.1	scaffold40.g5151.t1
OG0000519	XP_005851398.1	scaffold1.g5223.t1
OG0000520	XP_005851110.1, XP_005851414.1	scaffold1.g5253.t1
OG0000521	XP_005850813.1, XP_005851411.1	scaffold1.g5257.t1
OG0000522	XP_005851102.1	scaffold1.g5318.t1
OG0000522	XP_005851101.1	scaffold1.g5319.t1
OG0000524	XP_005851210.1, XP_005851496.1	scaffold1.g5429.t1, scaffold1.g5411.t1, scaffold1.g5491.t1
OG0000525	XP_005851523.1, XP_005851524.1	scaffold1.g5494.t1, scaffold1.g5619.t1
OG0000526	XP_005851614.1, XP_005851613.1	scaffold1.g5506.t1
OG0000527	XP_005846756.1, XP_005846757.1	scaffold1.g5553.t1
OG0000528	XP_005851278.1, XP_005851276.1	scaffold1.g5582.t1
OG0000529	XP_005851569.1, XP_005851570.1, XP_005851572.1, XP_005851571.1	scaffold1.g5583.t1
OG0000530	XP_005849701.1, XP_005849952.1	scaffold1.g5599.t1
OG0000531	XP_005851608.1, XP_005851607.1	scaffold1.g5614.t1
OG0000532	XP_005847081.1	scaffold1.g5630.t1
OG0000532	XP_005847080.1	scaffold2.g7184.t1
OG0000533	XP_005846061.1, XP_005846062.1, XP_005844697.1	scaffold1.g5870.t1
OG0000534	XP_005847787.1	scaffold448.g5908.t1, scaffold12.g7931.t1
OG0000534	XP_005847788.1	scaffold12.g7930.t1
OG0000535	XP_005843492.1, XP_005846657.1	scaffold29.g5938.t1
OG0000536	XP_005846806.1	scaffold29.g5940.t1
OG0000537	XP_005846808.1	scaffold29.g5951.t1
OG0000538	XP_005843652.1	scaffold12.g8271.t1
OG0000539	XP_005850341.1	scaffold22.g6125.t1
OG0000539	XP_005850340.1	scaffold22.g6122.t1
OG0000540	XP_005850256.1	scaffold22.g6151.t1
OG0000540	XP_005850008.1	scaffold22.g6149.t1
OG0000541	XP_005846527.1	scaffold3.g6207.t1
OG0000541	XP_005846526.1	scaffold3.g6206.t1
OG0000542	XP_005846370.1, XP_005846369.1	scaffold3.g6211.t1
OG0000543	XP_005846326.1	scaffold3.g6246.t1
OG0000544	XP_005846323.1	scaffold3.g6256.t1, scaffold3.g6282.t1, scaffold3.g6264.t1
OG0000545	XP_005846324.1	scaffold3.g6262.t1, scaffold2.g7405.t1, scaffold2.g7406.t1
OG0000546	XP_005846321.1	scaffold3.g6283.t1
OG0000546	XP_005844650.1	scaffold12.g8153.t1
OG0000547	XP_005846459.1	scaffold3.g6319.t1
OG0000547	XP_005846285.1	scaffold3.g6318.t1
OG0000548	XP_005848045.1	scaffold3.g6471.t1
OG0000549	XP_005845334.1, XP_005842546.1	scaffold3.g6507.t1
OG0000550	XP_005851542.1	scaffold3.g6695.t1
OG0000550	XP_005845397.1	scaffold3.g6694.t1
OG0000551	XP_005845253.1	scaffold3.g6729.t1
OG0000551	XP_005845252.1	scaffold3.g6730.t1
OG0000552	XP_005842839.1	scaffold2.g6882.t1, scaffold2.g6883.t1
OG0000553	XP_005844304.1	scaffold2.g7039.t1
OG0000554	XP_005848833.1, XP_005842876.1	scaffold2.g7103.t1, scaffold2.g7105.t1
OG0000555	XP_005844432.1, XP_005842726.1, XP_005844340.1, XP_005844339.1, XP_005844338.1	scaffold2.g7121.t1
OG0000556	XP_005843334.1	scaffold2.g7323.t1
OG0000556	XP_005843392.1	scaffold2.g7245.t1
OG0000557	XP_005844133.1	scaffold2.g7330.t1
OG0000557	XP_005844132.1	scaffold2.g7332.t1
OG0000558	XP_005844129.1, XP_005844055.1	scaffold2.g7343.t1, scaffold2.g7344.t1
OG0000559	XP_005846804.1	scaffold2.g7348.t1
OG0000561	XP_005844164.1	scaffold12.g8137.t1
OG0000561	XP_005844165.1	scaffold2.g7489.t1
OG0000562	XP_005849754.1	scaffold28.g7571.t1, scaffold28.g7569.t1, scaffold28.g7554.t1
OG0000563	XP_005847172.1	scaffold20.g7651.t1
OG0000563	XP_005847173.1	scaffold20.g7650.t1
OG0000564	XP_005849816.1, XP_005852136.1, XP_005849815.1	scaffold20.g7759.t1
OG0000565	XP_005848060.1, XP_005848059.1	scaffold20.g7819.t1, scaffold20.g7836.t1
OG0000566	XP_005847990.1	scaffold20.g7864.t1
OG0000567	XP_005848146.1, XP_005848145.1	scaffold20.g7871.t1
OG0000568	XP_005850564.1	scaffold12.g7910.t1
OG0000569	XP_005847586.1	scaffold12.g7945.t1
OG0000570	XP_005847676.1	scaffold12.g8105.t1
OG0000570	XP_005847677.1	scaffold12.g8100.t1
OG0000571	XP_005847847.1	scaffold12.g8127.t1
OG0000571	XP_005847849.1	scaffold12.g8151.t1
OG0000572	XP_005843113.1	scaffold12.g8177.t1
OG0000573	XP_005843680.1, XP_005843679.1	scaffold12.g8234.t1
OG0000574	XP_005843741.1	scaffold12.g8298.t1
OG0000574	XP_005843742.1	scaffold12.g8297.t1
OG0000591	XP_005843347.1	scaffold16.g38.t1
OG0000592	XP_005848580.1	scaffold16.g51.t1
OG0000593	XP_005851158.1	scaffold1.g5340.t1
OG0000594	XP_005845754.1	scaffold16.g126.t1
OG0000594	XP_005845863.1	scaffold24.g2946.t1
OG0000595	XP_005851161.1	scaffold13.g177.t1
OG0000595	XP_005848278.1	scaffold1.g5398.t1, scaffold16.g154.t1
OG0000596	XP_005844567.1	scaffold13.g213.t1
OG0000597	XP_005844467.1	scaffold13.g214.t1
OG0000597	XP_005844468.1	scaffold13.g273.t1
OG0000598	XP_005844112.1	scaffold13.g231.t1
OG0000599	XP_005844031.1, XP_005844030.1	scaffold13.g261.t1
OG0000600	XP_005844127.1	scaffold13.g268.t1
OG0000601	XP_005844523.1	scaffold13.g373.t1
OG0000602	XP_005843287.1	scaffold13.g376.t1
OG0000603	XP_005848032.1	scaffold20.g7747.t1
OG0000603	XP_005848033.1	scaffold17.g444.t1
OG0000604	XP_005842688.1	scaffold17.g462.t1
OG0000605	XP_005844838.1, XP_005844839.1	scaffold17.g479.t1
OG0000606	XP_005852276.1	scaffold17.g507.t1, scaffold11.g3854.t1
OG0000607	XP_005844983.1	scaffold17.g511.t1
OG0000607	XP_005845616.1	scaffold3.g6472.t1
OG0000608	XP_005848186.1	scaffold8.g1583.t1
OG0000610	XP_005844974.1	scaffold17.g560.t1
OG0000611	XP_005846654.1	scaffold17.g573.t1
OG0000612	XP_005843757.1	scaffold5.g632.t1
OG0000613	XP_005843778.1	scaffold5.g682.t1
OG0000614	XP_005843822.1	scaffold5.g687.t1
OG0000614	XP_005843823.1	scaffold5.g688.t1
OG0000615	XP_005849646.1, XP_005843012.1	scaffold5.g717.t1
OG0000616	XP_005849929.1, XP_005849930.1	scaffold5.g772.t1
OG0000617	XP_005849933.1, XP_005849935.1	scaffold5.g792.t1
OG0000618	XP_005849916.1	scaffold5.g890.t1
OG0000618	XP_005849917.1	scaffold5.g892.t1
OG0000619	XP_005844958.1	scaffold8.g1662.t1, scaffold8.g1637.t1, scaffold8.g1618.t1, scaffold5.g907.t1
OG0000620	XP_005849827.1	scaffold5.g910.t1, scaffold18.g1985.t1, scaffold1.g5698.t1
OG0000621	XP_005849491.1	scaffold4.g4641.t1
OG0000622	XP_005849860.1	scaffold5.g931.t1
OG0000623	XP_005849879.1	scaffold5.g947.t1, scaffold5.g960.t1
OG0000624	XP_005847873.1	scaffold5.g962.t1
OG0000625	XP_005843847.1	scaffold25.g5126.t1, scaffold5.g1001.t1
OG0000627	XP_005848979.1	scaffold14.g1045.t1
OG0000628	XP_005849009.1	scaffold14.g1051.t1
OG0000629	XP_005846751.1, XP_005846752.1	scaffold14.g1116.t1
OG0000630	XP_005848926.1	scaffold14.g1145.t1
OG0000631	XP_005842551.1	scaffold14.g1204.t1
OG0000631	XP_005848684.1	scaffold14.g1205.t1
OG0000632	XP_005848390.1	scaffold14.g1209.t1
OG0000633	XP_005848799.1	scaffold14.g1230.t1, scaffold2.g7014.t1
OG0000635	XP_005844320.1, XP_005850157.1, XP_005850158.1	scaffold14.g1296.t1
OG0000636	XP_005848803.1	scaffold14.g1325.t1
OG0000637	XP_005850589.1	scaffold8.g1356.t1
OG0000637	XP_005845993.1	scaffold3.g6735.t1
OG0000638	XP_005850869.1	scaffold37.g4390.t1, scaffold8.g1359.t1
OG0000639	XP_005850586.1	scaffold15.g4210.t1, scaffold12.g7963.t1, scaffold6.g2881.t1, scaffold8.g1362.t1
OG0000640	XP_005848346.1	scaffold23.g4158.t1
OG0000640	XP_005848345.1	scaffold8.g1375.t1
OG0000641	XP_005849932.1, XP_005850921.1	scaffold8.g1403.t1
OG0000642	XP_005846008.1	scaffold43.g4484.t1, scaffold8.g1409.t1
OG0000643	XP_005851664.1	scaffold8.g1443.t1
OG0000644	XP_005850842.1	scaffold3.g6371.t1
OG0000644	XP_005850841.1	scaffold8.g1453.t1
OG0000645	XP_005850838.1, XP_005850837.1	scaffold8.g1459.t1
OG0000646	XP_005850486.1	scaffold6.g2622.t1, scaffold2.g6960.t1, scaffold8.g1553.t1, scaffold20.g7894.t1
OG0000647	XP_005842731.1, XP_005850787.1, XP_005850789.1, XP_005842732.1	scaffold8.g1561.t1
