HOG	OG	Gene Tree Parent Clade	a99_genome_proteins	c_sorokiniana_genome_proteins	c_variabilis_genome_proteins	c_vulgaris_genome_proteins	m_conductrix_genome_proteins
N3.HOG0000200	OG0000051	n6			XP_005848471.1, XP_005845752.1	KAI3426260.1	
N3.HOG0000201	OG0000051	n15			XP_005850065.1	KAI3428104.1	
N3.HOG0000202	OG0000051	n16			XP_005843891.1	KAI3434525.1	
N3.HOG0000203	OG0000052	n1				KAI3432788.1	
N3.HOG0000204	OG0000052	n14			XP_005847910.1		
N3.HOG0000205	OG0000052	n16			XP_005847912.1		
N3.HOG0000206	OG0000053	n1			XP_005843048.1	KAI3423972.1	
N3.HOG0000207	OG0000053	n7			XP_005845925.1, XP_005845811.1	KAI3425144.1, KAI3425150.1, KAI3425146.1	
N3.HOG0000208	OG0000053	n12			XP_005849094.1	KAI3434870.1	
N3.HOG0000209	OG0000053	n15			XP_005845524.1	KAI3424164.1	
N3.HOG0000210	OG0000053	n18				KAI3426349.1	
N3.HOG0000211	OG0000054	n1			XP_005846468.1		
N3.HOG0000212	OG0000054	n8			XP_005848640.1	KAI3427178.1	
N3.HOG0000213	OG0000054	n9			XP_005848670.1, XP_005848668.1	KAI3431426.1, KAI3427177.1, KAI3427179.1, KAI3431425.1	
N3.HOG0000214	OG0000054	n15			XP_005849384.1, XP_005851399.1, XP_005843537.1, XP_005846189.1, XP_005848073.1		
N3.HOG0000215	OG0000055	n1			XP_005844276.1, XP_005844197.1	KAI3432344.1, KAI3432347.1	
N3.HOG0000216	OG0000055	n13			XP_005844281.1	KAI3432375.1, KAI3432308.1, KAI3432372.1	
N3.HOG0000217	OG0000055	n18			XP_005844275.1	KAI3432339.1	
N3.HOG0000218	OG0000056	n1			XP_005851238.1	KAI3433548.1	
N3.HOG0000219	OG0000056	n7			XP_005851822.1	KAI3429571.1	
N3.HOG0000220	OG0000056	n11			XP_005845298.1, XP_005851756.1, XP_005845426.1	KAI3429335.1	
N3.HOG0000221	OG0000057	n2			XP_005848445.1, XP_005851827.1		
N3.HOG0000222	OG0000057	n9			XP_005847290.1		
N3.HOG0000223	OG0000057	n10			XP_005850969.1		
N3.HOG0000224	OG0000057	n11			XP_005842654.1, XP_005850996.1, XP_005850995.1, XP_005842566.1	KAI3436536.1, KAI3436537.1	
N3.HOG0000225	OG0000058	n0			XP_005844489.1	KAI3430299.1, KAI3430331.1, KAI3430313.1, KAI3430327.1, KAI3430328.1, KAI3430316.1, KAI3430371.1, KAI3430365.1, KAI3430297.1, KAI3430320.1, KAI3430341.1, KAI3430280.1, KAI3430281.1, KAI3430374.1, KAI3430300.1	
N3.HOG0000226	OG0000059	n1			XP_005842866.1	KAI3424250.1	
N3.HOG0000227	OG0000059	n11			XP_005845679.1	KAI3424079.1	
N3.HOG0000228	OG0000059	n15			XP_005845678.1		
N3.HOG0000229	OG0000060	n1			XP_005845787.1	KAI3425198.1	
N3.HOG0000230	OG0000060	n10			XP_005843014.1, XP_005843015.1	KAI3436359.1	
N3.HOG0000231	OG0000060	n14				KAI3430490.1	
N3.HOG0000232	OG0000061	n2			XP_005847147.1		
N3.HOG0000233	OG0000061	n5			XP_005848612.1		
N3.HOG0000234	OG0000061	n11			XP_005848615.1	KAI3427234.1	
N3.HOG0000235	OG0000062	n1			XP_005848139.1	KAI3437696.1	
N3.HOG0000236	OG0000062	n9			XP_005848138.1	KAI3437697.1	
N3.HOG0000237	OG0000062	n11			XP_005843178.1	KAI3427376.1	
N3.HOG0000238	OG0000063	n1			XP_005849368.1	KAI3434723.1	
N3.HOG0000239	OG0000063	n7				KAI3426274.1	
N3.HOG0000240	OG0000063	n11				KAI3434734.1, KAI3434726.1	
N3.HOG0000241	OG0000064	n1			XP_005846850.1	KAI3438305.1	
N3.HOG0000242	OG0000064	n7			XP_005844148.1	KAI3426064.1	
N3.HOG0000243	OG0000064	n9			XP_005843039.1	KAI3423948.1	
N3.HOG0000244	OG0000064	n12			XP_005844636.1	KAI3430249.1	
N3.HOG0000245	OG0000065	n6			XP_005852207.1	KAI3429670.1	
N3.HOG0000246	OG0000065	n7			XP_005851871.1	KAI3429667.1	
N3.HOG0000247	OG0000065	n8			XP_005851870.1	KAI3429665.1, KAI3429666.1, KAI3432742.1, KAI3432751.1, KAI3432752.1, KAI3432731.1, KAI3432729.1, KAI3432722.1	
N3.HOG0000248	OG0000066	n2			XP_005845861.1		
N3.HOG0000249	OG0000066	n4			XP_005849869.1, XP_005849132.1	KAI3434980.1	
N3.HOG0000250	OG0000066	n12			XP_005847799.1	KAI3425897.1	
N3.HOG0000251	OG0000066	n15				KAI3438716.1	
N3.HOG0000252	OG0000067	n1				KAI3425376.1	
N3.HOG0000253	OG0000067	n4			XP_005845129.1	KAI3424690.1	
N3.HOG0000254	OG0000067	n6			XP_005845130.1	KAI3424696.1, KAI3424691.1, KAI3424693.1, KAI3424695.1	
N3.HOG0000255	OG0000067	n10			XP_005845131.1	KAI3430528.1, KAI3425375.1	
N3.HOG0000256	OG0000067	n13			XP_005845719.1		
N3.HOG0000257	OG0000068	n3			XP_005845574.1	KAI3424092.1	
N3.HOG0000258	OG0000068	n6			XP_005843102.1	KAI3424425.1	
N3.HOG0000259	OG0000068	n9			XP_005847020.1	KAI3438326.1	
N3.HOG0000260	OG0000068	n12			XP_005852257.1	KAI3429823.1	
N3.HOG0000261	OG0000069	n1				KAI3429223.1	
N3.HOG0000262	OG0000069	n7			XP_005848368.1		
N3.HOG0000263	OG0000069	n13			XP_005848371.1, XP_005848367.1		
N3.HOG0000264	OG0000070	n1			XP_005847718.1	KAI3428195.1	
N3.HOG0000265	OG0000070	n6			XP_005848083.1, XP_005850114.1, XP_005846700.1		
N3.HOG0000266	OG0000070	n10			XP_005846186.1	KAI3431486.1	
N3.HOG0000267	OG0000070	n12			XP_005849856.1	KAI3438690.1	
N3.HOG0000268	OG0000070	n14			XP_005850067.1, XP_005851911.1		
N3.HOG0000269	OG0000071	n7			XP_005845923.1	KAI3425143.1, KAI3425151.1	
N3.HOG0000270	OG0000071	n9			XP_005845813.1	KAI3425145.1	
N3.HOG0000271	OG0000071	n10			XP_005851773.1	KAI3429492.1	
N3.HOG0000272	OG0000071	n15			XP_005848573.1		
N3.HOG0000273	OG0000072	n5			XP_005848610.1, XP_005845996.1, XP_005846024.1, XP_005844837.1		
N3.HOG0000274	OG0000072	n9			XP_005849400.1		
N3.HOG0000275	OG0000072	n13			XP_005843728.1	KAI3424325.1	
N3.HOG0000276	OG0000072	n15			XP_005843668.1		
N3.HOG0000277	OG0000073	n1			XP_005848674.1, XP_005848864.1	KAI3427123.1, KAI3427135.1	
N3.HOG0000278	OG0000073	n7			XP_005850380.1, XP_005848675.1		
N3.HOG0000279	OG0000073	n12			XP_005848441.1	KAI3426208.1	
N3.HOG0000280	OG0000073	n13			XP_005851175.1	KAI3433673.1	
N3.HOG0000281	OG0000073	n14			XP_005848676.1	KAI3427122.1, KAI3427121.1	
N3.HOG0000282	OG0000074	n0				KAI3433917.1, KAI3432449.1, KAI3427933.1, KAI3432431.1, KAI3432430.1, KAI3426987.1, KAI3426991.1, KAI3427034.1, KAI3427033.1, KAI3426979.1, KAI3431540.1, KAI3431539.1, KAI3431541.1, KAI3433916.1, KAI3431424.1, KAI3432432.1, KAI3432438.1	
N3.HOG0000283	OG0000075	n1			XP_005849557.1, XP_005849558.1	KAI3438615.1	
N3.HOG0000284	OG0000075	n9			XP_005849560.1	KAI3438617.1	
N3.HOG0000285	OG0000075	n11			XP_005849559.1	KAI3438616.1	
N3.HOG0000286	OG0000075	n14			XP_005851920.1	KAI3429786.1	
N3.HOG0000287	OG0000076	n0			XP_005843718.1		
N3.HOG0000288	OG0000077	n1			XP_005842581.1	KAI3433483.1	
N3.HOG0000289	OG0000077	n7			YP_004347772.1		
N3.HOG0000290	OG0000077	n8			XP_005851265.1		
N3.HOG0000291	OG0000077	n9			XP_005842642.1, XP_005847122.1	KAI3438100.1	
N3.HOG0000292	OG0000078	n1			XP_005846653.1	KAI3425006.1	
N3.HOG0000293	OG0000078	n5			XP_005849210.1		
N3.HOG0000294	OG0000079	n2			XP_005849036.1	KAI3434987.1, KAI3434988.1, KAI3434897.1, KAI3434996.1	
N3.HOG0000295	OG0000079	n10			XP_005842817.1, XP_005848325.1		
N3.HOG0000296	OG0000079	n12			XP_005848326.1	KAI3426367.1	
N3.HOG0000297	OG0000079	n13			XP_005842829.1	KAI3436013.1, KAI3436010.1	
N3.HOG0000298	OG0000080	n1			XP_005845447.1	KAI3436169.1	
N3.HOG0000299	OG0000080	n7			XP_005851900.1		
N3.HOG0000300	OG0000080	n9			XP_005845440.1, XP_005845446.1, XP_005845444.1, XP_005845443.1, XP_005845441.1	KAI3436170.1	
N3.HOG0000301	OG0000081	n2			XP_005843877.1, XP_005843876.1, XP_005843879.1, XP_005843880.1, XP_005843883.1, XP_005847911.1, XP_005843881.1, XP_005843878.1, XP_005843875.1	KAI3434528.1	
N3.HOG0000302	OG0000081	n13			XP_005843882.1		
N3.HOG0000303	OG0000082	n0			XP_005844060.1	KAI3430735.1, KAI3430733.1, KAI3431005.1, KAI3423184.1, KAI3430734.1, KAI3431008.1, KAI3423182.1, KAI3430731.1, KAI3431007.1, KAI3423181.1, KAI3430732.1, KAI3423185.1, KAI3431006.1, KAI3423183.1	
N3.HOG0000304	OG0000083	n0			XP_005842793.1	KAI3426835.1, KAI3428413.1, KAI3434647.1, KAI3435037.1, KAI3435038.1	
N3.HOG0000305	OG0000084	n1			XP_005847588.1	KAI3425808.1	
N3.HOG0000306	OG0000084	n7			XP_005851060.1, XP_005845053.1, XP_005845052.1	KAI3433889.1	
N3.HOG0000307	OG0000084	n11			XP_005845050.1, XP_005845051.1, XP_005848782.1, XP_005848781.1	KAI3427263.1	
N3.HOG0000308	OG0000085	n1			XP_005843640.1		
N3.HOG0000309	OG0000085	n3			XP_005848007.1		
N3.HOG0000310	OG0000087	n1				KAI3436857.1	
N3.HOG0000311	OG0000087	n12			XP_005842827.1	KAI3436016.1	
N3.HOG0000312	OG0000087	n13			XP_005843674.1	KAI3424313.1	
N3.HOG0000313	OG0000089	n1			XP_005842704.1	KAI3424242.1	
N3.HOG0000314	OG0000089	n8			XP_005849744.1	KAI3438445.1	
N3.HOG0000315	OG0000090	n1			XP_005850232.1	KAI3427919.1	
N3.HOG0000316	OG0000090	n7			XP_005848340.1	KAI3426390.1	
N3.HOG0000317	OG0000090	n10			XP_005850135.1	KAI3428238.1	
N3.HOG0000318	OG0000091	n2				KAI3438048.1, KAI3423958.1, KAI3423956.1, KAI3423959.1	
N3.HOG0000319	OG0000092	n1			XP_005851990.1	KAI3429253.1	
N3.HOG0000320	OG0000092	n10			XP_005846592.1		
N3.HOG0000321	OG0000092	n12			XP_005845071.1		
N3.HOG0000322	OG0000093	n1			XP_005851713.1	KAI3429366.1	
N3.HOG0000323	OG0000093	n10			XP_005852054.1, XP_005843061.1	KAI3423939.1	
N3.HOG0000324	OG0000093	n12			XP_005852052.1	KAI3429364.1, KAI3429363.1	
N3.HOG0000325	OG0000094	n4			XP_005843486.1	KAI3432747.1	
N3.HOG0000326	OG0000094	n5			XP_005850766.1	KAI3436406.1	
N3.HOG0000327	OG0000094	n8			XP_005850765.1	KAI3436409.1	
N3.HOG0000328	OG0000094	n9			XP_005844359.1	KAI3432416.1	
N3.HOG0000329	OG0000095	n0			XP_005846097.1	KAI3429272.1, KAI3429271.1	
N3.HOG0000330	OG0000096	n1			XP_005850527.1	KAI3423807.1	
N3.HOG0000331	OG0000096	n5			XP_005852164.1	KAI3429612.1	
N3.HOG0000332	OG0000097	n1			XP_005847807.1, XP_005847808.1	KAI3425912.1	
N3.HOG0000333	OG0000097	n6			XP_005847806.1		
N3.HOG0000334	OG0000098	n2			XP_005845009.1		
N3.HOG0000335	OG0000098	n4			XP_005845007.1	KAI3431579.1	
N3.HOG0000336	OG0000098	n7			XP_005845008.1	KAI3431578.1	
N3.HOG0000337	OG0000099	n1			XP_005851021.1	KAI3436474.1	
N3.HOG0000338	OG0000099	n6			XP_005851644.1	KAI3433293.1	
N3.HOG0000339	OG0000099	n10			XP_005846492.1, XP_005845180.1	KAI3424803.1	
N3.HOG0000340	OG0000100	n1			XP_005842832.1	KAI3432794.1	
N3.HOG0000341	OG0000100	n10			XP_005848110.1	KAI3437758.1, KAI3437759.1	
N3.HOG0000342	OG0000101	n0			XP_005846101.1, XP_005846100.1, XP_005852296.1, XP_005845966.1, XP_005848733.1, XP_005843462.1, XP_005846133.1, XP_005843469.1, XP_005843437.1, XP_005843470.1, XP_005843461.1, XP_005843435.1, XP_005843464.1		
N3.HOG0000343	OG0000102	n0			XP_005852240.1	KAI3436310.1	
N3.HOG0000344	OG0000103	n1			XP_005843329.1	KAI3430483.1	
N3.HOG0000345	OG0000103	n6			XP_005852090.1		
N3.HOG0000346	OG0000103	n10			XP_005843330.1	KAI3430479.1	
N3.HOG0000347	OG0000104	n1			XP_005849872.1	KAI3438723.1	
N3.HOG0000348	OG0000104	n9				KAI3438724.1	
N3.HOG0000349	OG0000104	n10				KAI3438725.1	
N3.HOG0000350	OG0000104	n12			XP_005842593.1, XP_005849873.1		
N3.HOG0000351	OG0000105	n2			XP_005843186.1		
N3.HOG0000352	OG0000105	n6			XP_005849820.1		
N3.HOG0000353	OG0000105	n10			XP_005848698.1		
N3.HOG0000354	OG0000105	n12			XP_005848697.1		
N3.HOG0000355	OG0000106	n1			XP_005850367.1, XP_005851670.1	KAI3429257.1	
N3.HOG0000356	OG0000106	n6			XP_005851669.1	KAI3429256.1	
N3.HOG0000357	OG0000107	n0			XP_005846407.1, XP_005846805.1, XP_005846663.1, XP_005851056.1, XP_005851835.1, XP_005851649.1, XP_005847773.1, XP_005843545.1, XP_005845169.1	KAI3435969.1	
N3.HOG0000358	OG0000108	n0			XP_005851548.1	KAI3433500.1	
N3.HOG0000359	OG0000109	n1			XP_005849139.1, XP_005848249.1	KAI3434780.1	
N3.HOG0000360	OG0000109	n8			XP_005848446.1		
N3.HOG0000361	OG0000109	n11				KAI3432748.1	
N3.HOG0000362	OG0000109	n12				KAI3431777.1	
N3.HOG0000363	OG0000110	n0			XP_005849575.1	KAI3431594.1	
N3.HOG0000364	OG0000111	n0			XP_005850959.1	KAI3436619.1	
N3.HOG0000365	OG0000112	n1			XP_005848639.1	KAI3427182.1	
N3.HOG0000366	OG0000112	n5			XP_005844843.1, XP_005852081.1, XP_005851742.1	KAI3425328.1	
N3.HOG0000367	OG0000112	n11			XP_005850568.1	KAI3425325.1	
N3.HOG0000368	OG0000113	n1			XP_005849180.1	KAI3434710.1	
N3.HOG0000369	OG0000113	n7			XP_005849412.1		
N3.HOG0000370	OG0000113	n9			XP_005849181.1	KAI3434709.1	
N3.HOG0000371	OG0000114	n4			XP_005846570.1, XP_005846560.1, XP_005842618.1, XP_005846715.1, XP_005846714.1, XP_005846712.1, XP_005847299.1	KAI3428548.1	
N3.HOG0000372	OG0000114	n11			XP_005846710.1, XP_005850773.1	KAI3434421.1	
N3.HOG0000373	OG0000115	n10				KAI3438944.1	
N3.HOG0000374	OG0000115	n12				KAI3439124.1	
N3.HOG0000375	OG0000116	n5			XP_005847077.1	KAI3438193.1	
N3.HOG0000376	OG0000116	n6			XP_005847079.1	KAI3438192.1	
N3.HOG0000377	OG0000116	n8			XP_005847078.1		
N3.HOG0000378	OG0000117	n2			XP_005847293.1	KAI3428567.1	
N3.HOG0000379	OG0000117	n6			XP_005850534.1, XP_005847603.1, XP_005847604.1, XP_005850541.1, XP_005850540.1	KAI3436333.1	
N3.HOG0000380	OG0000118	n1				KAI3438052.1	
N3.HOG0000381	OG0000118	n6				KAI3438829.1	
N3.HOG0000382	OG0000118	n9			XP_005845527.1	KAI3424169.1, KAI3424168.1	
N3.HOG0000383	OG0000118	n11			XP_005845634.1	KAI3424171.1, KAI3424167.1	
N3.HOG0000384	OG0000119	n0			XP_005845896.1, XP_005848680.1, XP_005848887.1	KAI3425227.1, KAI3425222.1	
N3.HOG0000385	OG0000120	n0			XP_005846166.1	KAI3431440.1, KAI3431441.1, KAI3431439.1, KAI3431444.1, KAI3438970.1, KAI3438971.1, KAI3438920.1, KAI3435837.1	
N3.HOG0000386	OG0000121	n0				KAI3427374.1, KAI3432770.1, KAI3427428.1, KAI3427372.1, KAI3427370.1, KAI3427366.1, KAI3427365.1, KAI3427364.1, KAI3427369.1, KAI3424071.1, KAI3427238.1, KAI3427236.1, KAI3427367.1, KAI3427307.1	
N3.HOG0000387	OG0000122	n1			XP_005844815.1	KAI3430890.1	
N3.HOG0000388	OG0000122	n4			XP_005846770.1	KAI3425079.1	
N3.HOG0000389	OG0000122	n8			XP_005844692.1		
N3.HOG0000390	OG0000122	n9			XP_005847512.1		
N3.HOG0000391	OG0000123	n3			XP_005848478.1	KAI3436077.1	
N3.HOG0000392	OG0000123	n8			XP_005845356.1	KAI3432787.1	
N3.HOG0000393	OG0000124	n1			XP_005849899.1	KAI3438784.1	
N3.HOG0000394	OG0000124	n5			XP_005850708.1	KAI3436555.1	
N3.HOG0000395	OG0000125	n4			XP_005845472.1	KAI3436117.1, KAI3436116.1	
N3.HOG0000396	OG0000126	n4			XP_005844581.1	KAI3430368.1	
N3.HOG0000397	OG0000126	n6			XP_005844492.1	KAI3430355.1	
N3.HOG0000398	OG0000126	n8			XP_005844582.1	KAI3430367.1	
N3.HOG0000399	OG0000127	n3				KAI3425326.1, KAI3425327.1	
N3.HOG0000400	OG0000128	n1				KAI3428027.1, KAI3428026.1, KAI3428024.1, KAI3428025.1	
N3.HOG0000401	OG0000128	n5			XP_005850276.1, XP_005850277.1		
N3.HOG0000402	OG0000129	n3			XP_005843441.1		
N3.HOG0000403	OG0000129	n5				KAI3439119.1	
N3.HOG0000404	OG0000129	n9			XP_005843442.1	KAI3439118.1, KAI3439122.1	
N3.HOG0000405	OG0000130	n1			XP_005845354.1	KAI3436087.1	
N3.HOG0000406	OG0000130	n6			XP_005845337.1	KAI3436118.1	
N3.HOG0000407	OG0000130	n10			XP_005843341.1		
N3.HOG0000408	OG0000131	n2			XP_005843863.1	KAI3434507.1	
N3.HOG0000409	OG0000131	n4			XP_005847917.1		
N3.HOG0000410	OG0000131	n8			XP_005843896.1	KAI3434481.1	
N3.HOG0000411	OG0000132	n1			XP_005848934.1	KAI3427005.1, KAI3427004.1	
N3.HOG0000412	OG0000132	n8			XP_005848649.1	KAI3427163.1	
N3.HOG0000413	OG0000133	n1			XP_005843751.1, XP_005845045.1		
N3.HOG0000414	OG0000133	n6			XP_005845010.1	KAI3431576.1	
N3.HOG0000415	OG0000133	n10			XP_005843750.1, XP_005842853.1		
N3.HOG0000416	OG0000134	n1			XP_005848897.1	KAI3427090.1	
N3.HOG0000417	OG0000134	n7			XP_005846265.1		
N3.HOG0000418	OG0000135	n0				KAI3434437.1, KAI3434435.1	
N3.HOG0000419	OG0000136	n2			XP_005850895.1	KAI3436738.1	
N3.HOG0000420	OG0000136	n5			XP_005851744.1	KAI3426054.1, KAI3429436.1	
N3.HOG0000421	OG0000136	n8			XP_005844902.1	KAI3431593.1	
N3.HOG0000422	OG0000136	n11			XP_005846568.1		
N3.HOG0000423	OG0000137	n1			XP_005850908.1	KAI3436719.1	
N3.HOG0000424	OG0000137	n5			XP_005850907.1, XP_005850905.1	KAI3423290.1, KAI3436720.1	
N3.HOG0000425	OG0000138	n0			XP_005851992.1	KAI3429255.1	
N3.HOG0000426	OG0000139	n2				KAI3429557.1	
N3.HOG0000427	OG0000139	n5			XP_005845851.1		
N3.HOG0000428	OG0000139	n7			XP_005844667.1	KAI3430758.1	
N3.HOG0000429	OG0000140	n3			XP_005849030.1	KAI3435007.1	
N3.HOG0000430	OG0000140	n7			XP_005847501.1		
N3.HOG0000431	OG0000141	n1			XP_005846641.1	KAI3425038.1	
N3.HOG0000432	OG0000141	n5			XP_005848520.1	KAI3426370.1, KAI3426369.1	
N3.HOG0000433	OG0000141	n8			XP_005848521.1	KAI3426371.1	
N3.HOG0000434	OG0000142	n1			XP_005844698.1	KAI3430812.1	
N3.HOG0000435	OG0000142	n7			XP_005844700.1	KAI3430813.1	
N3.HOG0000436	OG0000142	n9			XP_005844699.1	KAI3430814.1	
N3.HOG0000437	OG0000143	n1			XP_005846377.1	KAI3435659.1	
N3.HOG0000438	OG0000143	n8			XP_005846379.1	KAI3435657.1	
N3.HOG0000439	OG0000143	n10			XP_005846378.1	KAI3435658.1	
N3.HOG0000440	OG0000144	n2			XP_005848842.1	KAI3427194.1	
N3.HOG0000441	OG0000144	n5			XP_005848839.1		
N3.HOG0000442	OG0000144	n10				KAI3427394.1	
N3.HOG0000443	OG0000145	n1			XP_005843258.1	KAI3427443.1, KAI3431786.1, KAI3427441.1	
N3.HOG0000444	OG0000145	n7			XP_005848657.1	KAI3427152.1	
N3.HOG0000445	OG0000146	n0			XP_005843713.1	KAI3424368.1	
N3.HOG0000446	OG0000147	n5			XP_005846408.1	KAI3432868.1	
N3.HOG0000447	OG0000147	n6			XP_005844409.1, XP_005842721.1	KAI3432878.1, KAI3432822.1, KAI3432825.1, KAI3432824.1, KAI3432820.1	
N3.HOG0000448	OG0000148	n0				KAI3428431.1	
N3.HOG0000449	OG0000149	n2			XP_005850642.1, XP_005843424.1		
N3.HOG0000450	OG0000149	n4			XP_005846682.1		
N3.HOG0000451	OG0000149	n10			XP_005846685.1, XP_005846683.1, XP_005846823.1		
N3.HOG0000452	OG0000150	n0			XP_005843064.1		
N3.HOG0000453	OG0000151	n1			XP_005848597.1, XP_005842881.1, XP_005849120.1, XP_005847923.1	KAI3437808.1	
N3.HOG0000454	OG0000151	n7			XP_005848599.1, XP_005848598.1	KAI3427256.1	
N3.HOG0000455	OG0000152	n1			XP_005844077.1	KAI3430567.1	
N3.HOG0000456	OG0000152	n4			XP_005849801.1, XP_005845727.1	KAI3425348.1	
N3.HOG0000457	OG0000153	n0			XP_005843952.1		
N3.HOG0000458	OG0000154	n2			XP_005843968.1		
N3.HOG0000459	OG0000154	n4			XP_005848464.1	KAI3426243.1	
N3.HOG0000460	OG0000154	n7			XP_005847962.1	KAI3437731.1	
N3.HOG0000461	OG0000155	n4			XP_005845824.1	KAI3425366.1, KAI3425370.1	
N3.HOG0000462	OG0000155	n7				KAI3425364.1	
N3.HOG0000463	OG0000155	n8			XP_005845721.1	KAI3425362.1	
N3.HOG0000464	OG0000156	n1			XP_005844499.1	KAI3430347.1	
N3.HOG0000465	OG0000156	n5			XP_005849021.1	KAI3435028.1	
N3.HOG0000466	OG0000157	n1			XP_005852165.1		
N3.HOG0000467	OG0000157	n7			XP_005846273.1	KAI3435882.1	
N3.HOG0000468	OG0000158	n2				KAI3428778.1, KAI3428777.1, KAI3426504.1	
N3.HOG0000469	OG0000158	n6			XP_005843220.1		
N3.HOG0000470	OG0000158	n8			XP_005848092.1	KAI3437790.1	
N3.HOG0000471	OG0000159	n1			XP_005843774.1	KAI3439008.1	
N3.HOG0000472	OG0000159	n4			XP_005850374.1, XP_005843784.1	KAI3439020.1, KAI3439019.1	
N3.HOG0000473	OG0000160	n1				KAI3428597.1	
N3.HOG0000474	OG0000160	n4			XP_005847284.1	KAI3428596.1	
N3.HOG0000475	OG0000160	n8				KAI3428599.1, KAI3428598.1	
N3.HOG0000476	OG0000162	n1			XP_005845193.1	KAI3424829.1	
N3.HOG0000477	OG0000162	n5			XP_005844819.1	KAI3430893.1	
N3.HOG0000478	OG0000163	n1			XP_005852080.1	KAI3429416.1	
N3.HOG0000479	OG0000163	n4			XP_005851738.1	KAI3429418.1	
N3.HOG0000480	OG0000163	n6			XP_005844501.1	KAI3430342.1	
N3.HOG0000481	OG0000163	n9			XP_005849855.1	KAI3438688.1	
N3.HOG0000482	OG0000164	n1			XP_005850043.1		
N3.HOG0000483	OG0000164	n4			XP_005846021.1, XP_005845385.1, XP_005845422.1, XP_005847881.1		
N3.HOG0000484	OG0000164	n8			XP_005850855.1, XP_005852151.1		
N3.HOG0000485	OG0000165	n2			XP_005848480.1, XP_005846435.1		
N3.HOG0000486	OG0000165	n8			XP_005845771.1, XP_005844629.1		
N3.HOG0000487	OG0000166	n4				KAI3433287.1	
N3.HOG0000488	OG0000166	n5				KAI3433288.1	
N3.HOG0000489	OG0000166	n6			XP_005851340.1	KAI3433286.1	
N3.HOG0000490	OG0000167	n1			XP_005848904.1	KAI3427077.1, KAI3427078.1	
N3.HOG0000491	OG0000167	n7			XP_005850582.1	KAI3436814.1	
N3.HOG0000492	OG0000168	n5			XP_005849385.1	KAI3434856.1	
N3.HOG0000493	OG0000168	n7			XP_005850931.1	KAI3436665.1	
N3.HOG0000494	OG0000169	n1			XP_005848742.1	KAI3423825.1, KAI3426963.1	
N3.HOG0000495	OG0000169	n6			XP_005850835.1	KAI3436889.1	
N3.HOG0000496	OG0000169	n9			XP_005848158.1		
N3.HOG0000497	OG0000170	n1			XP_005850418.1		
N3.HOG0000498	OG0000170	n7			XP_005850849.1	KAI3436861.1	
N3.HOG0000499	OG0000171	n3			XP_005849543.1	KAI3438585.1	
N3.HOG0000500	OG0000171	n8			XP_005849592.1	KAI3438682.1	
N3.HOG0000501	OG0000171	n10			XP_005846261.1		
N3.HOG0000502	OG0000173	n0			XP_005850080.1	KAI3428134.1	
N3.HOG0000503	OG0000174	n1			XP_005845304.1	KAI3436189.1	
N3.HOG0000504	OG0000174	n4				KAI3432273.1	
N3.HOG0000505	OG0000174	n8			XP_005843797.1	KAI3439045.1	
N3.HOG0000506	OG0000174	n10			XP_005843660.1		
N3.HOG0000507	OG0000175	n1			XP_005843289.1, XP_005846108.1		
N3.HOG0000508	OG0000175	n6			XP_005849392.1		
N3.HOG0000509	OG0000175	n7			XP_005845249.1		
N3.HOG0000510	OG0000176	n0			XP_005843572.1, XP_005843571.1, XP_005843573.1	KAI3432601.1, KAI3432602.1	
N3.HOG0000511	OG0000177	n1			XP_005850861.1	KAI3431839.1	
N3.HOG0000512	OG0000177	n5			XP_005850944.1	KAI3436643.1	
N3.HOG0000513	OG0000177	n8			XP_005845739.1		
N3.HOG0000514	OG0000178	n1			XP_005845882.1	KAI3425241.1	
N3.HOG0000515	OG0000178	n8			XP_005846503.1	KAI3435769.1	
N3.HOG0000516	OG0000178	n10			XP_005846502.1	KAI3435770.1	
N3.HOG0000517	OG0000179	n3				KAI3439002.1	
N3.HOG0000518	OG0000179	n8				KAI3434688.1	
N3.HOG0000519	OG0000179	n10			XP_005849390.1	KAI3434687.1	
N3.HOG0000520	OG0000180	n1			XP_005845674.1	KAI3424095.1	
N3.HOG0000521	OG0000180	n7			XP_005843083.1	KAI3423988.1	
N3.HOG0000522	OG0000180	n10			XP_005844809.1		
N3.HOG0000523	OG0000181	n1			XP_005851096.1	KAI3433862.1	
N3.HOG0000524	OG0000181	n7				KAI3433869.1	
N3.HOG0000525	OG0000181	n9			XP_005851386.1	KAI3433875.1	
N3.HOG0000526	OG0000182	n1			XP_005852270.1	KAI3429867.1	
N3.HOG0000527	OG0000182	n6			XP_005851962.1, XP_005846639.1	KAI3425045.1	
N3.HOG0000528	OG0000183	n2				KAI3429734.1	
N3.HOG0000529	OG0000183	n3			XP_005852232.1	KAI3429733.1	
N3.HOG0000530	OG0000183	n6			XP_005851903.1	KAI3429757.1	
N3.HOG0000531	OG0000184	n8				KAI3424785.1, KAI3424784.1	
N3.HOG0000532	OG0000185	n5			XP_005842591.1		
N3.HOG0000533	OG0000185	n6			XP_005842909.1, XP_005843980.1, XP_005843981.1, XP_005842893.1, XP_005842898.1		
N3.HOG0000534	OG0000186	n1			XP_005844675.1	KAI3430762.1	
N3.HOG0000535	OG0000186	n6			XP_005848563.1	KAI3426464.1, KAI3430784.1	
