HOG	OG	Gene Tree Parent Clade	a99_genome_proteins	c_sorokiniana_genome_proteins	c_variabilis_genome_proteins	c_vulgaris_genome_proteins	m_conductrix_genome_proteins
N1.HOG0000328	OG0000112	n1					PSC76705.1, PSC76197.1
N1.HOG0000329	OG0000112	n5		PRW20418.1			PSC76549.1
N1.HOG0000330	OG0000112	n11					PSC72923.1
N1.HOG0000331	OG0000113	n1		PRW57579.1			PSC67216.1, PSC67227.1
N1.HOG0000332	OG0000113	n7					PSC73010.1, PSC76488.1
N1.HOG0000333	OG0000113	n10		PRW57614.1			
N1.HOG0000334	OG0000113	n12		PRW32490.1			PSC73138.1
N1.HOG0000335	OG0000114	n0		PRW20690.1			PSC68818.1
N1.HOG0000336	OG0000115	n10		PRW58844.1			PSC75653.1
N1.HOG0000337	OG0000115	n12					PSC67903.1
N1.HOG0000338	OG0000116	n1		PRW56904.1, PRW56905.1			PSC72059.1
N1.HOG0000339	OG0000116	n8		PRW60179.1, PRW34008.1, PRW61051.1			
N1.HOG0000340	OG0000117	n2		PRW44454.1, PRW44455.1			PSC69898.1
N1.HOG0000341	OG0000117	n6		PRW56212.1			PSC69015.1
N1.HOG0000342	OG0000118	n1					PSC74010.1
N1.HOG0000343	OG0000118	n2		PRW57457.1			PSC77040.1, PSC71142.1
N1.HOG0000344	OG0000119	n0		PRW50880.1, PRW50916.1, PRW50851.1, PRW33593.1, PRW33699.1			PSC69988.1, PSC70112.1
N1.HOG0000345	OG0000120	n1		PRW60471.1			PSC68507.1
N1.HOG0000346	OG0000120	n2		PRW39190.1, PRW39083.1			PSC72013.1
N1.HOG0000347	OG0000122	n1		PRW33615.1			
N1.HOG0000348	OG0000122	n4					PSC70002.1
N1.HOG0000349	OG0000122	n8		PRW56450.1			
N1.HOG0000350	OG0000122	n9		PRW33525.1, PRW33559.1			
N1.HOG0000351	OG0000123	n0		PRW60132.1			PSC76861.1
N1.HOG0000352	OG0000124	n1		PRW59338.1			PSC68810.1
N1.HOG0000353	OG0000124	n5		PRW55972.1			PSC72762.1
N1.HOG0000354	OG0000125	n1		PRW61375.1			PSC77041.1
N1.HOG0000355	OG0000125	n4		PRW59917.1, PRW59916.1			PSC76728.1, PSC77051.1, PSC76273.1, PSC67637.1
N1.HOG0000356	OG0000126	n4					PSC69980.1
N1.HOG0000357	OG0000126	n6					PSC70105.1
N1.HOG0000358	OG0000126	n8		PRW20465.1			PSC70072.1
N1.HOG0000359	OG0000127	n1					PSC67479.1, PSC67265.1
N1.HOG0000360	OG0000127	n3					PSC67767.1
N1.HOG0000361	OG0000128	n5		PRW56460.1			PSC72459.1, PSC72458.1
N1.HOG0000362	OG0000128	n10		PRW57978.1			PSC70419.1
N1.HOG0000363	OG0000129	n1		PRW59020.1, PRW59019.1			
N1.HOG0000364	OG0000129	n5					PSC67928.1, PSC67930.1, PSC67929.1
N1.HOG0000365	OG0000129	n9					PSC67909.1
N1.HOG0000366	OG0000130	n1		PRW59544.1			PSC76405.1
N1.HOG0000367	OG0000130	n5		PRW59907.1			PSC76014.1
N1.HOG0000368	OG0000131	n1		PRW58503.1, PRW57515.1			PSC69559.1
N1.HOG0000369	OG0000131	n8		PRW20642.1			PSC74415.1
N1.HOG0000370	OG0000132	n1		PRW51140.1			PSC75941.1, PSC75942.1, PSC75940.1
N1.HOG0000371	OG0000132	n8		PRW50981.1			PSC75647.1
N1.HOG0000372	OG0000133	n1		PRW56019.1			
N1.HOG0000373	OG0000133	n4		PRW39377.1			PSC73336.1, PSC67257.1
N1.HOG0000374	OG0000134	n1		PRW50926.1			PSC75681.1
N1.HOG0000375	OG0000134	n7		PRW60034.1			
N1.HOG0000376	OG0000134	n9		PRW60033.1			
N1.HOG0000377	OG0000135	n0		PRW58283.1, PRW34022.1, PRW32529.1, PRW20263.1, PRW33979.1, PRW56319.1, PRW05894.1, PRW20742.1			PSC68763.1, PSC74414.1
N1.HOG0000378	OG0000136	n2					PSC71503.1
N1.HOG0000379	OG0000136	n8		PRW39079.1			PSC73322.1
N1.HOG0000380	OG0000136	n11					PSC73870.1
N1.HOG0000381	OG0000137	n1		PRW56206.1			PSC71461.1
N1.HOG0000382	OG0000137	n5		PRW55911.1, PRW44508.1			PSC69950.1
N1.HOG0000383	OG0000138	n0		PRW60820.1			PSC75108.1, PSC75107.1, PSC75144.1, PSC74950.1, PSC74923.1, PSC75222.1, PSC75009.1
N1.HOG0000384	OG0000139	n2		PRW58584.1			PSC74920.1
N1.HOG0000385	OG0000139	n5		PRW60844.1			
N1.HOG0000386	OG0000139	n7		PRW21117.1, PRW21118.1			PSC71738.1
N1.HOG0000387	OG0000140	n3		PRW34062.1			PSC67423.1, PSC67422.1
N1.HOG0000388	OG0000140	n7		PRW44472.1, PRW44474.1, PRW44473.1, PRW44462.1			PSC69973.1
N1.HOG0000389	OG0000141	n1		PRW45452.1			
N1.HOG0000390	OG0000141	n5					PSC70472.1
N1.HOG0000391	OG0000141	n8		PRW45172.1, PRW45156.1			PSC70320.1
N1.HOG0000392	OG0000142	n1		PRW20982.1			PSC71674.1
N1.HOG0000393	OG0000142	n5		PRW20983.1			PSC71833.1, PSC71834.1
N1.HOG0000394	OG0000143	n1		PRW59977.1			PSC69661.1
N1.HOG0000395	OG0000143	n8		PRW59690.1			
N1.HOG0000396	OG0000143	n10		PRW60031.1			
N1.HOG0000397	OG0000144	n2		PRW51174.1			
N1.HOG0000398	OG0000144	n5		PRW39313.1, PRW39314.1, PRW39312.1			PSC75532.1, PSC69160.1
N1.HOG0000399	OG0000144	n10		PRW57508.1			PSC68073.1
N1.HOG0000400	OG0000145	n1		PRW05945.1			PSC67215.1
N1.HOG0000401	OG0000145	n9		PRW51019.1			PSC75434.1
N1.HOG0000402	OG0000145	n11		PRW50784.1			PSC75294.1
N1.HOG0000403	OG0000146	n0		PRW20355.1			PSC72815.1, PSC72814.1, PSC68319.1, PSC68318.1, PSC74681.1, PSC74680.1, PSC74682.1, PSC74683.1, PSC74679.1
N1.HOG0000404	OG0000147	n0		PRW20519.1, PRW60994.1			PSC70644.1
N1.HOG0000405	OG0000148	n0		PRW39082.1, PRW39183.1, PRW44373.1, PRW44372.1, PRW39226.1, PRW39268.1, PRW33166.1, PRW58052.1, PRW21085.1, PRW44535.1, PRW44546.1, PRW45590.1			
N1.HOG0000406	OG0000149	n2		PRW57967.1			
N1.HOG0000407	OG0000149	n4		PRW21119.1, PRW39308.1			PSC69900.1, PSC69901.1, PSC69906.1, PSC69914.1
N1.HOG0000408	OG0000150	n0		PRW32595.1, PRW58996.1, PRW56448.1, PRW56672.1, PRW56784.1, PRW33787.1, PRW34056.1, PRW58314.1, PRW60451.1, PRW34082.1, PRW51076.1			PSC74607.1
N1.HOG0000409	OG0000151	n1		PRW44466.1			PSC69450.1
N1.HOG0000410	OG0000151	n7		PRW57335.1, PRW57808.1			PSC68857.1
N1.HOG0000411	OG0000152	n1		PRW59345.1			PSC76086.1
N1.HOG0000412	OG0000152	n4		PRW59428.1, PRW59245.1			PSC74833.1, PSC75134.1, PSC69766.1, PSC75114.1
N1.HOG0000413	OG0000153	n0					PSC74894.1, PSC74374.1, PSC72179.1, PSC69051.1, PSC67035.1, PSC67165.1, PSC67335.1, PSC72148.1, PSC76837.1, PSC70759.1, PSC68264.1, PSC68864.1
N1.HOG0000414	OG0000154	n2					PSC69447.1
N1.HOG0000415	OG0000154	n4					PSC70307.1
N1.HOG0000416	OG0000154	n7		PRW20938.1			PSC69513.1
N1.HOG0000417	OG0000155	n0		PRW33580.1, PRW33579.1			PSC75196.1
N1.HOG0000418	OG0000156	n1		PRW58415.1, PRW20534.1			
N1.HOG0000419	OG0000156	n5		PRW33753.1			PSC67446.1
N1.HOG0000420	OG0000157	n1		PRW60667.1			PSC69369.1
N1.HOG0000421	OG0000157	n5		PRW57782.1			PSC73132.1
N1.HOG0000422	OG0000157	n7		PRW60881.1			PSC70545.1
N1.HOG0000423	OG0000158	n2		PRW39250.1			
N1.HOG0000424	OG0000158	n5		PRW33218.1			
N1.HOG0000425	OG0000159	n1		PRW59366.1			PSC67919.1
N1.HOG0000426	OG0000159	n4		PRW59084.1, PRW59146.1			PSC67887.1
N1.HOG0000427	OG0000160	n1		PRW44544.1			PSC70881.1
N1.HOG0000428	OG0000160	n4		PRW60854.1, PRW60251.1			
N1.HOG0000429	OG0000160	n8		PRW44363.1			
N1.HOG0000430	OG0000162	n1		PRW45341.1			PSC73614.1
N1.HOG0000431	OG0000162	n5		PRW21096.1			
N1.HOG0000432	OG0000163	n1					PSC76658.1
N1.HOG0000433	OG0000163	n6					PSC70011.1
N1.HOG0000434	OG0000163	n9					PSC68599.1
N1.HOG0000435	OG0000164	n1		PRW60130.1			
N1.HOG0000436	OG0000164	n4		PRW56564.1			
N1.HOG0000437	OG0000164	n8		PRW39245.1, PRW59093.1			
N1.HOG0000438	OG0000165	n2		PRW50829.1, PRW59179.1, PRW56125.1			
N1.HOG0000439	OG0000165	n8		PRW33146.1, PRW57225.1			
N1.HOG0000440	OG0000166	n4		PRW58392.1			
N1.HOG0000441	OG0000166	n5		PRW58310.1			
N1.HOG0000442	OG0000166	n6		PRW58560.1, PRW58559.1			PSC68684.1
N1.HOG0000443	OG0000167	n1		PRW50795.1, PRW50796.1			PSC75488.1
N1.HOG0000444	OG0000167	n7		PRW56057.1			PSC71615.1
N1.HOG0000445	OG0000168	n5		PRW61494.1			
N1.HOG0000446	OG0000168	n7		PRW56010.1, PRW56011.1			PSC71505.1
N1.HOG0000447	OG0000169	n1		PRW50918.1			PSC75500.1
N1.HOG0000448	OG0000169	n6					PSC67463.1
N1.HOG0000449	OG0000169	n9		PRW56148.1			
N1.HOG0000450	OG0000170	n1		PRW60680.1			PSC69717.1
N1.HOG0000451	OG0000170	n7					PSC72851.1
N1.HOG0000452	OG0000170	n10					PSC72663.1
N1.HOG0000453	OG0000171	n1		PRW59396.1, PRW59395.1			
N1.HOG0000454	OG0000171	n3					PSC76686.1
N1.HOG0000455	OG0000171	n8					PSC76571.1
N1.HOG0000456	OG0000171	n10					PSC71303.1
N1.HOG0000457	OG0000172	n1		PRW60592.1			PSC74965.1
N1.HOG0000458	OG0000172	n4					PSC75935.1
N1.HOG0000459	OG0000173	n0		PRW56505.1, PRW44345.1, PRW56729.1, PRW33761.1, PRW56533.1, PRW56650.1, PRW56651.1, PRW56598.1			PSC72567.1
N1.HOG0000460	OG0000174	n1		PRW59842.1			
N1.HOG0000461	OG0000174	n4		PRW61050.1			
N1.HOG0000462	OG0000174	n5		PRW20437.1			
N1.HOG0000463	OG0000175	n1		PRW56677.1			PSC68075.1, PSC76560.1
N1.HOG0000464	OG0000175	n6		PRW33999.1			
N1.HOG0000465	OG0000175	n7		PRW39317.1			PSC71929.1
N1.HOG0000466	OG0000176	n0		PRW61080.1, PRW61081.1, PRW61079.1, PRW61082.1			PSC74217.1, PSC74216.1
N1.HOG0000467	OG0000177	n1		PRW56188.1			PSC71456.1
N1.HOG0000468	OG0000177	n5					PSC71477.1
N1.HOG0000469	OG0000177	n8		PRW33709.1, PRW33710.1			
N1.HOG0000470	OG0000178	n1		PRW33631.1			
N1.HOG0000471	OG0000178	n5		PRW59953.1			PSC68357.1
N1.HOG0000472	OG0000179	n3		PRW58855.1, PRW57682.1			PSC72982.1
N1.HOG0000473	OG0000179	n6		PRW57741.1, PRW57747.1			PSC73020.1
N1.HOG0000474	OG0000180	n1		PRW21102.1			PSC74063.1
N1.HOG0000475	OG0000180	n5		PRW21103.1			PSC71668.1
N1.HOG0000476	OG0000181	n1		PRW58578.1			PSC75614.1
N1.HOG0000477	OG0000181	n6		PRW58275.1			
N1.HOG0000478	OG0000182	n1		PRW60672.1			PSC68521.1, PSC68522.1
N1.HOG0000479	OG0000182	n6		PRW45326.1			PSC69370.1
N1.HOG0000480	OG0000183	n2		PRW60368.1			
N1.HOG0000481	OG0000183	n3		PRW60584.1			
N1.HOG0000482	OG0000183	n6		PRW60754.1, PRW60738.1			PSC74032.1, PSC74033.1
N1.HOG0000483	OG0000184	n3		PRW45476.1, PRW45477.1, PRW45478.1, PRW45448.1, PRW45447.1			
N1.HOG0000484	OG0000184	n8		PRW45618.1			
N1.HOG0000485	OG0000184	n10					PSC73896.1, PSC73895.1
N1.HOG0000486	OG0000185	n0		PRW20689.1, PRW20688.1			PSC67218.1
N1.HOG0000487	OG0000186	n1		PRW21060.1			
N1.HOG0000488	OG0000186	n3		PRW45212.1			PSC71716.1, PSC71710.1
N1.HOG0000489	OG0000187	n2		PRW58738.1, PRW58740.1, PRW58739.1			
N1.HOG0000490	OG0000187	n5					PSC67905.1
N1.HOG0000491	OG0000187	n7					PSC67940.1, PSC67941.1
N1.HOG0000492	OG0000188	n1		PRW58726.1, PRW59088.1			
N1.HOG0000493	OG0000188	n3		PRW33569.1			
N1.HOG0000494	OG0000189	n1		PRW44270.1			PSC69877.1
N1.HOG0000495	OG0000189	n7		PRW44237.1			PSC69947.1
N1.HOG0000496	OG0000190	n1		PRW59477.1			PSC68341.1
N1.HOG0000497	OG0000190	n6		PRW59958.1			PSC76413.1, PSC76414.1
N1.HOG0000498	OG0000190	n10		PRW57270.1			
N1.HOG0000499	OG0000191	n1		PRW58097.1, PRW58096.1			
N1.HOG0000500	OG0000191	n3					PSC75916.1
N1.HOG0000501	OG0000191	n8					PSC75468.1
N1.HOG0000502	OG0000192	n1		PRW58444.1			
N1.HOG0000503	OG0000192	n4		PRW61466.1, PRW20241.1			PSC73805.1, PSC70742.1
N1.HOG0000504	OG0000193	n1		PRW58084.1, PRW58083.1			
N1.HOG0000505	OG0000193	n3					PSC74899.1, PSC67054.1, PSC68898.1
N1.HOG0000506	OG0000193	n8					PSC68833.1
N1.HOG0000507	OG0000194	n2		PRW45722.1			PSC67100.1, PSC68198.1, PSC67328.1
N1.HOG0000508	OG0000194	n7		PRW57706.1, PRW45471.1			PSC68190.1
N1.HOG0000509	OG0000195	n3		PRW59751.1			PSC71065.1
N1.HOG0000510	OG0000195	n6		PRW32572.1			
N1.HOG0000511	OG0000195	n7		PRW21043.1			PSC71746.1
N1.HOG0000512	OG0000196	n1		PRW59620.1			PSC74986.1, PSC71152.1
N1.HOG0000513	OG0000196	n7					PSC72067.1
N1.HOG0000514	OG0000197	n1					PSC71712.1, PSC71711.1
N1.HOG0000515	OG0000197	n3		PRW21078.1			
N1.HOG0000516	OG0000197	n6		PRW21007.1			
N1.HOG0000517	OG0000198	n1		PRW44493.1, PRW44397.1			PSC71791.1
N1.HOG0000518	OG0000198	n5		PRW21121.1			PSC71844.1, PSC71742.1, PSC71743.1
N1.HOG0000519	OG0000199	n1		PRW58056.1, PRW58055.1			PSC73655.1
N1.HOG0000520	OG0000199	n5		PRW57823.1			PSC73814.1
N1.HOG0000521	OG0000200	n0		PRW56979.1, PRW57158.1, PRW51065.1, PRW51170.1, PRW20353.1			PSC75789.1, PSC73258.1, PSC71195.1, PSC74819.1, PSC69259.1, PSC69258.1
N1.HOG0000522	OG0000201	n1		PRW33272.1			PSC74151.1
N1.HOG0000523	OG0000201	n5		PRW34017.1, PRW45499.1			
N1.HOG0000524	OG0000201	n8					PSC71786.1
N1.HOG0000525	OG0000201	n10					PSC74435.1
N1.HOG0000526	OG0000202	n1		PRW45639.1			PSC69025.1
N1.HOG0000527	OG0000202	n4		PRW57455.1, PRW50838.1			
N1.HOG0000528	OG0000203	n0		PRW57985.1			PSC72616.1, PSC72617.1, PSC68626.1
N1.HOG0000529	OG0000204	n1		PRW60718.1			
N1.HOG0000530	OG0000204	n6		PRW60571.1, PRW60393.1			PSC71772.1, PSC74283.1
N1.HOG0000531	OG0000205	n1					PSC68519.1
N1.HOG0000532	OG0000205	n6		PRW60973.1			PSC76758.1
N1.HOG0000533	OG0000205	n9					PSC76174.1
N1.HOG0000534	OG0000207	n1		PRW45536.1			PSC69349.1
N1.HOG0000535	OG0000207	n7		PRW32659.1			
N1.HOG0000536	OG0000207	n9		PRW60722.1			PSC68123.1
N1.HOG0000537	OG0000208	n0		PRW56280.1, PRW33790.1			PSC70253.1
N1.HOG0000538	OG0000209	n1					PSC69212.1
N1.HOG0000539	OG0000209	n5		PRW45226.1			PSC73483.1, PSC72441.1
N1.HOG0000540	OG0000210	n1					PSC73136.1
N1.HOG0000541	OG0000210	n4		PRW33873.1			PSC76213.1, PSC76214.1
N1.HOG0000542	OG0000211	n0		PRW61234.1			
N1.HOG0000543	OG0000212	n2		PRW44319.1			PSC72141.1
N1.HOG0000544	OG0000212	n5		PRW44313.1, PRW44314.1			
N1.HOG0000545	OG0000212	n8		PRW55924.1			
N1.HOG0000546	OG0000213	n1		PRW21030.1			
N1.HOG0000547	OG0000213	n6		PRW20576.1			PSC70219.1
N1.HOG0000548	OG0000214	n1		PRW60898.1, PRW61276.1			PSC69306.1
N1.HOG0000549	OG0000214	n5		PRW61447.1			PSC70508.1
N1.HOG0000550	OG0000215	n1		PRW33231.1, PRW33232.1			PSC69263.1
N1.HOG0000551	OG0000215	n7					PSC69206.1
N1.HOG0000552	OG0000216	n2		PRW33254.1			PSC68743.1, PSC68744.1
N1.HOG0000553	OG0000216	n6		PRW33243.1, PRW33242.1			PSC68805.1
N1.HOG0000554	OG0000217	n1					PSC75686.1, PSC75685.1
N1.HOG0000555	OG0000217	n4					PSC69482.1
N1.HOG0000556	OG0000218	n1		PRW57353.1			PSC72101.1
N1.HOG0000557	OG0000218	n6		PRW58831.1			PSC73806.1
N1.HOG0000558	OG0000219	n1		PRW39340.1			PSC70904.1, PSC70910.1
N1.HOG0000559	OG0000219	n5		PRW60052.1			PSC70151.1, PSC70149.1, PSC70150.1
N1.HOG0000560	OG0000220	n0		PRW59441.1, PRW59440.1, PRW59439.1			PSC68007.1
N1.HOG0000561	OG0000221	n2		PRW32591.1			PSC76471.1, PSC76470.1
N1.HOG0000562	OG0000221	n6		PRW59201.1			
N1.HOG0000563	OG0000221	n7		PRW56073.1			
N1.HOG0000564	OG0000222	n2		PRW51168.1			
N1.HOG0000565	OG0000222	n5		PRW51183.1			
N1.HOG0000566	OG0000223	n1		PRW50904.1, PRW50905.1			PSC77055.1
N1.HOG0000567	OG0000223	n6		PRW50841.1			
N1.HOG0000568	OG0000224	n2		PRW20187.1			PSC68245.1
N1.HOG0000569	OG0000224	n8		PRW33807.1			PSC69220.1
N1.HOG0000570	OG0000224	n9		PRW45031.1			PSC69231.1
N1.HOG0000571	OG0000225	n0		PRW56445.1, PRW60358.1, PRW60545.1, PRW60544.1			PSC68463.1, PSC68432.1, PSC68465.1, PSC68464.1
N1.HOG0000572	OG0000226	n1		PRW20912.1, PRW56041.1			
N1.HOG0000573	OG0000226	n4					PSC69018.1, PSC69019.1
N1.HOG0000574	OG0000226	n8					PSC69070.1
N1.HOG0000575	OG0000227	n0		PRW50787.1, PRW50789.1, PRW50788.1, PRW50790.1			PSC73789.1
N1.HOG0000576	OG0000228	n0		PRW61590.1			PSC70498.1
N1.HOG0000577	OG0000229	n1		PRW59411.1			
N1.HOG0000578	OG0000229	n4		PRW58829.1, PRW56674.1			PSC69835.1
N1.HOG0000579	OG0000230	n2		PRW56431.1			
N1.HOG0000580	OG0000230	n6		PRW56468.1			
N1.HOG0000581	OG0000230	n8		PRW56510.1			
N1.HOG0000582	OG0000231	n0		PRW61209.1, PRW60209.1, PRW60391.1			PSC73962.1, PSC73963.1, PSC74321.1, PSC73995.1
N1.HOG0000583	OG0000232	n1					PSC70167.1
N1.HOG0000584	OG0000232	n8		PRW45046.1			
N1.HOG0000585	OG0000233	n0		PRW58027.1, PRW58026.1, PRW58025.1			PSC72048.1, PSC70116.1, PSC70115.1, PSC73584.1
N1.HOG0000586	OG0000234	n5		PRW57465.1			
N1.HOG0000587	OG0000234	n7		PRW33619.1			
N1.HOG0000588	OG0000234	n9		PRW57337.1			
N1.HOG0000589	OG0000235	n1		PRW56173.1			
N1.HOG0000590	OG0000235	n5		PRW45437.1			PSC68980.1, PSC68979.1
N1.HOG0000591	OG0000236	n1		PRW39384.1			PSC67644.1
N1.HOG0000592	OG0000236	n5		PRW39151.1, PRW45398.1			PSC67662.1
N1.HOG0000593	OG0000237	n0		PRW56581.1, PRW56757.1			PSC68122.1, PSC68110.1
N1.HOG0000594	OG0000238	n1		PRW56146.1, PRW56145.1			
N1.HOG0000595	OG0000238	n3					PSC69009.1
N1.HOG0000596	OG0000238	n6					PSC69042.1
N1.HOG0000597	OG0000239	n1		PRW56224.1			PSC71564.1
N1.HOG0000598	OG0000239	n5		PRW55937.1			PSC71653.1, PSC71652.1
N1.HOG0000599	OG0000240	n1		PRW56168.1			PSC72912.1
N1.HOG0000600	OG0000240	n5		PRW56169.1, PRW56076.1			PSC72903.1
N1.HOG0000601	OG0000241	n0		PRW56027.1, PRW56028.1			PSC72657.1, PSC72655.1, PSC72656.1
N1.HOG0000602	OG0000242	n0		PRW56275.1, PRW33206.1			PSC71581.1
N1.HOG0000603	OG0000243	n1					PSC76960.1
N1.HOG0000604	OG0000243	n7		PRW60348.1			PSC74883.1
N1.HOG0000605	OG0000244	n1		PRW58882.1			PSC76929.1
N1.HOG0000606	OG0000244	n6		PRW60751.1			
N1.HOG0000607	OG0000245	n0		PRW60822.1			PSC68459.1, PSC68460.1, PSC68436.1, PSC68437.1
N1.HOG0000608	OG0000246	n0		PRW60812.1			PSC67091.1, PSC67041.1, PSC68685.1, PSC67149.1, PSC67045.1
N1.HOG0000609	OG0000247	n0					PSC75696.1, PSC70602.1, PSC67009.1, PSC67079.1, PSC67105.1, PSC69718.1, PSC67025.1
N1.HOG0000610	OG0000248	n1		PRW58416.1			
N1.HOG0000611	OG0000248	n4		PRW60786.1			PSC74242.1, PSC74244.1, PSC74243.1
N1.HOG0000612	OG0000249	n1		PRW45509.1			PSC67108.1
N1.HOG0000613	OG0000249	n5		PRW33780.1, PRW45358.1			PSC67431.1
N1.HOG0000614	OG0000250	n2		PRW33897.1, PRW33896.1			
N1.HOG0000615	OG0000250	n9		PRW33893.1			
N1.HOG0000616	OG0000251	n0		PRW33864.1			PSC76883.1, PSC76882.1, PSC76884.1
N1.HOG0000617	OG0000252	n0		PRW20671.1			PSC67937.1, PSC67939.1, PSC67938.1
N1.HOG0000618	OG0000253	n5		PRW60746.1			PSC74123.1
N1.HOG0000619	OG0000253	n8		PRW60243.1			PSC68557.1
N1.HOG0000620	OG0000254	n1		PRW60345.1			PSC67553.1
N1.HOG0000621	OG0000254	n5		PRW32994.1			PSC71338.1
N1.HOG0000622	OG0000255	n1		PRW60553.1, PRW60552.1, PRW60551.1			PSC67566.1
N1.HOG0000623	OG0000255	n7		PRW05778.1			PSC67564.1
N1.HOG0000624	OG0000256	n0		PRW44952.1			PSC70948.1
N1.HOG0000625	OG0000257	n3		PRW58934.1			
N1.HOG0000626	OG0000257	n5		PRW58669.1			
N1.HOG0000627	OG0000258	n1		PRW57231.1			PSC73719.1
N1.HOG0000628	OG0000258	n6					PSC73684.1
N1.HOG0000629	OG0000258	n7		PRW33056.1			PSC73097.1
N1.HOG0000630	OG0000259	n1		PRW58240.1, PRW58239.1			PSC68585.1
N1.HOG0000631	OG0000259	n7		PRW58183.1			
N1.HOG0000632	OG0000260	n4					PSC67103.1
N1.HOG0000633	OG0000260	n5		PRW58184.1			PSC67075.1, PSC67080.1, PSC69734.1
N1.HOG0000634	OG0000260	n9		PRW58107.1			
N1.HOG0000635	OG0000261	n2					PSC68291.1
N1.HOG0000636	OG0000261	n5					PSC68257.1
N1.HOG0000637	OG0000263	n8					PSC68998.1
N1.HOG0000638	OG0000263	n9					PSC69065.1
N1.HOG0000639	OG0000264	n1		PRW60062.1			PSC68335.1
N1.HOG0000640	OG0000264	n5		PRW59548.1			PSC68342.1, PSC68343.1
N1.HOG0000641	OG0000265	n1		PRW59908.1			
N1.HOG0000642	OG0000265	n4					PSC76482.1, PSC72775.1, PSC72806.1, PSC74858.1
N1.HOG0000643	OG0000266	n0		PRW32866.1, PRW32867.1			PSC76181.1
N1.HOG0000644	OG0000267	n1		PRW33786.1			PSC70176.1
N1.HOG0000645	OG0000267	n4		PRW33870.1, PRW34010.1, PRW45349.1			PSC70290.1
N1.HOG0000646	OG0000268	n1		PRW57674.1			PSC73194.1
N1.HOG0000647	OG0000268	n6		PRW59875.1			PSC76511.1
N1.HOG0000648	OG0000269	n2		PRW32538.1			PSC69730.1
N1.HOG0000649	OG0000269	n5		PRW60768.1, PRW60767.1, PRW51131.1			PSC75563.1
N1.HOG0000650	OG0000270	n0		PRW32937.1, PRW32935.1, PRW32936.1			PSC76597.1, PSC76596.1, PSC76598.1
N1.HOG0000651	OG0000271	n2		PRW21130.1			PSC71694.1
N1.HOG0000652	OG0000271	n5		PRW56012.1			PSC72678.1
N1.HOG0000653	OG0000272	n2		PRW56922.1			PSC72330.1
N1.HOG0000654	OG0000272	n5		PRW57240.1			PSC72150.1, PSC72142.1, PSC72294.1
N1.HOG0000655	OG0000273	n1		PRW18346.1			PSC71382.1
N1.HOG0000656	OG0000273	n5					PSC74740.1
N1.HOG0000657	OG0000274	n1		PRW57821.1			PSC74405.1
N1.HOG0000658	OG0000274	n5		PRW57749.1			PSC74406.1, PSC74404.1
N1.HOG0000659	OG0000275	n1		PRW61242.1			PSC74705.1
N1.HOG0000660	OG0000275	n4		PRW61348.1, PRW61350.1, PRW61349.1			PSC74706.1
N1.HOG0000661	OG0000276	n0		PRW33233.1			PSC75341.1, PSC76902.1
N1.HOG0000662	OG0000277	n1		PRW60653.1			
N1.HOG0000663	OG0000277	n3		PRW60540.1, PRW39186.1			
N1.HOG0000664	OG0000277	n9		PRW33583.1			
N1.HOG0000665	OG0000278	n1		PRW61347.1, PRW45158.1			PSC67516.1
N1.HOG0000666	OG0000278	n6		PRW44860.1, PRW61533.1			PSC67540.1
N1.HOG0000667	OG0000279	n1		PRW61457.1			PSC73449.1
N1.HOG0000668	OG0000279	n6		PRW56277.1			
N1.HOG0000669	OG0000280	n0		PRW57824.1			PSC70036.1, PSC70035.1, PSC70030.1, PSC70079.1, PSC70017.1, PSC70016.1, PSC73160.1
N1.HOG0000670	OG0000281	n2					PSC70849.1
N1.HOG0000671	OG0000281	n4					PSC75466.1, PSC71964.1, PSC70518.1, PSC70519.1
N1.HOG0000672	OG0000283	n0					PSC70675.1, PSC70676.1, PSC67894.1, PSC73145.1, PSC68299.1, PSC69077.1, PSC68840.1, PSC72108.1, PSC75139.1, PSC67311.1, PSC67112.1
N1.HOG0000673	OG0000284	n1		PRW45748.1			PSC72581.1
N1.HOG0000674	OG0000284	n5		PRW45747.1, PRW45749.1			PSC72366.1
N1.HOG0000675	OG0000285	n1					PSC71324.1
N1.HOG0000676	OG0000285	n4		PRW61045.1			PSC73164.1, PSC68687.1, PSC68688.1
N1.HOG0000677	OG0000286	n0		PRW45673.1			PSC68221.1, PSC68222.1
N1.HOG0000678	OG0000287	n1		PRW20683.1			PSC74438.1
N1.HOG0000679	OG0000287	n6		PRW20712.1			
N1.HOG0000680	OG0000288	n1		PRW58841.1			PSC75610.1
N1.HOG0000681	OG0000288	n5		PRW20596.1			PSC69086.1
N1.HOG0000682	OG0000290	n3		PRW20479.1			
N1.HOG0000683	OG0000290	n5		PRW20513.1, PRW20512.1			
N1.HOG0000684	OG0000291	n0		PRW57010.1			PSC70323.1, PSC70325.1, PSC70324.1
N1.HOG0000685	OG0000292	n1		PRW39337.1			PSC67652.1
N1.HOG0000686	OG0000292	n5		PRW33093.1			PSC69213.1
N1.HOG0000687	OG0000293	n1					PSC67312.1
N1.HOG0000688	OG0000293	n3		PRW33326.1			PSC69236.1
N1.HOG0000689	OG0000294	n1		PRW55903.1, PRW57162.1			PSC72267.1
N1.HOG0000690	OG0000294	n6		PRW59538.1			PSC73875.1
