Orthogroup	a99_genome_proteins	c_sorokiniana_genome_proteins
OG0000320	scaffold6.g2731.t1	PRW56192.1
OG0000321	scaffold18.g1989.t1, scaffold42.g4470.t1, scaffold32.g3830.t1	PRW56539.1, PRW56540.1, PRW56538.1, PRW56541.1
OG0000322	scaffold9.g3276.t1, scaffold12.g8066.t1, scaffold10.g2310.t1, scaffold10.g2389.t1, scaffold15.g4334.t1, scaffold9.g3035.t1, scaffold18.g2051.t1, scaffold4.g4858.t1	PRW56462.1
OG0000323	scaffold20.g7851.t1, scaffold10.g2317.t1, scaffold3.g6276.t1	PRW59811.1
OG0000324	scaffold10.g2328.t1	PRW39192.1, PRW39193.1
OG0000325	scaffold10.g2336.t1	PRW39370.1
OG0000325	scaffold10.g2334.t1	PRW39371.1
OG0000326	scaffold10.g2343.t1	PRW61019.1
OG0000326	scaffold2.g6791.t1	PRW61146.1
OG0000327	scaffold2.g7110.t1	PRW50778.1
OG0000327	scaffold10.g2348.t1	PRW45641.1
OG0000328	scaffold15.g4289.t1, scaffold4.g4722.t1, scaffold10.g2350.t1	PRW44983.1
OG0000329	scaffold10.g2360.t1	PRW39198.1
OG0000329	scaffold10.g2356.t1	PRW39197.1
OG0000330	scaffold1.g5672.t1, scaffold394.g5905.t1, scaffold1.g5675.t1, scaffold3.g6243.t1, scaffold1.g5884.t1, scaffold10.g2476.t1	PRW58291.1
OG0000331	scaffold2.g7377.t1	PRW33001.1
OG0000331	scaffold6.g2518.t1	PRW45431.1
OG0000332	scaffold6.g2575.t1	PRW56793.1, PRW56794.1
OG0000333	scaffold7.g3488.t1, scaffold6.g2646.t1, scaffold6.g2661.t1	PRW56271.1
OG0000334	scaffold6.g2667.t1	PRW60117.1, PRW60118.1
OG0000335	scaffold6.g2714.t1	PRW56133.1
OG0000336	scaffold6.g2795.t1, scaffold6.g2799.t1	PRW55912.1, PRW55913.1
OG0000337	scaffold1.g5526.t1	PRW56645.1
OG0000338	scaffold15.g4291.t1	PRW44850.1
OG0000338	scaffold9.g3088.t1	PRW60661.1
OG0000339	scaffold9.g3102.t1	PRW60559.1, PRW60560.1, PRW60196.1
OG0000340	scaffold9.g3256.t1	PRW60861.1
OG0000340	scaffold9.g3259.t1	PRW60384.1
OG0000341	scaffold26.g3323.t1	PRW61059.1, PRW61060.1
OG0000342	scaffold7.g3456.t1	PRW61257.1, PRW45096.1
OG0000343	scaffold7.g3510.t1	PRW45620.1, PRW45329.1, PRW58816.1, PRW05753.1, PRW39338.1
OG0000344	scaffold7.g3574.t1	PRW57755.1, PRW57877.1
OG0000345	scaffold11.g4017.t1	PRW20721.1
OG0000347	scaffold40.g5157.t1	PRW39307.1
OG0000347	scaffold23.g4118.t1	PRW58060.1
OG0000348	scaffold23.g4157.t1	PRW56818.1, PRW05915.1
OG0000349	scaffold15.g4326.t1, scaffold15.g4320.t1	PRW44946.1, PRW44862.1
OG0000350	scaffold22.g6090.t1, scaffold30.g4458.t1	PRW58766.1, PRW58765.1, PRW58764.1
OG0000351	scaffold4.g4840.t1	PRW57027.1
OG0000351	scaffold4.g4838.t1	PRW57019.1
OG0000352	scaffold4.g4937.t1	PRW44391.1
OG0000353	scaffold2.g7470.t1	PRW44524.1
OG0000354	scaffold4.g4986.t1, scaffold4.g5031.t1	PRW44255.1, PRW44253.1, PRW44254.1
OG0000355	scaffold2.g7141.t1	PRW44370.1, PRW44371.1
OG0000355	scaffold4.g5001.t1	PRW32970.1
OG0000356	scaffold4.g5026.t1, scaffold4.g5027.t1	PRW44495.1, PRW44494.1
OG0000357	scaffold25.g5081.t1	PRW32650.1
OG0000357	scaffold1.g5831.t1	PRW32651.1
OG0000358	scaffold1.g5349.t1	PRW58534.1
OG0000358	scaffold1.g5348.t1	PRW58103.1
OG0000359	scaffold1.g5422.t1	PRW50749.1
OG0000360	scaffold1.g5518.t1	PRW58215.1
OG0000361	scaffold1.g5573.t1	PRW61344.1, PRW60996.1, PRW20553.1
OG0000362	scaffold1.g5612.t1	PRW58593.1, PRW58594.1, PRW58792.1, PRW58793.1
OG0000364	scaffold1.g5710.t1, scaffold1.g5815.t1	PRW58399.1, PRW58400.1
OG0000365	scaffold27.g5998.t1	PRW60981.1
OG0000366	scaffold2.g7235.t1	PRW56405.1
OG0000366	scaffold22.g6062.t1	PRW56824.1
OG0000367	scaffold3.g6491.t1	PRW60017.1
OG0000367	scaffold3.g6575.t1	PRW59990.1
OG0000368	scaffold3.g6556.t1, scaffold3.g6558.t1	PRW60064.1
OG0000369	scaffold3.g6612.t1	PRW60042.1, PRW60041.1
OG0000370	scaffold3.g6632.t1, scaffold3.g6620.t1	PRW59702.1, PRW60150.1, PRW60149.1, PRW56049.1
OG0000371	scaffold3.g6636.t1	PRW59537.1, PRW59535.1, PRW59534.1, PRW59536.1
OG0000372	scaffold3.g6744.t1	PRW61212.1, PRW61213.1
OG0000373	scaffold2.g6789.t1	PRW61387.1
OG0000373	scaffold20.g7700.t1	PRW57345.1
OG0000374	scaffold2.g7447.t1, scaffold2.g6898.t1	PRW44324.1
OG0000375	scaffold2.g6900.t1, scaffold2.g6950.t1, scaffold2.g6949.t1	PRW61170.1
OG0000376	scaffold2.g7155.t1	PRW61014.1
OG0000376	scaffold2.g7158.t1	PRW20996.1
OG0000378	scaffold28.g7542.t1	PRW45014.1, PRW45013.1
OG0000379	scaffold12.g8090.t1	PRW33678.1
OG0000380	scaffold12.g8139.t1	PRW34073.1
OG0000381	scaffold12.g8163.t1, scaffold12.g8164.t1	PRW61428.1
OG0000382	scaffold12.g8219.t1	PRW61413.1
OG0000383	scaffold12.g8231.t1	PRW20345.1, PRW20344.1
OG0000398	scaffold2.g7017.t1	PRW45690.1
OG0000399	scaffold16.g56.t1	PRW21049.1, PRW44484.1
OG0000400	scaffold16.g93.t1	PRW45730.1
OG0000401	scaffold15.g4278.t1, scaffold16.g99.t1, scaffold15.g4277.t1	PRW50823.1
OG0000402	scaffold13.g169.t1, scaffold2.g6830.t1	PRW61360.1
OG0000403	scaffold13.g172.t1	PRW32959.1
OG0000404	scaffold13.g179.t1	PRW20791.1
OG0000404	scaffold19.g1818.t1	PRW59268.1
OG0000405	scaffold6.g2504.t1, scaffold13.g184.t1	PRW61508.1
OG0000406	scaffold13.g216.t1	PRW61342.1, PRW60441.1, PRW21136.1
OG0000407	scaffold13.g263.t1, scaffold13.g262.t1	PRW20246.1
OG0000408	scaffold7.g3475.t1, scaffold13.g287.t1, scaffold1.g5382.t1, scaffold4.g4971.t1	PRW34024.1
OG0000409	scaffold13.g311.t1	PRW20594.1, PRW20491.1
OG0000410	scaffold13.g384.t1, scaffold8.g1545.t1	PRW57371.1
OG0000411	scaffold13.g391.t1, scaffold13.g390.t1	PRW20452.1
OG0000413	scaffold17.g453.t1	PRW33099.1
OG0000414	scaffold17.g479.t1	PRW33204.1, PRW58296.1, PRW45445.1
OG0000415	scaffold40.g5149.t1, scaffold17.g579.t1	PRW33324.1
OG0000416	scaffold4.g4762.t1, scaffold17.g589.t1	PRW34019.1, PRW59269.1
OG0000417	scaffold17.g597.t1, scaffold17.g591.t1	PRW33252.1
OG0000418	scaffold12.g8288.t1, scaffold17.g593.t1	PRW57416.1
OG0000419	scaffold17.g598.t1	PRW33151.1
OG0000420	scaffold5.g631.t1	PRW58984.1, PRW50974.1, PRW32617.1, PRW57588.1, PRW45587.1
OG0000421	scaffold5.g670.t1	PRW59349.1, PRW58648.1
OG0000422	scaffold19.g1792.t1, scaffold5.g680.t1	PRW57398.1
OG0000423	scaffold5.g691.t1	PRW59047.1
OG0000424	scaffold11.g3837.t1, scaffold2.g7020.t1, scaffold5.g698.t1, scaffold5.g699.t1	PRW60779.1
OG0000425	scaffold5.g724.t1, scaffold5.g725.t1	PRW58884.1
OG0000426	scaffold5.g728.t1, scaffold5.g730.t1	PRW58990.1
OG0000427	scaffold5.g775.t1	PRW58982.1, PRW61337.1
OG0000428	scaffold5.g841.t1	PRW59315.1
OG0000429	scaffold21.g2109.t1	PRW57459.1
OG0000429	scaffold21.g2105.t1	PRW57362.1
OG0000430	scaffold5.g854.t1	PRW58992.1
OG0000430	scaffold5.g851.t1	PRW58964.1
OG0000431	scaffold5.g858.t1, scaffold5.g857.t1	PRW59351.1, PRW59352.1
OG0000432	scaffold5.g892.t1, scaffold5.g890.t1	PRW58729.1
OG0000433	scaffold5.g917.t1	PRW57239.1
OG0000433	scaffold25.g5101.t1	PRW57014.1
OG0000434	scaffold5.g926.t1, scaffold2.g7087.t1, scaffold5.g928.t1	PRW57856.1, PRW05933.1
OG0000435	scaffold14.g1019.t1, scaffold2.g7064.t1, scaffold2.g7021.t1	PRW51078.1
OG0000436	scaffold14.g1073.t1	PRW51114.1, PRW50854.1, PRW50855.1
OG0000437	scaffold14.g1168.t1	PRW50948.1
OG0000438	scaffold14.g1184.t1, scaffold3.g6578.t1	PRW50769.1, PRW50775.1, PRW50774.1
OG0000439	scaffold14.g1196.t1, scaffold2.g7078.t1	PRW51001.1, PRW51071.1
OG0000440	scaffold14.g1229.t1	PRW20264.1
OG0000441	scaffold14.g1263.t1, scaffold21.g2171.t1	PRW45589.1
OG0000442	scaffold14.g1286.t1	PRW51108.1
OG0000442	scaffold14.g1273.t1	PRW50794.1
OG0000443	scaffold14.g1294.t1	PRW59356.1
OG0000443	scaffold19.g1849.t1	PRW59355.1
OG0000444	scaffold14.g1330.t1	PRW61135.1
OG0000445	scaffold14.g1348.t1	PRW50896.1
OG0000446	scaffold4.g4967.t1	PRW44411.1
OG0000447	scaffold8.g1392.t1, scaffold9.g3258.t1, scaffold12.g8112.t1	PRW33950.1
OG0000448	scaffold8.g1487.t1, scaffold6.g2749.t1	PRW45481.1, PRW45480.1
OG0000449	scaffold8.g1495.t1	PRW18290.1
OG0000449	scaffold8.g1496.t1	PRW18309.1
OG0000450	scaffold8.g1526.t1	PRW18396.1, PRW58976.1
OG0000451	scaffold8.g1529.t1	PRW18353.1
OG0000451	scaffold8.g1530.t1	PRW18339.1
OG0000452	scaffold8.g1624.t1	PRW39283.1
OG0000453	scaffold8.g1633.t1	PRW61500.1
OG0000454	scaffold8.g1683.t1	PRW61613.1
OG0000455	scaffold27.g6010.t1, scaffold20.g7734.t1	PRW50945.1
OG0000455	scaffold8.g1705.t1	PRW20612.1
OG0000456	scaffold20.g7631.t1, scaffold19.g1823.t1	PRW58543.1
OG0000457	scaffold19.g1829.t1	PRW20797.1
OG0000457	scaffold19.g1830.t1	PRW20846.1
OG0000458	scaffold19.g1871.t1, scaffold19.g1868.t1	PRW56952.1, PRW56953.1
OG0000459	scaffold18.g2008.t1, scaffold18.g1995.t1	PRW56632.1
OG0000461	scaffold18.g2045.t1, scaffold2.g7401.t1	PRW57844.1
OG0000462	scaffold21.g2218.t1	PRW45720.1
OG0000462	scaffold21.g2155.t1	PRW45614.1
OG0000463	scaffold21.g2207.t1, scaffold37.g4387.t1	PRW45450.1, PRW45425.1, PRW45622.1
OG0000464	scaffold21.g2216.t1	PRW57650.1
OG0000464	scaffold12.g8216.t1	PRW44883.1
OG0000465	scaffold22.g6065.t1, scaffold15.g4340.t1, scaffold21.g2223.t1	PRW56610.1
OG0000466	scaffold22.g6100.t1, scaffold7.g3739.t1, scaffold10.g2244.t1, scaffold2.g7398.t1	PRW57965.1, PRW60222.1
OG0000467	scaffold10.g2263.t1, scaffold2.g7466.t1	PRW39147.1
OG0000468	scaffold10.g2311.t1	PRW39289.1, PRW39290.1
OG0000469	scaffold1.g5392.t1, scaffold2.g7328.t1, scaffold10.g2316.t1	PRW05928.1
OG0000470	scaffold10.g2417.t1	PRW60862.1, PRW61223.1
OG0000471	scaffold9.g3123.t1	PRW60850.1
OG0000471	scaffold6.g2507.t1	PRW45619.1
OG0000472	scaffold6.g2526.t1	PRW61160.1, PRW61159.1
OG0000473	scaffold6.g2600.t1	PRW45136.1
OG0000474	scaffold6.g2817.t1	PRW55952.1
OG0000475	scaffold20.g7875.t1	PRW20839.1
OG0000475	scaffold6.g2687.t1	PRW59075.1
OG0000476	scaffold1.g5374.t1, scaffold6.g2810.t1	PRW33815.1, PRW33816.1
OG0000477	scaffold6.g2847.t1	PRW61353.1
OG0000478	scaffold6.g2851.t1	PRW56343.1
OG0000478	scaffold3.g6442.t1	PRW59910.1
OG0000479	scaffold24.g2945.t1	PRW33643.1, PRW33658.1, PRW33659.1
OG0000480	scaffold24.g2975.t1	PRW05851.1
OG0000481	scaffold24.g2978.t1	PRW33732.1
OG0000482	scaffold24.g2984.t1, scaffold24.g2983.t1	PRW33603.1, PRW33602.1
OG0000483	scaffold9.g3027.t1	PRW60462.1
OG0000483	scaffold15.g4327.t1	PRW50936.1
OG0000484	scaffold9.g3090.t1, scaffold9.g3066.t1	PRW44400.1, PRW44401.1
OG0000485	scaffold9.g3100.t1	PRW45033.1, PRW59698.1
OG0000486	scaffold9.g3125.t1	PRW60785.1
OG0000487	scaffold2.g7286.t1	PRW56705.1
OG0000487	scaffold9.g3213.t1	PRW56495.1
OG0000489	scaffold9.g3298.t1, scaffold9.g3297.t1	PRW60470.1
OG0000490	scaffold9.g3306.t1	PRW60501.1, PRW50871.1
OG0000491	scaffold29.g5934.t1, scaffold26.g3347.t1	PRW20354.1
OG0000492	scaffold7.g3371.t1	PRW33924.1, PRW33923.1
OG0000493	scaffold7.g3418.t1, scaffold7.g3416.t1	PRW57952.1
OG0000494	scaffold7.g3435.t1	PRW57672.1, PRW60323.1
OG0000495	scaffold7.g3493.t1	PRW58054.1
OG0000495	scaffold20.g7822.t1	PRW56986.1
OG0000496	scaffold7.g3629.t1	PRW45661.1, PRW45660.1
OG0000497	scaffold7.g3684.t1	PRW57905.1
OG0000498	scaffold7.g3701.t1	PRW33869.1, PRW45713.1
OG0000499	scaffold7.g3751.t1	PRW45370.1
OG0000499	scaffold28.g7545.t1	PRW45250.1, PRW45251.1
OG0000500	scaffold2.g7511.t1	PRW33868.1
OG0000500	scaffold7.g3761.t1	PRW20706.1
OG0000501	scaffold11.g3841.t1	PRW60639.1, PRW60833.1, PRW60366.1
OG0000502	scaffold11.g3929.t1	PRW60497.1
OG0000503	scaffold11.g3965.t1	PRW60456.1
OG0000503	scaffold11.g3964.t1	PRW60313.1
OG0000504	scaffold23.g4111.t1	PRW56772.1, PRW56831.1
OG0000505	scaffold23.g4151.t1	PRW58099.1, PRW44896.1
OG0000506	scaffold15.g4217.t1	PRW45064.1
OG0000506	scaffold15.g4216.t1	PRW45097.1
OG0000507	scaffold15.g4239.t1	PRW39302.1
OG0000508	scaffold15.g4311.t1, scaffold15.g4312.t1	PRW45104.1
OG0000509	scaffold15.g4364.t1, scaffold3.g6325.t1	PRW60457.1
OG0000510	scaffold15.g4369.t1	PRW21124.1
OG0000511	scaffold4.g4586.t1	PRW57490.1
OG0000512	scaffold4.g4688.t1, scaffold4.g4689.t1	PRW59290.1
OG0000514	scaffold4.g4777.t1	PRW59059.1
OG0000514	scaffold4.g4776.t1	PRW58893.1
OG0000515	scaffold4.g4899.t1	PRW44623.1, PRW44622.1
OG0000516	scaffold4.g4932.t1	PRW44449.1, PRW57633.1
OG0000518	scaffold36.g5074.t1	PRW20550.1
OG0000519	scaffold25.g5130.t1	PRW57605.1
OG0000519	scaffold25.g5132.t1	PRW57872.1
OG0000520	scaffold40.g5151.t1	PRW39135.1
OG0000521	scaffold2.g7273.t1	PRW58092.1
OG0000521	scaffold1.g5223.t1	PRW58473.1
OG0000522	scaffold1.g5253.t1	PRW58282.1, PRW58711.1
OG0000523	scaffold1.g5257.t1	PRW58664.1, PRW58663.1
OG0000524	scaffold1.g5318.t1, scaffold1.g5319.t1	PRW58697.1
OG0000525	scaffold1.g5406.t1	PRW59664.1
OG0000526	scaffold1.g5491.t1, scaffold1.g5411.t1, scaffold1.g5429.t1	PRW58640.1
OG0000527	scaffold1.g5619.t1, scaffold1.g5494.t1	PRW58557.1, PRW58561.1
OG0000528	scaffold1.g5506.t1	PRW58410.1, PRW58120.1
OG0000529	scaffold1.g5553.t1	PRW32685.1, PRW32671.1
OG0000530	scaffold1.g5582.t1	PRW58289.1
OG0000531	scaffold1.g5583.t1	PRW58149.1
OG0000532	scaffold1.g5599.t1	PRW58786.1, PRW58787.1, PRW58809.1
OG0000533	scaffold1.g5614.t1	PRW58624.1, PRW58666.1
OG0000534	scaffold1.g5630.t1	PRW57462.1
OG0000534	scaffold2.g7184.t1	PRW57177.1
OG0000536	scaffold12.g7930.t1, scaffold448.g5908.t1, scaffold12.g7931.t1	PRW58031.1, PRW58030.1
OG0000537	scaffold29.g5938.t1	PRW61418.1, PRW45465.1
OG0000538	scaffold29.g5948.t1	PRW45701.1
OG0000538	scaffold29.g5940.t1	PRW45592.1
OG0000539	scaffold29.g5951.t1	PRW45510.1
OG0000540	scaffold12.g8271.t1, scaffold22.g6046.t1	PRW20335.1
OG0000541	scaffold22.g6125.t1	PRW56820.1
OG0000542	scaffold22.g6151.t1, scaffold22.g6149.t1	PRW56646.1, PRW56647.1
OG0000543	scaffold3.g6206.t1	PRW58620.1
OG0000543	scaffold3.g6207.t1	PRW59614.1
OG0000544	scaffold3.g6211.t1	PRW59553.1, PRW60009.1
OG0000546	scaffold3.g6256.t1	PRW59464.1
OG0000547	scaffold3.g6262.t1, scaffold2.g7405.t1, scaffold2.g7406.t1	PRW59700.1
OG0000548	scaffold3.g6283.t1, scaffold12.g8153.t1	PRW33002.1
OG0000549	scaffold3.g6318.t1	PRW59592.1
OG0000550	scaffold3.g6471.t1	PRW59954.1, PRW60123.1, PRW59829.1, PRW59739.1
OG0000551	scaffold3.g6507.t1	PRW59792.1
OG0000552	scaffold3.g6695.t1	PRW59781.1
OG0000552	scaffold3.g6694.t1	PRW59687.1
OG0000553	scaffold3.g6729.t1, scaffold3.g6730.t1	PRW60097.1, PRW60098.1
OG0000554	scaffold2.g6883.t1, scaffold2.g6882.t1	PRW61587.1, PRW61588.1
OG0000555	scaffold2.g7039.t1	PRW61410.1
OG0000556	scaffold2.g7103.t1, scaffold2.g7105.t1	PRW50797.1
OG0000558	scaffold2.g7245.t1	PRW32984.1
OG0000559	scaffold2.g7332.t1, scaffold2.g7330.t1	PRW20297.1, PRW20296.1
OG0000560	scaffold2.g7344.t1, scaffold2.g7343.t1	PRW20232.1
OG0000561	scaffold2.g7348.t1	PRW57293.1, PRW60911.1, PRW45635.1, PRW45610.1, PRW45611.1
OG0000562	scaffold2.g7397.t1	PRW45569.1
OG0000563	scaffold12.g8137.t1, scaffold2.g7489.t1	PRW33984.1
OG0000564	scaffold28.g7569.t1, scaffold28.g7554.t1, scaffold28.g7571.t1	PRW58753.1
OG0000565	scaffold20.g7650.t1	PRW57439.1
OG0000565	scaffold20.g7651.t1	PRW57285.1
OG0000566	scaffold20.g7759.t1	PRW61232.1
OG0000567	scaffold20.g7819.t1, scaffold20.g7836.t1	PRW57517.1
OG0000568	scaffold20.g7864.t1	PRW20811.1, PRW20813.1, PRW20812.1
OG0000569	scaffold20.g7871.t1	PRW20788.1
OG0000570	scaffold12.g7945.t1	PRW57785.1
OG0000571	scaffold12.g8100.t1, scaffold12.g8105.t1	PRW34003.1, PRW34004.1
OG0000572	scaffold12.g8127.t1, scaffold12.g8151.t1	PRW34000.1
OG0000573	scaffold12.g8177.t1	PRW61174.1, PRW61175.1
OG0000574	scaffold12.g8234.t1	PRW20431.1
OG0000575	scaffold12.g8298.t1	PRW20358.1
OG0000575	scaffold12.g8297.t1	PRW20357.1
OG0000592	scaffold16.g38.t1	PRW32934.1
OG0000593	scaffold16.g51.t1	PRW45537.1
OG0000594	scaffold1.g5340.t1, scaffold16.g64.t1	PRW33588.1
OG0000595	scaffold16.g126.t1, scaffold24.g2946.t1	PRW33538.1
OG0000596	scaffold13.g177.t1	PRW58167.1
OG0000597	scaffold13.g213.t1	PRW32955.1, PRW32956.1, PRW33009.1, PRW32957.1
OG0000598	scaffold13.g214.t1	PRW33035.1
OG0000599	scaffold13.g231.t1	PRW20221.1
OG0000600	scaffold13.g261.t1	PRW20211.1
OG0000601	scaffold13.g268.t1	PRW20228.1
OG0000602	scaffold13.g373.t1	PRW20538.1
OG0000603	scaffold13.g376.t1	PRW61386.1
OG0000604	scaffold20.g7747.t1	PRW57269.1
OG0000604	scaffold17.g444.t1	PRW57232.1
OG0000605	scaffold17.g462.t1	PRW33297.1
OG0000606	scaffold17.g507.t1, scaffold11.g3854.t1	PRW60436.1, PRW60437.1
OG0000607	scaffold17.g511.t1	PRW33201.1
OG0000607	scaffold3.g6472.t1	PRW60148.1
OG0000608	scaffold17.g520.t1	PRW60745.1
OG0000609	scaffold17.g523.t1, scaffold17.g524.t1, scaffold8.g1646.t1	PRW56422.1
OG0000610	scaffold17.g560.t1	PRW33247.1
OG0000611	scaffold17.g573.t1	PRW58716.1, PRW45574.1, PRW56871.1, PRW56870.1, PRW56542.1, PRW33507.1
OG0000612	scaffold5.g632.t1	PRW59078.1, PRW59077.1
OG0000613	scaffold5.g682.t1	PRW59033.1
OG0000614	scaffold5.g687.t1, scaffold5.g688.t1	PRW59272.1
OG0000615	scaffold5.g717.t1	PRW58960.1
OG0000616	scaffold5.g772.t1	PRW59436.1, PRW59312.1
OG0000617	scaffold5.g792.t1	PRW58975.1
OG0000618	scaffold8.g1637.t1, scaffold5.g907.t1, scaffold8.g1618.t1, scaffold8.g1662.t1	PRW33196.1
OG0000619	scaffold1.g5698.t1, scaffold5.g910.t1, scaffold18.g1985.t1	PRW59341.1, PRW59342.1
OG0000620	scaffold5.g925.t1	PRW59383.1
OG0000621	scaffold5.g931.t1	PRW58981.1, PRW58979.1, PRW58980.1
OG0000622	scaffold5.g960.t1	PRW59180.1
OG0000622	scaffold5.g947.t1	PRW59213.1
OG0000623	scaffold20.g7731.t1	PRW59121.1
OG0000624	scaffold25.g5126.t1, scaffold5.g1001.t1	PRW57819.1
OG0000625	scaffold14.g1024.t1, scaffold24.g2968.t1	PRW33618.1, PRW33536.1, PRW33692.1, PRW33572.1, PRW33571.1
OG0000626	scaffold14.g1045.t1	PRW45455.1
OG0000627	scaffold14.g1051.t1	PRW50879.1, PRW50878.1
OG0000628	scaffold14.g1116.t1	PRW32629.1, PRW32601.1
OG0000629	scaffold7.g3542.t1	PRW44480.1
OG0000629	scaffold14.g1145.t1	PRW51093.1
OG0000630	scaffold14.g1204.t1, scaffold14.g1205.t1	PRW50844.1, PRW50843.1
OG0000631	scaffold14.g1209.t1	PRW44890.1
OG0000632	scaffold14.g1230.t1, scaffold2.g7014.t1	PRW61421.1
OG0000633	scaffold14.g1285.t1	PRW61153.1
OG0000634	scaffold14.g1296.t1	PRW56605.1
OG0000635	scaffold8.g1597.t1	PRW20606.1
OG0000636	scaffold3.g6735.t1, scaffold8.g1356.t1	PRW39341.1
OG0000637	scaffold37.g4390.t1, scaffold8.g1359.t1	PRW56183.1, PRW56184.1
OG0000638	scaffold6.g2881.t1, scaffold12.g7963.t1, scaffold15.g4210.t1, scaffold8.g1362.t1	PRW55900.1
OG0000639	scaffold23.g4158.t1	PRW44865.1
OG0000639	scaffold8.g1375.t1	PRW57907.1
OG0000640	scaffold8.g1403.t1	PRW56093.1, PRW56092.1
OG0000641	scaffold43.g4484.t1, scaffold8.g1409.t1, scaffold10.g2363.t1	PRW39281.1
OG0000642	scaffold8.g1443.t1	PRW61393.1, PRW61392.1, PRW61391.1
OG0000643	scaffold3.g6371.t1	PRW56216.1
OG0000643	scaffold8.g1453.t1	PRW56215.1
OG0000644	scaffold8.g1459.t1	PRW56091.1, PRW56098.1
OG0000645	scaffold2.g6960.t1, scaffold6.g2622.t1, scaffold8.g1553.t1, scaffold20.g7894.t1	PRW45479.1
OG0000646	scaffold8.g1561.t1	PRW18320.1
OG0000647	scaffold8.g1621.t1	PRW61504.1
OG0000648	scaffold8.g1668.t1	PRW20686.1
OG0000649	scaffold8.g1684.t1	PRW20717.1
OG0000649	scaffold11.g4044.t1	PRW20736.1
OG0000650	scaffold11.g4026.t1, scaffold11.g4028.t1, scaffold8.g1685.t1	PRW57165.1
OG0000651	scaffold19.g1757.t1	PRW20831.1, PRW20830.1
OG0000652	scaffold19.g1790.t1	PRW56958.1, PRW56957.1
OG0000653	scaffold19.g1814.t1	PRW45640.1
OG0000654	scaffold19.g1839.t1, scaffold2.g7422.t1	PRW20893.1
OG0000655	scaffold6.g2614.t1, scaffold18.g1881.t1	PRW56797.1
OG0000656	scaffold18.g1949.t1	PRW56553.1
OG0000657	scaffold18.g1960.t1	PRW45538.1, PRW61216.1
OG0000659	scaffold21.g2069.t1	PRW57187.1
OG0000660	scaffold21.g2084.t1, scaffold21.g2083.t1	PRW57249.1
OG0000661	scaffold21.g2088.t1	PRW60565.1, PRW60375.1
OG0000662	scaffold21.g2176.t1	PRW45685.1
OG0000663	scaffold10.g2268.t1	PRW05769.1
OG0000664	scaffold10.g2280.t1, scaffold10.g2290.t1	PRW05798.1
OG0000665	scaffold10.g2319.t1	PRW39144.1, PRW39287.1
OG0000666	scaffold10.g2346.t1, scaffold2.g7143.t1	PRW56497.1
OG0000668	scaffold10.g2475.t1, scaffold10.g2472.t1	PRW39395.1
OG0000669	scaffold26.g3361.t1, scaffold10.g2477.t1	PRW32669.1
OG0000670	scaffold10.g2487.t1, scaffold43.g4487.t1	PRW20205.1, PRW20204.1, PRW34084.1
OG0000671	scaffold10.g2488.t1	PRW21068.1, PRW21066.1, PRW21067.1
OG0000672	scaffold6.g2546.t1, scaffold3.g6337.t1	PRW44240.1
OG0000673	scaffold6.g2547.t1	PRW56929.1
OG0000674	scaffold6.g2570.t1, scaffold6.g2571.t1	PRW44496.1
OG0000675	scaffold6.g2579.t1	PRW56807.1, PRW56806.1
OG0000676	scaffold6.g2603.t1	PRW56465.1
OG0000677	scaffold6.g2627.t1	PRW56103.1
OG0000678	scaffold6.g2637.t1	PRW56272.1
OG0000679	scaffold6.g2754.t1	PRW55969.1, PRW59014.1, PRW39288.1, PRW59250.1
OG0000680	scaffold6.g2763.t1	PRW56033.1
OG0000681	scaffold6.g2796.t1	PRW56066.1
OG0000682	scaffold6.g2827.t1	PRW32611.1, PRW55931.1
OG0000683	scaffold6.g2839.t1, scaffold6.g2832.t1	PRW55996.1
OG0000684	scaffold4.g5025.t1	PRW44354.1, PRW44353.1
OG0000685	scaffold6.g2908.t1	PRW56262.1, PRW55945.1
OG0000686	scaffold1.g5745.t1, scaffold6.g2918.t1	PRW58116.1
OG0000687	scaffold24.g2944.t1, scaffold1.g5175.t1	PRW33594.1
OG0000689	scaffold9.g3243.t1, scaffold9.g3080.t1	PRW60673.1
OG0000690	scaffold9.g3158.t1	PRW60444.1, PRW60443.1
OG0000691	scaffold9.g3181.t1, scaffold12.g8076.t1	PRW60354.1, PRW60355.1
OG0000692	scaffold9.g3290.t1	PRW60381.1
OG0000693	scaffold26.g3317.t1	PRW61156.1
OG0000694	scaffold26.g3336.t1	PRW45523.1
OG0000695	scaffold7.g3385.t1	PRW20630.1
OG0000696	scaffold7.g3459.t1, scaffold7.g3458.t1	PRW33883.1
OG0000697	scaffold7.g3471.t1	PRW33882.1, PRW33881.1
OG0000698	scaffold7.g3486.t1	PRW34047.1, PRW34046.1
OG0000699	scaffold12.g8199.t1, scaffold7.g3509.t1	PRW45603.1, PRW45459.1
OG0000700	scaffold7.g3668.t1	PRW33853.1
OG0000701	scaffold7.g3677.t1, scaffold2.g7237.t1	PRW60648.1, PRW21016.1
OG0000702	scaffold7.g3688.t1	PRW33931.1
OG0000702	scaffold7.g3699.t1	PRW33829.1
OG0000703	scaffold7.g3696.t1	PRW51013.1
OG0000703	scaffold4.g4770.t1	PRW51012.1, PRW51011.1
OG0000704	scaffold7.g3737.t1	PRW57787.1, PRW57786.1, PRW57788.1
