Orthogroup	a99_genome_proteins	c_variabilis_genome_proteins
OG0000299	scaffold5.g702.t1	XP_005843767.1
OG0000300	scaffold22.g6079.t1	XP_005850246.1
OG0000300	scaffold5.g744.t1, scaffold2.g6910.t1	XP_005848171.1
OG0000301	scaffold5.g748.t1	XP_005849629.1
OG0000302	scaffold5.g785.t1	XP_005849694.1
OG0000303	scaffold2.g7291.t1, scaffold5.g921.t1	XP_005842938.1
OG0000303	scaffold19.g1752.t1	XP_005847945.1
OG0000304	scaffold5.g950.t1	XP_005844273.1
OG0000304	scaffold1.g5818.t1	XP_005845339.1
OG0000305	scaffold3.g6417.t1	XP_005846476.1
OG0000305	scaffold5.g1008.t1	XP_005849546.1
OG0000306	scaffold14.g1043.t1, scaffold14.g1042.t1, scaffold14.g1017.t1	XP_005848772.1
OG0000307	scaffold14.g1067.t1	XP_005848765.1
OG0000307	scaffold14.g1219.t1	XP_005848884.1
OG0000308	scaffold14.g1085.t1	XP_005848755.1
OG0000309	scaffold14.g1097.t1, scaffold14.g1105.t1	XP_005848748.1
OG0000310	scaffold18.g2003.t1	XP_005847549.1, XP_005851707.1
OG0000310	scaffold23.g4114.t1, scaffold27.g6003.t1, scaffold14.g1121.t1, scaffold9.g3005.t1, scaffold27.g6022.t1, scaffold28.g7536.t1	XP_005843531.1
OG0000311	scaffold14.g1206.t1	XP_005850883.1
OG0000311	scaffold8.g1418.t1	XP_005850879.1
OG0000312	scaffold14.g1234.t1	XP_005850693.1, XP_005848865.1
OG0000313	scaffold7.g3454.t1	XP_005850942.1
OG0000313	scaffold14.g1270.t1, scaffold9.g3085.t1	XP_005852102.1
OG0000315	scaffold6.g2734.t1	XP_005850943.1
OG0000315	scaffold8.g1719.t1	XP_005850939.1
OG0000316	scaffold19.g1796.t1	XP_005848082.1
OG0000316	scaffold19.g1765.t1	XP_005847937.1
OG0000317	scaffold19.g1770.t1	XP_005848102.1
OG0000318	scaffold19.g1804.t1	XP_005847928.1
OG0000319	scaffold2.g7465.t1	XP_005851917.1
OG0000319	scaffold19.g1828.t1	XP_005848125.1
OG0000320	scaffold18.g1924.t1	XP_005850218.1
OG0000320	scaffold6.g2731.t1	XP_005850945.1
OG0000321	scaffold18.g1989.t1, scaffold42.g4470.t1, scaffold32.g3830.t1	XP_005844383.1
OG0000323	scaffold20.g7851.t1, scaffold10.g2317.t1, scaffold3.g6276.t1	XP_005846334.1
OG0000324	scaffold10.g2328.t1	XP_005846033.1, XP_005846031.1, XP_005846032.1
OG0000325	scaffold10.g2336.t1	XP_005845984.1
OG0000325	scaffold10.g2334.t1	XP_005845985.1
OG0000326	scaffold10.g2343.t1	XP_005844455.1
OG0000326	scaffold2.g6791.t1	XP_005842621.1
OG0000327	scaffold2.g7110.t1	XP_005848662.1
OG0000327	scaffold10.g2348.t1	XP_005845177.1
OG0000328	scaffold4.g4722.t1	XP_005842589.1
OG0000328	scaffold10.g2350.t1	XP_005845064.1, XP_005843193.1
OG0000329	scaffold10.g2356.t1	XP_005846000.1
OG0000330	scaffold1.g5672.t1, scaffold394.g5905.t1, scaffold1.g5675.t1, scaffold3.g6243.t1, scaffold1.g5884.t1, scaffold10.g2476.t1	XP_005851551.1
OG0000331	scaffold2.g7377.t1	XP_005844084.1
OG0000331	scaffold6.g2518.t1	XP_005845113.1
OG0000332	scaffold6.g2575.t1	XP_005850183.1, XP_005843273.1, XP_005850180.1
OG0000333	scaffold7.g3488.t1, scaffold6.g2646.t1	XP_005851275.1
OG0000333	scaffold6.g2661.t1	XP_005850929.1
OG0000334	scaffold6.g2667.t1	XP_005850925.1
OG0000335	scaffold6.g2807.t1	XP_005850742.1
OG0000335	scaffold6.g2714.t1	XP_005851027.1
OG0000336	scaffold6.g2795.t1, scaffold6.g2799.t1	XP_005850739.1
OG0000337	scaffold4.g4855.t1, scaffold24.g2986.t1, scaffold4.g4856.t1	XP_005850099.1
OG0000337	scaffold1.g5526.t1	XP_005850100.1
OG0000338	scaffold15.g4291.t1	XP_005848335.1
OG0000338	scaffold9.g3088.t1	XP_005851767.1
OG0000339	scaffold9.g3102.t1	XP_005851977.1, XP_005852109.1
OG0000340	scaffold9.g3256.t1	XP_005851745.1
OG0000340	scaffold9.g3259.t1	XP_005847707.1
OG0000341	scaffold53.g4530.t1	XP_005844292.1
OG0000341	scaffold26.g3323.t1	XP_005844291.1
OG0000342	scaffold7.g3456.t1	XP_005848212.1, XP_005848567.1
OG0000343	scaffold7.g3510.t1	XP_005847626.1
OG0000347	scaffold40.g5157.t1	XP_005844889.1
OG0000347	scaffold23.g4118.t1	XP_005850889.1
OG0000348	scaffold23.g4157.t1	XP_005846647.1, XP_005850174.1
OG0000349	scaffold15.g4326.t1, scaffold15.g4320.t1	XP_005848546.1, XP_005848354.1
OG0000350	scaffold22.g6090.t1	XP_005849967.1
OG0000350	scaffold30.g4458.t1	XP_005849708.1
OG0000351	scaffold4.g4840.t1	XP_005847052.1
OG0000351	scaffold4.g4838.t1	XP_005842631.1, XP_005846875.1
OG0000352	scaffold4.g4937.t1	XP_005842651.1, XP_005847515.1
OG0000353	scaffold4.g4963.t1	XP_005847452.1
OG0000353	scaffold2.g7470.t1	XP_005847451.1
OG0000354	scaffold4.g4986.t1	XP_005847454.1, XP_005847455.1
OG0000355	scaffold2.g7141.t1	XP_005848633.1
OG0000355	scaffold4.g5001.t1	XP_005847352.1
OG0000356	scaffold4.g5026.t1	XP_005847309.1
OG0000356	scaffold4.g5027.t1	XP_005847308.1
OG0000357	scaffold25.g5081.t1	XP_005843049.1
OG0000357	scaffold1.g5831.t1	XP_005842662.1
OG0000358	scaffold1.g5349.t1	XP_005851450.1
OG0000358	scaffold1.g5348.t1	XP_005851449.1
OG0000359	scaffold1.g5422.t1	XP_005849862.1, XP_005852048.1
OG0000360	scaffold1.g5518.t1	XP_005851632.1
OG0000361	scaffold1.g5573.t1	XP_005844270.1
OG0000362	scaffold1.g5612.t1	XP_005851307.1, XP_005849857.1
OG0000363	scaffold1.g5627.t1	XP_005851239.1
OG0000364	scaffold1.g5710.t1	XP_005851293.1
OG0000364	scaffold1.g5815.t1	XP_005851292.1
OG0000365	scaffold27.g5998.t1	XP_005844169.1
OG0000366	scaffold2.g7235.t1	XP_005850298.1
OG0000366	scaffold22.g6062.t1	XP_005850299.1
OG0000367	scaffold3.g6491.t1	XP_005845503.1
OG0000367	scaffold3.g6575.t1	XP_005845501.1
OG0000368	scaffold3.g6556.t1, scaffold3.g6558.t1	XP_005843979.1, XP_005845494.1, XP_005846720.1, XP_005845496.1
OG0000369	scaffold3.g6612.t1	XP_005845434.1
OG0000370	scaffold3.g6632.t1, scaffold3.g6620.t1	XP_005845617.1, XP_005850263.1
OG0000371	scaffold3.g6636.t1	XP_005851395.1
OG0000372	scaffold3.g6744.t1	XP_005843506.1, XP_005850569.1
OG0000373	scaffold2.g6789.t1	XP_005844402.1
OG0000373	scaffold20.g7700.t1	XP_005846914.1
OG0000374	scaffold2.g7447.t1	XP_005851009.1
OG0000374	scaffold2.g6898.t1	XP_005846001.1
OG0000375	scaffold2.g6900.t1	XP_005845650.1
OG0000375	scaffold2.g6950.t1, scaffold2.g6949.t1	XP_005845651.1
OG0000376	scaffold2.g7158.t1	XP_005844713.1
OG0000377	scaffold2.g7193.t1	XP_005842697.1
OG0000378	scaffold28.g7542.t1	XP_005848651.1
OG0000379	scaffold12.g8090.t1	XP_005845723.1
OG0000380	scaffold12.g8139.t1	XP_005844248.1
OG0000381	scaffold12.g8163.t1, scaffold12.g8164.t1	XP_005843151.1
OG0000382	scaffold12.g8219.t1	XP_005843704.1
OG0000383	scaffold12.g8231.t1	XP_005843665.1, XP_005847334.1, XP_005844642.1
OG0000398	scaffold16.g14.t1	XP_005846627.1
OG0000398	scaffold2.g7017.t1	XP_005845676.1
OG0000399	scaffold16.g56.t1	XP_005847248.1
OG0000400	scaffold16.g93.t1	XP_005846670.1, XP_005850427.1
OG0000401	scaffold15.g4278.t1, scaffold16.g99.t1, scaffold15.g4277.t1	XP_005848937.1, XP_005848936.1
OG0000402	scaffold13.g169.t1	XP_005844261.1
OG0000402	scaffold2.g6830.t1	XP_005844258.1
OG0000403	scaffold13.g172.t1	XP_005844090.1
OG0000404	scaffold13.g179.t1	XP_005848114.1
OG0000405	scaffold6.g2504.t1	XP_005843580.1
OG0000405	scaffold13.g184.t1	XP_005843579.1
OG0000406	scaffold13.g216.t1	XP_005844035.1, XP_005850580.1, XP_005844754.1
OG0000407	scaffold13.g263.t1	XP_005842691.1
OG0000407	scaffold13.g262.t1	XP_005844119.1
OG0000408	scaffold7.g3475.t1, scaffold13.g287.t1, scaffold1.g5382.t1, scaffold4.g4971.t1	XP_005849067.1
OG0000409	scaffold13.g311.t1	XP_005844575.1, XP_005844573.1
OG0000410	scaffold13.g384.t1, scaffold8.g1545.t1	XP_005842865.1, XP_005846879.1
OG0000411	scaffold13.g391.t1	XP_005844534.1
OG0000411	scaffold13.g390.t1	XP_005844634.1
OG0000412	scaffold5.g981.t1, scaffold5.g982.t1, scaffold13.g406.t1	XP_005843616.1, XP_005844005.1
OG0000413	scaffold17.g453.t1	XP_005849125.1, XP_005844936.1
OG0000414	scaffold17.g479.t1	XP_005844838.1, XP_005844839.1
OG0000415	scaffold40.g5149.t1	XP_005844992.1
OG0000415	scaffold17.g579.t1	XP_005844993.1
OG0000416	scaffold4.g4762.t1, scaffold17.g589.t1	XP_005843203.1, XP_005849776.1
OG0000417	scaffold17.g597.t1	XP_005844855.1
OG0000417	scaffold17.g591.t1	XP_005844851.1
OG0000419	scaffold5.g603.t1	XP_005844966.1
OG0000419	scaffold17.g598.t1	XP_005844965.1
OG0000420	scaffold5.g631.t1	XP_005846801.1
OG0000421	scaffold5.g670.t1	XP_005843771.1, XP_005850074.1
OG0000422	scaffold5.g680.t1	XP_005847925.1
OG0000423	scaffold5.g691.t1	XP_005843820.1
OG0000424	scaffold11.g3837.t1, scaffold2.g7020.t1, scaffold5.g698.t1, scaffold5.g699.t1	XP_005851923.1, XP_005852247.1
OG0000425	scaffold5.g724.t1	XP_005849062.1, XP_005849634.1
OG0000425	scaffold5.g725.t1	XP_005849633.1
OG0000426	scaffold5.g728.t1	XP_005849896.1
OG0000426	scaffold5.g730.t1	XP_005849895.1
OG0000427	scaffold5.g775.t1	XP_005849678.1, XP_005852185.1
OG0000428	scaffold5.g841.t1	XP_005849589.1
OG0000429	scaffold21.g2109.t1, scaffold5.g850.t1, scaffold21.g2105.t1	XP_005846894.1
OG0000430	scaffold5.g854.t1	XP_005849580.1
OG0000430	scaffold5.g851.t1	XP_005849581.1
OG0000431	scaffold5.g858.t1, scaffold5.g857.t1	XP_005849618.1
OG0000432	scaffold5.g892.t1	XP_005849917.1
OG0000432	scaffold5.g890.t1	XP_005849916.1, YP_009094927.1
OG0000433	scaffold5.g917.t1	XP_005847011.1
OG0000433	scaffold25.g5101.t1	XP_005848029.1
OG0000435	scaffold14.g1019.t1	XP_005848776.1
OG0000436	scaffold14.g1073.t1	XP_005843510.1
OG0000437	scaffold2.g7493.t1	XP_005844154.1
OG0000437	scaffold14.g1168.t1	XP_005848729.1
OG0000438	scaffold14.g1184.t1, scaffold3.g6578.t1	XP_005848741.1, XP_005848948.1
OG0000439	scaffold14.g1196.t1, scaffold2.g7078.t1	XP_005848673.1
OG0000441	scaffold14.g1263.t1, scaffold21.g2171.t1	XP_005845117.1
OG0000442	scaffold14.g1286.t1	XP_005848652.1
OG0000442	scaffold14.g1273.t1	XP_005848852.1
OG0000443	scaffold14.g1294.t1	XP_005843752.1
OG0000443	scaffold19.g1849.t1	XP_005850081.1
OG0000444	scaffold14.g1330.t1	XP_005843632.1
OG0000445	scaffold14.g1348.t1	XP_005848812.1
OG0000446	scaffold4.g4967.t1	XP_005847320.1
OG0000446	scaffold8.g1371.t1	XP_005847145.1
OG0000447	scaffold8.g1392.t1, scaffold9.g3258.t1, scaffold12.g8112.t1	XP_005847667.1
OG0000448	scaffold6.g2749.t1	XP_005845028.1
OG0000449	scaffold8.g1495.t1	XP_005850810.1
OG0000449	scaffold8.g1496.t1	XP_005850811.1
OG0000450	scaffold8.g1526.t1	XP_005850498.1, XP_005849808.1
OG0000451	scaffold8.g1529.t1	XP_005850799.1
OG0000451	scaffold8.g1530.t1	XP_005850800.1
OG0000452	scaffold8.g1624.t1	XP_005844998.1
OG0000453	scaffold8.g1633.t1	XP_005843523.1, XP_005842773.1
OG0000454	scaffold8.g1683.t1	XP_005843560.1
OG0000455	scaffold27.g6010.t1, scaffold20.g7734.t1	XP_005845510.1
OG0000455	scaffold8.g1705.t1	XP_005843949.1
OG0000456	scaffold20.g7631.t1, scaffold19.g1823.t1	XP_005851543.1
OG0000457	scaffold19.g1829.t1	XP_005847965.1
OG0000457	scaffold19.g1830.t1	XP_005848126.1
OG0000458	scaffold19.g1871.t1	XP_005847009.1
OG0000458	scaffold19.g1868.t1	XP_005847010.1
OG0000459	scaffold18.g2008.t1, scaffold18.g1995.t1	XP_005850366.1, XP_005850122.1
OG0000460	scaffold18.g1997.t1, scaffold18.g1998.t1, scaffold7.g3533.t1, scaffold18.g1999.t1	XP_005851720.1
OG0000461	scaffold18.g2045.t1, scaffold2.g7401.t1	XP_005849350.1
OG0000462	scaffold21.g2218.t1	XP_005845134.1
OG0000463	scaffold21.g2207.t1, scaffold37.g4387.t1	XP_005846691.1
OG0000465	scaffold22.g6065.t1	XP_005850399.1
OG0000465	scaffold15.g4340.t1, scaffold21.g2223.t1	XP_005850398.1
OG0000466	scaffold22.g6100.t1, scaffold7.g3739.t1, scaffold10.g2244.t1, scaffold2.g7398.t1	XP_005851853.1
OG0000467	scaffold10.g2263.t1, scaffold2.g7466.t1	XP_005846174.1
OG0000468	scaffold10.g2311.t1	XP_005845988.1, XP_005845987.1
OG0000469	scaffold1.g5392.t1, scaffold2.g7328.t1, scaffold10.g2316.t1	XP_005843724.1
OG0000470	scaffold10.g2417.t1	XP_005844941.1, XP_005849258.1, XP_005852279.1
OG0000471	scaffold9.g3123.t1	XP_005851716.1
OG0000471	scaffold6.g2507.t1	XP_005845171.1
OG0000472	scaffold6.g2526.t1	XP_005852212.1
OG0000474	scaffold6.g2817.t1	XP_005850691.1
OG0000474	scaffold6.g2651.t1, scaffold11.g3865.t1	XP_005847119.1
OG0000475	scaffold20.g7875.t1	XP_005848150.1
OG0000475	scaffold6.g2687.t1	XP_005849699.1
OG0000476	scaffold1.g5374.t1, scaffold6.g2810.t1	XP_005844736.1, XP_005849294.1
OG0000477	scaffold6.g2847.t1	XP_005849603.1
OG0000478	scaffold6.g2851.t1	XP_005850898.1
OG0000478	scaffold3.g6442.t1	XP_005846298.1
OG0000479	scaffold24.g2945.t1	XP_005845759.1, XP_005845758.1
OG0000480	scaffold24.g2975.t1	XP_005849503.1
OG0000481	scaffold24.g2978.t1	XP_005847544.1, XP_005847712.1, XP_005845903.1
OG0000482	scaffold24.g2984.t1, scaffold24.g2983.t1	XP_005842792.1, XP_005845884.1, XP_005845883.1
OG0000483	scaffold9.g3027.t1	XP_005851999.1
OG0000483	scaffold15.g4327.t1	XP_005848720.1
OG0000484	scaffold9.g3090.t1, scaffold9.g3066.t1	XP_005851752.1
OG0000485	scaffold9.g3100.t1	XP_005844160.1, XP_005842833.1
OG0000486	scaffold9.g3125.t1	XP_005851715.1
OG0000487	scaffold9.g3213.t1	XP_005850345.1
OG0000488	scaffold9.g3247.t1	XP_005847785.1
OG0000489	scaffold9.g3298.t1	XP_005851905.1
OG0000489	scaffold9.g3297.t1	XP_005851904.1
OG0000490	scaffold9.g3306.t1	XP_005852072.1, XP_005851974.1
OG0000491	scaffold29.g5934.t1, scaffold26.g3347.t1	XP_005846009.1
OG0000492	scaffold7.g3371.t1	XP_005849239.1
OG0000493	scaffold7.g3418.t1	XP_005849144.1, XP_005849347.1, XP_005849348.1
OG0000493	scaffold7.g3416.t1	XP_005849143.1
OG0000494	scaffold7.g3435.t1	XP_005849128.1, XP_005852063.1
OG0000495	scaffold7.g3493.t1, scaffold20.g7822.t1	XP_005847893.1
OG0000496	scaffold7.g3629.t1	XP_005842606.1
OG0000497	scaffold7.g3684.t1	XP_005849158.1
OG0000498	scaffold7.g3701.t1	XP_005849045.1
OG0000499	scaffold7.g3751.t1	XP_005845170.1
OG0000500	scaffold2.g7511.t1	XP_005847845.1
OG0000500	scaffold7.g3761.t1	XP_005843852.1
OG0000501	scaffold11.g3841.t1	XP_005852256.1
OG0000502	scaffold11.g3929.t1	XP_005851837.1
OG0000503	scaffold11.g3965.t1	XP_005851813.1
OG0000503	scaffold11.g3964.t1	XP_005852148.1
OG0000504	scaffold23.g4111.t1	XP_005850343.1
OG0000505	scaffold23.g4151.t1	XP_005848224.1, XP_005848222.1
OG0000506	scaffold15.g4217.t1	XP_005848438.1
OG0000506	scaffold15.g4216.t1	XP_005848242.1
OG0000507	scaffold15.g4239.t1	XP_005844893.1
OG0000508	scaffold15.g4311.t1	XP_005848420.1
OG0000508	scaffold15.g4312.t1	XP_005848419.1
OG0000509	scaffold15.g4364.t1, scaffold3.g6325.t1	XP_005848447.1
OG0000511	scaffold4.g4586.t1	XP_005849745.1
OG0000512	scaffold4.g4688.t1	XP_005849458.1
OG0000512	scaffold4.g4689.t1	XP_005849459.1
OG0000513	scaffold4.g4718.t1	XP_005849800.1
OG0000513	scaffold4.g4719.t1	XP_005849799.1
OG0000514	scaffold4.g4777.t1	XP_005849771.1
OG0000514	scaffold4.g4776.t1	XP_005849770.1
OG0000515	scaffold4.g4899.t1	XP_005847337.1
OG0000516	scaffold4.g4932.t1	XP_005847519.1, XP_005849319.1
OG0000518	scaffold36.g5074.t1	XP_005844901.1
OG0000519	scaffold25.g5130.t1	XP_005843920.1
OG0000519	scaffold25.g5132.t1	XP_005843919.1
OG0000520	scaffold40.g5151.t1	XP_005844896.1
OG0000521	scaffold1.g5223.t1	XP_005851398.1
OG0000522	scaffold1.g5253.t1	XP_005851414.1, XP_005851110.1
OG0000523	scaffold1.g5257.t1	XP_005851411.1, XP_005850813.1
OG0000524	scaffold1.g5318.t1	XP_005851102.1
OG0000524	scaffold1.g5319.t1	XP_005851101.1
OG0000526	scaffold1.g5491.t1, scaffold1.g5411.t1, scaffold1.g5429.t1	XP_005851496.1, XP_005851210.1
OG0000527	scaffold1.g5619.t1, scaffold1.g5494.t1	XP_005851523.1, XP_005851524.1
OG0000528	scaffold1.g5506.t1	XP_005851613.1, XP_005851614.1
OG0000529	scaffold1.g5553.t1	XP_005846756.1, XP_005846757.1
OG0000530	scaffold1.g5582.t1	XP_005851276.1, XP_005851278.1
OG0000531	scaffold1.g5583.t1	XP_005851572.1, XP_005851570.1, XP_005851569.1, XP_005851571.1
OG0000532	scaffold1.g5599.t1	XP_005849952.1, XP_005849701.1
OG0000533	scaffold1.g5614.t1	XP_005851608.1, XP_005851607.1
OG0000534	scaffold1.g5630.t1	XP_005847081.1
OG0000534	scaffold2.g7184.t1	XP_005847080.1
OG0000535	scaffold1.g5870.t1	XP_005846061.1, XP_005846062.1, XP_005844697.1
OG0000536	scaffold12.g7930.t1	XP_005847788.1
OG0000536	scaffold448.g5908.t1, scaffold12.g7931.t1	XP_005847787.1
OG0000537	scaffold29.g5938.t1	XP_005843492.1, XP_005846657.1
OG0000538	scaffold29.g5940.t1	XP_005846806.1
OG0000539	scaffold29.g5951.t1	XP_005846808.1
OG0000540	scaffold12.g8271.t1	XP_005843652.1
OG0000541	scaffold22.g6125.t1	XP_005850341.1
OG0000541	scaffold22.g6122.t1	XP_005850340.1
OG0000542	scaffold22.g6151.t1	XP_005850256.1
OG0000542	scaffold22.g6149.t1	XP_005850008.1
OG0000543	scaffold3.g6206.t1	XP_005846526.1
OG0000543	scaffold3.g6207.t1	XP_005846527.1
OG0000544	scaffold3.g6211.t1	XP_005846370.1, XP_005846369.1
OG0000545	scaffold3.g6246.t1	XP_005846326.1
OG0000546	scaffold3.g6282.t1, scaffold3.g6264.t1	XP_005846323.1
OG0000547	scaffold3.g6262.t1, scaffold2.g7405.t1, scaffold2.g7406.t1	XP_005846324.1
OG0000548	scaffold3.g6283.t1	XP_005846321.1
OG0000548	scaffold12.g8153.t1	XP_005844650.1
OG0000549	scaffold3.g6319.t1	XP_005846459.1
OG0000549	scaffold3.g6318.t1	XP_005846285.1
OG0000550	scaffold3.g6471.t1	XP_005848045.1
OG0000551	scaffold3.g6507.t1	XP_005842546.1, XP_005845334.1
OG0000552	scaffold3.g6695.t1	XP_005851542.1
OG0000552	scaffold3.g6694.t1	XP_005845397.1
OG0000553	scaffold3.g6729.t1	XP_005845253.1
OG0000553	scaffold3.g6730.t1	XP_005845252.1
OG0000554	scaffold2.g6883.t1, scaffold2.g6882.t1	XP_005842839.1
OG0000555	scaffold2.g7039.t1	XP_005844304.1
OG0000556	scaffold2.g7103.t1, scaffold2.g7105.t1	XP_005842876.1, XP_005848833.1
OG0000557	scaffold2.g7121.t1	XP_005844432.1, XP_005842726.1, XP_005844340.1, XP_005844339.1, XP_005844338.1
OG0000558	scaffold2.g7245.t1	XP_005843392.1
OG0000558	scaffold2.g7323.t1	XP_005843334.1
OG0000559	scaffold2.g7332.t1	XP_005844132.1
OG0000559	scaffold2.g7330.t1	XP_005844133.1
OG0000560	scaffold2.g7344.t1, scaffold2.g7343.t1	XP_005844129.1, XP_005844055.1
OG0000561	scaffold2.g7348.t1	XP_005846804.1
OG0000563	scaffold12.g8137.t1	XP_005844164.1
OG0000563	scaffold2.g7489.t1	XP_005844165.1
OG0000564	scaffold28.g7569.t1, scaffold28.g7554.t1, scaffold28.g7571.t1	XP_005849754.1
OG0000565	scaffold20.g7650.t1	XP_005847173.1
OG0000565	scaffold20.g7651.t1	XP_005847172.1
OG0000566	scaffold20.g7759.t1	XP_005849816.1, XP_005852136.1, XP_005849815.1
OG0000567	scaffold20.g7819.t1, scaffold20.g7836.t1	XP_005848060.1, XP_005848059.1
OG0000568	scaffold20.g7864.t1	XP_005847990.1
OG0000569	scaffold20.g7871.t1	XP_005848145.1, XP_005848146.1
OG0000570	scaffold12.g7945.t1	XP_005847586.1
OG0000571	scaffold12.g8100.t1	XP_005847677.1
OG0000571	scaffold12.g8105.t1	XP_005847676.1
OG0000572	scaffold12.g8127.t1	XP_005847847.1
OG0000572	scaffold12.g8151.t1	XP_005847849.1
OG0000573	scaffold12.g8177.t1	XP_005843113.1
OG0000574	scaffold12.g8234.t1	XP_005843680.1, XP_005843679.1
OG0000575	scaffold12.g8298.t1	XP_005843741.1
OG0000575	scaffold12.g8297.t1	XP_005843742.1
OG0000592	scaffold16.g38.t1	XP_005843347.1
OG0000593	scaffold16.g51.t1	XP_005848580.1
OG0000594	scaffold1.g5340.t1	XP_005851158.1
OG0000595	scaffold16.g126.t1	XP_005845754.1
OG0000595	scaffold24.g2946.t1	XP_005845863.1
OG0000596	scaffold13.g177.t1	XP_005851161.1
OG0000596	scaffold1.g5398.t1, scaffold16.g154.t1	XP_005848278.1
OG0000597	scaffold13.g213.t1	XP_005844567.1
OG0000598	scaffold13.g214.t1	XP_005844467.1
OG0000598	scaffold13.g273.t1	XP_005844468.1
OG0000599	scaffold13.g231.t1	XP_005844112.1
OG0000600	scaffold13.g261.t1	XP_005844031.1
OG0000601	scaffold13.g268.t1	XP_005844127.1
OG0000602	scaffold13.g373.t1	XP_005844523.1
OG0000603	scaffold13.g376.t1	XP_005843287.1
OG0000604	scaffold20.g7747.t1	XP_005848032.1
OG0000604	scaffold17.g444.t1	XP_005848033.1
OG0000605	scaffold17.g462.t1	XP_005842688.1
OG0000606	scaffold17.g507.t1, scaffold11.g3854.t1	XP_005852276.1
OG0000607	scaffold17.g511.t1	XP_005844983.1
OG0000607	scaffold3.g6472.t1	XP_005845616.1
OG0000608	scaffold8.g1583.t1	XP_005848186.1
OG0000610	scaffold17.g560.t1	XP_005844970.1
OG0000611	scaffold17.g573.t1	XP_005846654.1
OG0000612	scaffold5.g632.t1	XP_005843757.1
OG0000613	scaffold5.g682.t1	XP_005843778.1
OG0000614	scaffold5.g687.t1	XP_005843822.1
OG0000614	scaffold5.g688.t1	XP_005843823.1
OG0000615	scaffold5.g717.t1	XP_005849646.1
OG0000616	scaffold5.g772.t1	XP_005849930.1, XP_005849929.1
OG0000617	scaffold5.g792.t1	XP_005849933.1, XP_005849935.1
OG0000618	scaffold8.g1637.t1, scaffold5.g907.t1, scaffold8.g1618.t1, scaffold8.g1662.t1	XP_005844958.1
OG0000619	scaffold1.g5698.t1, scaffold5.g910.t1, scaffold18.g1985.t1	XP_005849827.1
OG0000620	scaffold4.g4641.t1	XP_005849491.1
OG0000621	scaffold5.g931.t1	XP_005849860.1
OG0000622	scaffold5.g960.t1, scaffold5.g947.t1	XP_005849879.1
OG0000623	scaffold20.g7731.t1	XP_005847873.1
OG0000624	scaffold25.g5126.t1, scaffold5.g1001.t1	XP_005843847.1
OG0000626	scaffold14.g1045.t1	XP_005848979.1
OG0000627	scaffold14.g1051.t1	XP_005849009.1
OG0000628	scaffold14.g1116.t1	XP_005846752.1, XP_005846751.1
OG0000629	scaffold14.g1145.t1	XP_005848926.1
OG0000630	scaffold14.g1204.t1	XP_005842551.1
OG0000630	scaffold14.g1205.t1	XP_005848684.1
OG0000631	scaffold14.g1209.t1	XP_005848390.1
OG0000632	scaffold14.g1230.t1, scaffold2.g7014.t1	XP_005848799.1
OG0000634	scaffold14.g1296.t1	XP_005844320.1, XP_005850157.1, XP_005850158.1
OG0000635	scaffold14.g1325.t1, scaffold8.g1597.t1	XP_005848803.1
OG0000636	scaffold3.g6735.t1	XP_005845993.1
OG0000636	scaffold8.g1356.t1	XP_005850589.1
OG0000637	scaffold37.g4390.t1, scaffold8.g1359.t1	XP_005850869.1
OG0000638	scaffold6.g2881.t1, scaffold12.g7963.t1, scaffold15.g4210.t1, scaffold8.g1362.t1	XP_005850586.1
OG0000639	scaffold23.g4158.t1	XP_005848346.1
OG0000639	scaffold8.g1375.t1	XP_005848345.1
OG0000640	scaffold8.g1403.t1	XP_005849932.1, XP_005850921.1
OG0000641	scaffold43.g4484.t1, scaffold8.g1409.t1	XP_005846008.1
OG0000642	scaffold8.g1443.t1	XP_005851664.1
OG0000643	scaffold3.g6371.t1	XP_005850842.1
OG0000643	scaffold8.g1453.t1	XP_005850841.1
OG0000644	scaffold8.g1459.t1	XP_005850837.1, XP_005850838.1
OG0000645	scaffold2.g6960.t1, scaffold6.g2622.t1, scaffold8.g1553.t1, scaffold20.g7894.t1	XP_005850486.1
OG0000646	scaffold8.g1561.t1	XP_005842732.1, XP_005850789.1, XP_005850787.1, XP_005842731.1
OG0000647	scaffold8.g1621.t1	XP_005851050.1
OG0000647	scaffold2.g6961.t1	XP_005849164.1
OG0000648	scaffold7.g3489.t1	XP_005845748.1
OG0000649	scaffold8.g1684.t1	XP_005843872.1
OG0000650	scaffold11.g4026.t1, scaffold11.g4028.t1, scaffold8.g1685.t1	XP_005847087.1
