Orthogroup	oneline_m_conductrix_genome_proteins	oneline_c_vulgaris_genome_proteins
OG0000290	PSC70293.1	KAI3430229.1, KAI3430233.1, KAI3430232.1
OG0000291	PSC70325.1, PSC70323.1, PSC70324.1	KAI3426286.1, KAI3438089.1
OG0000292	PSC69213.1	KAI3431771.1
OG0000292	PSC67652.1	KAI3431546.1
OG0000293	PSC67312.1	KAI3435732.1, KAI3425334.1
OG0000293	PSC69236.1	KAI3431774.1
OG0000294	PSC73875.1	KAI3433466.1
OG0000294	PSC72267.1	KAI3429859.1
OG0000295	PSC70083.1, PSC68856.1	KAI3433701.1
OG0000296	PSC71393.1, PSC71392.1	KAI3431663.1, KAI3431661.1
OG0000297	PSC76288.1, PSC76812.1	KAI3423909.1
OG0000298	PSC70365.1, PSC70364.1	KAI3425970.1
OG0000299	PSC73422.1, PSC73423.1	KAI3438986.1
OG0000299	PSC69826.1	KAI3425186.1
OG0000300	PSC72439.1	KAI3427962.1
OG0000301	PSC76895.1, PSC76893.1, PSC76894.1	KAI3438756.1, KAI3438757.1
OG0000302	PSC73677.1	KAI3438903.1
OG0000302	PSC74157.1, PSC74156.1	KAI3436065.1
OG0000303	PSC71707.1	KAI3430979.1
OG0000303	PSC69488.1	KAI3437765.1
OG0000304	PSC73388.1	KAI3432304.1
OG0000304	PSC73389.1	KAI3432305.1
OG0000305	PSC68356.1	KAI3435824.1
OG0000305	PSC75295.1	KAI3438591.1
OG0000306	PSC75919.1, PSC75490.1	KAI3426892.1
OG0000307	PSC75266.1	KAI3426904.1
OG0000307	PSC75632.1	KAI3427105.1
OG0000308	PSC75972.1, PSC75973.1	KAI3426930.1
OG0000308	PSC76677.1	KAI3427052.1
OG0000309	PSC75355.1	KAI3426951.1
OG0000309	PSC75461.1	KAI3426950.1
OG0000311	PSC71617.1	KAI3436785.1
OG0000311	PSC71632.1	KAI3436774.1
OG0000312	PSC75715.1	KAI3427133.1
OG0000312	PSC72929.1, PSC72928.1	KAI3436581.1
OG0000313	PSC74925.1	KAI3429472.1
OG0000314	PSC72829.1	KAI3435574.1
OG0000316	PSC69534.1	KAI3437773.1
OG0000316	PSC69485.1	KAI3437772.1
OG0000316	PSC69502.1	KAI3437771.1
OG0000317	PSC69520.1	KAI3437801.1
OG0000317	PSC74983.1	KAI3437624.1
OG0000318	PSC75002.1, PSC69535.1	KAI3437723.1
OG0000318	PSC67739.1	KAI3426500.1
OG0000319	PSC75885.1, PSC75884.1	KAI3428793.1
OG0000320	PSC72357.1	KAI3428100.1
OG0000322	PSC69651.1	KAI3435744.1
OG0000323	PSC71953.1	KAI3431445.1
OG0000323	PSC72018.1	KAI3431442.1
OG0000324	PSC71866.1	KAI3431328.1
OG0000324	PSC71963.1	KAI3431329.1
OG0000325	PSC73274.1	KAI3432399.1
OG0000325	PSC73324.1	KAI3432448.1
OG0000326	PSC73572.1	KAI3424798.1
OG0000326	PSC75772.1	KAI3427143.1
OG0000327	PSC70424.1	KAI3426380.1
OG0000328	PSC72035.1	KAI3431366.1
OG0000328	PSC72054.1, PSC72053.1	KAI3431379.1
OG0000329	PSC73862.1	KAI3433494.1
OG0000330	PSC68612.1	KAI3424908.1
OG0000330	PSC71363.1	KAI3430583.1
OG0000331	PSC69755.1	KAI3428351.1
OG0000332	PSC71588.1	KAI3436689.1
OG0000332	PSC71589.1	KAI3436669.1
OG0000334	PSC68991.1	KAI3436466.1
OG0000336	PSC70543.1	KAI3428162.1
OG0000337	PSC75221.1	KAI3429474.1, KAI3429475.1
OG0000338	PSC74854.1	KAI3429486.1
OG0000338	PSC67336.1	KAI3429229.1
OG0000339	PSC75185.1, PSC75184.1	KAI3429433.1
OG0000340	PSC74081.1	KAI3432381.1, KAI3432380.1
OG0000341	PSC70864.1	KAI3426472.1
OG0000341	PSC69660.1	KAI3431859.1, KAI3431860.1
OG0000342	PSC72467.1	KAI3425042.1
OG0000343	PSC69735.1, PSC67778.1, PSC67779.1, PSC67773.1	KAI3427205.1
OG0000344	PSC68760.1, PSC74456.1	KAI3434549.1
OG0000344	PSC74747.1	KAI3434550.1
OG0000345	PSC73033.1, PSC67266.1, PSC73824.1, PSC67452.1, PSC68249.1, PSC77017.1, PSC77016.1, PSC67290.1	KAI3436171.1
OG0000346	PSC74036.1	KAI3436759.1
OG0000346	PSC67582.1	KAI3431619.1
OG0000347	PSC68042.1	KAI3425019.1
OG0000347	PSC71857.1, PSC68474.1	KAI3428336.1
OG0000348	PSC67798.1, PSC67783.1	KAI3426427.1, KAI3426430.1
OG0000349	PSC68010.1	KAI3438939.1
OG0000350	PSC72323.1	KAI3438245.1, KAI3438248.1
OG0000351	PSC69911.1, PSC69910.1	KAI3428447.1
OG0000352	PSC70536.1	KAI3428588.1
OG0000353	PSC69867.1	KAI3428564.1, KAI3428563.1
OG0000354	PSC75395.1	KAI3427203.1
OG0000355	PSC70827.1, PSC70828.1	KAI3428527.1, KAI3428526.1
OG0000356	PSC68841.1	KAI3433695.1
OG0000356	PSC68860.1	KAI3433694.1
OG0000357	PSC76427.1, PSC76426.1, PSC76428.1	KAI3424890.1, KAI3438694.1
OG0000358	PSC76811.1	KAI3433318.1
OG0000358	PSC76899.1	KAI3433319.1
OG0000359	PSC68344.1, PSC67763.1, PSC70631.1, PSC73538.1	KAI3432290.1
OG0000360	PSC76461.1	KAI3433374.1
OG0000361	PSC68166.1, PSC74746.1	KAI3432240.1, KAI3432229.1, KAI3432231.1, KAI3432235.1
OG0000362	PSC76539.1	KAI3433412.1, KAI3433413.1, KAI3433414.1
OG0000363	PSC73521.1	KAI3432219.1, KAI3432218.1, KAI3432211.1
OG0000364	PSC72349.1	KAI3430982.1
OG0000364	PSC72364.1	KAI3428075.1
OG0000365	PSC71042.1, PSC71043.1	KAI3436055.1
OG0000366	PSC75843.1	KAI3436067.1
OG0000367	PSC76783.1	KAI3436183.1
OG0000367	PSC76372.1	KAI3438843.1
OG0000369	PSC69626.1	KAI3433846.1
OG0000369	PSC67761.1	KAI3436351.1
OG0000370	PSC74502.1	KAI3432768.1
OG0000370	PSC74066.1	KAI3426277.1, KAI3436834.1
OG0000371	PSC73384.1	KAI3432837.1
OG0000371	PSC72295.1	KAI3438148.1
OG0000373	PSC74122.1	KAI3424149.1
OG0000373	PSC74203.1	KAI3424151.1
OG0000374	PSC73529.1, PSC73528.1	KAI3431806.1
OG0000374	PSC71737.1	KAI3430839.1
OG0000375	PSC67139.1	KAI3430392.1
OG0000375	PSC69114.1	KAI3430395.1
OG0000376	PSC70393.1, PSC70392.1	KAI3426279.1, KAI3426278.1, KAI3426280.1
OG0000377	PSC74937.1, PSC74938.1, PSC74936.1	KAI3425355.1, KAI3425363.1
OG0000378	PSC67729.1	KAI3426100.1
OG0000378	PSC76814.1, PSC76815.1	KAI3434999.1
OG0000379	PSC74793.1	KAI3424457.1, KAI3424458.1
OG0000380	PSC74526.1	KAI3424371.1
OG0000380	PSC74396.1	KAI3424378.1
OG0000381	PSC74354.1	KAI3430230.1
OG0000381	PSC74611.1	KAI3424329.1
OG0000382	PSC68539.1	KAI3438961.1, KAI3438962.1, KAI3423023.1, KAI3423025.1
OG0000383	PSC76286.1	KAI3426435.1
OG0000384	PSC71820.1	KAI3431446.1
OG0000385	PSC68751.1	KAI3434863.1
OG0000386	PSC67666.1, PSC67048.1, PSC67178.1, PSC67862.1	KAI3431499.1
OG0000387	PSC72769.1	KAI3435892.1
OG0000387	PSC73692.1	KAI3425748.1, KAI3425747.1, KAI3425749.1
OG0000389	PSC73277.1, PSC67911.1	KAI3439007.1
OG0000390	PSC73534.1	KAI3433515.1
OG0000390	PSC73231.1	KAI3432271.1
OG0000391	PSC67933.1	KAI3439133.1, KAI3439131.1
OG0000391	PSC74484.1	KAI3424272.1
OG0000392	PSC67399.1	KAI3436317.1, KAI3436316.1, KAI3432664.1, KAI3436323.1, KAI3432665.1, KAI3436322.1
OG0000393	PSC68473.1, PSC68458.1	KAI3429360.1
OG0000396	PSC69425.1	KAI3425080.1
OG0000397	PSC72470.1	KAI3428103.1
OG0000397	PSC75909.1	KAI3428695.1
OG0000398	PSC73573.1, PSC73574.1	KAI3428335.1
OG0000398	PSC68985.1	KAI3424978.1
OG0000399	PSC75566.1	KAI3426998.1
OG0000400	PSC73310.1, PSC73309.1	KAI3432255.1, KAI3432257.1
OG0000401	PSC75048.1, PSC75047.1	KAI3430590.1
OG0000402	PSC69570.1	KAI3437720.1
OG0000403	PSC74017.1	KAI3432573.1
OG0000403	PSC74274.1	KAI3432574.1
OG0000405	PSC71343.1	KAI3430657.1
OG0000405	PSC71379.1	KAI3430654.1
OG0000406	PSC76011.1, PSC76012.1	KAI3434920.1
OG0000407	PSC75610.1	KAI3439044.1
OG0000408	PSC69131.1, PSC69130.1	KAI3430386.1, KAI3430384.1
OG0000409	PSC72907.1, PSC72074.1	KAI3424251.1, KAI3424107.1
OG0000410	PSC70166.1	KAI3430253.1
OG0000410	PSC70224.1	KAI3430251.1
OG0000412	PSC69245.1, PSC71333.1	KAI3431741.1
OG0000413	PSC67603.1, PSC67604.1	KAI3431623.1, KAI3431624.1
OG0000414	PSC67153.1	KAI3427401.1
OG0000415	PSC68790.1, PSC68780.1, PSC68791.1	KAI3431684.1
OG0000416	PSC73922.1	KAI3431261.1
OG0000416	PSC76747.1	KAI3436090.1
OG0000417	PSC68745.1	KAI3431686.1
OG0000417	PSC68746.1	KAI3431685.1
OG0000419	PSC69152.1	KAI3428122.1
OG0000419	PSC73576.1	KAI3439001.1
OG0000420	PSC69546.1, PSC69545.1, PSC69547.1, PSC69544.1	KAI3437806.1
OG0000421	PSC73316.1	KAI3438990.1, KAI3438991.1, KAI3438988.1, KAI3438987.1, KAI3438989.1
OG0000423	PSC76903.1	KAI3438765.1, KAI3438766.1
OG0000424	PSC76453.1	KAI3438775.1, KAI3438774.1, KAI3438776.1
OG0000425	PSC75429.1	KAI3438852.1
OG0000425	PSC73474.1	KAI3429637.1
OG0000426	PSC75508.1	KAI3438674.1
OG0000426	PSC75968.1	KAI3438673.1
OG0000427	PSC72245.1	KAI3438203.1, KAI3438204.1
OG0000428	PSC75747.1	KAI3438658.1, KAI3438659.1
OG0000429	PSC76087.1, PSC76088.1	KAI3438734.1, KAI3438733.1
OG0000430	PSC70801.1	KAI3437933.1
OG0000431	PSC73107.1	KAI3434701.1
OG0000432	PSC75898.1	KAI3426879.1
OG0000432	PSC75470.1	KAI3426885.1
OG0000433	PSC75737.1	KAI3436592.1, KAI3434784.1, KAI3426880.1
OG0000434	PSC75426.1	KAI3426928.1
OG0000435	PSC70192.1	KAI3426079.1
OG0000435	PSC75939.1	KAI3426995.1
OG0000436	PSC75539.1	KAI3426964.1
OG0000437	PSC75598.1	KAI3427124.1
OG0000437	PSC75801.1	KAI3427125.1
OG0000439	PSC68591.1, PSC74254.1	KAI3424917.1, KAI3424916.1
OG0000440	PSC75760.1	KAI3427162.1, KAI3427160.1
OG0000441	PSC75805.1	KAI3438950.1
OG0000442	PSC74179.1	KAI3432466.1
OG0000442	PSC74180.1	KAI3426156.1
OG0000443	PSC73865.1, PSC67124.1, PSC67126.1	KAI3427253.1, KAI3427252.1
OG0000444	PSC69927.1	KAI3428505.1
OG0000445	PSC70269.1	KAI3425962.1, KAI3425963.1
OG0000446	PSC68238.1	KAI3424703.1, KAI3424702.1
OG0000447	PSC72835.1	KAI3435517.1, KAI3435516.1
OG0000448	PSC76518.1	KAI3438593.1
OG0000448	PSC72705.1	KAI3435546.1
OG0000449	PSC72926.1	KAI3435543.1, KAI3435536.1
OG0000450	PSC67590.1, PSC67198.1, PSC67200.1, PSC73121.1, PSC73187.1	KAI3431602.1
OG0000451	PSC73956.1	KAI3432721.1, KAI3432720.1, KAI3432725.1
OG0000452	PSC67090.1, PSC67012.1, PSC67267.1, PSC70534.1, PSC67086.1	KAI3432645.1
OG0000453	PSC74553.1	KAI3434541.1
OG0000454	PSC73939.1	KAI3433520.1, KAI3428476.1
OG0000455	PSC69451.1	KAI3437722.1, KAI3437721.1
OG0000456	PSC71057.1	KAI3437935.1, KAI3437936.1
OG0000457	PSC72690.1	KAI3428217.1
OG0000457	PSC72868.1	KAI3428213.1
OG0000458	PSC68320.1	KAI3424684.1, KAI3434824.1
OG0000459	PSC73013.1	KAI3434762.1
OG0000460	PSC67097.1	KAI3424706.1
OG0000460	PSC68224.1	KAI3424717.1
OG0000461	PSC68971.1	KAI3424954.1, KAI3424955.1
OG0000462	PSC69431.1, PSC69430.1	KAI3425121.1
OG0000463	PSC71643.1	KAI3428275.1, KAI3428274.1
OG0000465	PSC71865.1	KAI3431463.1
OG0000465	PSC77053.1	KAI3431464.1
OG0000466	PSC72003.1	KAI3431337.1, KAI3431334.1, KAI3431335.1
OG0000467	PSC67789.1, PSC67764.1	KAI3424332.1
OG0000469	PSC68153.1	KAI3429374.1
OG0000470	PSC70533.1, PSC70532.1	KAI3432628.1, KAI3429685.1
OG0000471	PSC67538.1, PSC76381.1, PSC76971.1	KAI3426131.1
OG0000472	PSC72100.1	KAI3438109.1
OG0000473	PSC73693.1	KAI3438915.1
OG0000474	PSC77005.1	KAI3434877.1, KAI3430891.1
OG0000475	PSC73468.1	KAI3438706.1
OG0000476	PSC71556.1	KAI3436732.1
OG0000477	PSC67393.1	KAI3425267.1, KAI3425266.1
OG0000478	PSC75501.1, PSC75848.1	KAI3428813.1, KAI3428815.1, KAI3438513.1
OG0000479	PSC70020.1	KAI3425191.1, KAI3425190.1, KAI3425189.1
OG0000480	PSC74963.1	KAI3425240.1
OG0000481	PSC70712.1	KAI3429269.1
OG0000482	PSC75300.1	KAI3429445.1, KAI3428688.1
OG0000483	PSC67733.1, PSC67732.1	KAI3426093.1
OG0000484	PSC75044.1	KAI3429262.1
OG0000484	PSC68152.1	KAI3429370.1
OG0000485	PSC72729.1	KAI3428156.1
OG0000486	PSC68764.1	KAI3425865.1
OG0000486	PSC74848.1, PSC74849.1	KAI3429400.1
OG0000487	PSC74075.1	KAI3429761.1
OG0000487	PSC74230.1	KAI3429760.1
OG0000488	PSC69218.1	KAI3429899.1
OG0000488	PSC74906.1	KAI3429399.1
OG0000489	PSC74568.1, PSC74566.1, PSC74567.1	KAI3424348.1
OG0000490	PSC67426.1, PSC76353.1, PSC76352.1, PSC67425.1	KAI3434995.1
OG0000491	PSC73135.1	KAI3434774.1
OG0000492	PSC68169.1	KAI3429383.1
OG0000492	PSC73082.1	KAI3434804.1
OG0000493	PSC73053.1	KAI3434820.1
OG0000493	PSC73766.1	KAI3437869.1
OG0000494	PSC73894.1	KAI3425001.1, KAI3425002.1
OG0000495	PSC72989.1	KAI3434746.1
OG0000495	PSC73014.1	KAI3434748.1
OG0000496	PSC76333.1	KAI3434973.1
OG0000496	PSC76175.1	KAI3434972.1
OG0000497	PSC70375.1	KAI3426288.1
OG0000498	PSC70144.1	KAI3425991.1
OG0000499	PSC68496.1, PSC68497.1	KAI3429826.1, KAI3429821.1
OG0000500	PSC67065.1, PSC69319.1, PSC67117.1, PSC67093.1, PSC67060.1	KAI3429611.1
OG0000501	PSC74907.1	KAI3429560.1
OG0000502	PSC70613.1	KAI3428152.1, KAI3428151.1
OG0000502	PSC74803.1	KAI3434404.1
OG0000503	PSC73376.1	KAI3426159.1
OG0000503	PSC76125.1	KAI3426161.1
OG0000504	PSC67406.1	KAI3426204.1, KAI3426203.1
OG0000505	PSC71597.1	KAI3436648.1
OG0000505	PSC75319.1	KAI3431611.1
OG0000506	PSC73232.1	KAI3426171.1
OG0000506	PSC73373.1	KAI3426170.1
OG0000507	PSC74285.1	KAI3429739.1
OG0000508	PSC71847.1	KAI3430808.1
OG0000508	PSC76135.1, PSC76134.1	KAI3424745.1
OG0000509	PSC69463.1, PSC69464.1, PSC69461.1, PSC77030.1	KAI3438446.1
OG0000510	PSC76532.1	KAI3438414.1
OG0000510	PSC76032.1	KAI3438413.1
OG0000511	PSC76889.1	KAI3438577.1
OG0000511	PSC77066.1	KAI3438578.1
OG0000512	PSC73830.1	KAI3438510.1
OG0000513	PSC69960.1, PSC69959.1, PSC69958.1	KAI3428455.1, KAI3428456.1
OG0000514	PSC69817.1	KAI3434838.1
OG0000514	PSC69919.1	KAI3428441.1
OG0000515	PSC75464.1	KAI3432475.1
OG0000515	PSC74328.1	KAI3432476.1
OG0000516	PSC75682.1, PSC75565.1, PSC75325.1	KAI3439033.1
OG0000517	PSC67716.1	KAI3434574.1, KAI3434577.1
OG0000518	PSC75620.1, PSC67197.1, PSC67199.1, PSC67585.1, PSC67584.1	KAI3431601.1
OG0000519	PSC75613.1	KAI3433842.1
OG0000520	PSC76002.1	KAI3433809.1
OG0000520	PSC75317.1	KAI3433800.1
OG0000521	PSC67074.1, PSC67243.1	KAI3433808.1, KAI3432300.1
OG0000522	PSC75702.1, PSC75703.1	KAI3433839.1, KAI3433840.1
OG0000523	PSC70517.1, PSC70516.1	KAI3427224.1
OG0000524	PSC75067.1	KAI3433600.1
OG0000525	PSC68279.1	KAI3433556.1, KAI3433555.1
OG0000526	PSC76252.1	KAI3433355.1
OG0000526	PSC76531.1	KAI3433357.1
OG0000527	PSC68701.1, PSC68702.1	KAI3423821.1, KAI3423820.1
OG0000528	PSC73867.1, PSC73868.1	KAI3433464.1
OG0000528	PSC73575.1	KAI3433462.1
OG0000529	PSC73908.1	KAI3433460.1, KAI3433461.1
OG0000531	PSC76833.1	KAI3433372.1
OG0000531	PSC76681.1	KAI3433373.1
OG0000532	PSC72078.1	KAI3438188.1, KAI3438189.1
OG0000533	PSC72402.1, PSC72433.1	KAI3431520.1, KAI3425036.1
OG0000534	PSC74762.1	KAI3425875.1
OG0000535	PSC70580.1	KAI3432740.1
OG0000535	PSC73924.1	KAI3425003.1
OG0000536	PSC73859.1, PSC73858.1	KAI3424994.1
OG0000537	PSC73737.1	KAI3424991.1
OG0000537	PSC73628.1	KAI3424992.1
OG0000538	PSC77036.1, PSC74802.1	KAI3424365.1
OG0000539	PSC71257.1, PSC71256.1	KAI3428145.1, KAI3428144.1
OG0000540	PSC72473.1	KAI3427987.1
OG0000541	PSC69702.1	KAI3435692.1
OG0000542	PSC69628.1	KAI3435687.1
OG0000542	PSC69615.1	KAI3435685.1
OG0000543	PSC68304.1	KAI3435764.1, KAI3435766.1
OG0000543	PSC68315.1	KAI3435767.1
OG0000544	PSC68364.1	KAI3435777.1, KAI3435782.1, KAI3435775.1
OG0000545	PSC68349.1, PSC70378.1, PSC70377.1	KAI3435774.1
OG0000546	PSC68379.1, PSC68380.1, PSC68381.1	KAI3435781.1
OG0000547	PSC71285.1	KAI3435859.1
OG0000547	PSC71413.1	KAI3435857.1
OG0000548	PSC71724.1	KAI3436042.1, KAI3436041.1
OG0000549	PSC76130.1	KAI3435812.1
OG0000549	PSC70605.1	KAI3436124.1
OG0000550	PSC73123.1	KAI3436261.1
OG0000551	PSC73021.1	KAI3436285.1, KAI3436286.1
OG0000552	PSC74485.1	KAI3424270.1
OG0000552	PSC74729.1	KAI3424271.1
OG0000553	PSC67051.1, PSC67007.1, PSC67119.1, PSC67298.1	KAI3432835.1, KAI3432828.1
OG0000554	PSC75326.1	KAI3424712.1, KAI3424721.1, KAI3424759.1
OG0000555	PSC70619.1	KAI3431265.1, KAI3432882.1
OG0000556	PSC73041.1	KAI3430474.1
OG0000556	PSC76530.1	KAI3430480.1
OG0000557	PSC70691.1	KAI3430702.1, KAI3430700.1
OG0000558	PSC70825.1, PSC70824.1	KAI3430693.1, KAI3430695.1
OG0000559	PSC73816.1	KAI3424999.1
OG0000560	PSC74273.1	KAI3436428.1, KAI3436430.1
OG0000560	PSC73660.1	KAI3432471.1
OG0000561	PSC67724.1	KAI3426103.1
OG0000561	PSC67726.1	KAI3426104.1
OG0000562	PSC70126.1, PSC67155.1, PSC72020.1	KAI3438471.1
OG0000563	PSC71036.1	KAI3438017.1, KAI3438016.1
OG0000564	PSC76253.1	KAI3432655.1
OG0000564	PSC74838.1	KAI3432654.1
OG0000565	PSC70728.1	KAI3437858.1
OG0000565	PSC70787.1	KAI3437859.1
OG0000566	PSC67815.1, PSC67814.1, PSC67813.1	KAI3437671.1
OG0000567	PSC75069.1	KAI3437682.1
OG0000567	PSC75097.1, PSC75098.1	KAI3437683.1
OG0000569	PSC74518.1	KAI3425801.1
OG0000569	PSC74457.1	KAI3425805.1
OG0000570	PSC70159.1	KAI3425980.1, KAI3425981.1
OG0000571	PSC70141.1	KAI3425994.1
OG0000571	PSC70191.1	KAI3425996.1
OG0000572	PSC74517.1	KAI3424440.1
OG0000572	PSC74695.1	KAI3424451.1
OG0000573	PSC74614.1, PSC74612.1, PSC74613.1	KAI3424304.1, KAI3424305.1
OG0000574	PSC74447.1	KAI3424288.1
OG0000575	PSC69305.1	KAI3430600.1
OG0000575	PSC68652.1, PSC68640.1	KAI3431002.1
OG0000576	PSC72583.1	KAI3428011.1
OG0000577	PSC69068.1	KAI3434596.1
OG0000577	PSC69069.1	KAI3436491.1, KAI3436489.1
OG0000578	PSC68382.1	KAI3435785.1
OG0000579	PSC67923.1	KAI3431808.1
OG0000580	PSC70354.1	KAI3426297.1
OG0000580	PSC70352.1, PSC70353.1	KAI3436276.1
OG0000581	PSC74857.1	KAI3433580.1, KAI3433579.1
OG0000582	PSC67746.1	KAI3427940.1
OG0000582	PSC72455.1	KAI3425705.1
OG0000583	PSC72728.1	KAI3428186.1
OG0000583	PSC70648.1	KAI3428184.1, KAI3432877.1
OG0000584	PSC67865.1, PSC67839.1, PSC71913.1	KAI3438621.1, KAI3438628.1, KAI3429780.1
OG0000591	PSC73000.1, PSC73002.1, PSC73001.1, PSC72999.1	KAI3430450.1
OG0000592	PSC69398.1	KAI3425071.1
OG0000593	PSC70064.1	KAI3433716.1, KAI3425155.1
OG0000594	PSC67313.1	KAI3425283.1
OG0000595	PSC71326.1	KAI3433709.1
OG0000596	PSC69116.1	KAI3430408.1
OG0000597	PSC69136.1	KAI3430407.1, KAI3430406.1
OG0000598	PSC68301.1	KAI3430628.1, KAI3430630.1, KAI3430629.1
OG0000599	PSC71334.1	KAI3430655.1
OG0000599	PSC71249.1	KAI3430656.1
OG0000600	PSC71226.1	KAI3430681.1
OG0000601	PSC68088.1, PSC68086.1, PSC68087.1, PSC67169.1	KAI3430277.1
OG0000603	PSC70749.1	KAI3437919.1
OG0000604	PSC69278.1	KAI3431782.1, KAI3431783.1
OG0000604	PSC69235.1	KAI3431762.1
OG0000605	PSC69187.1	KAI3431730.1, KAI3431729.1
OG0000606	PSC75080.1	KAI3429661.1
OG0000607	PSC73849.1	KAI3436158.1
OG0000608	PSC76020.1	KAI3437591.1
OG0000609	PSC74144.1	KAI3432894.1
OG0000610	PSC68665.1	KAI3431666.1, KAI3431676.1
OG0000612	PSC72425.1	KAI3423020.1, KAI3438958.1, KAI3423019.1
OG0000613	PSC67927.1	KAI3439013.1
OG0000614	PSC73454.1	KAI3438994.1, KAI3438995.1
OG0000615	PSC72089.1	KAI3438797.1, KAI3436362.1
OG0000616	PSC75776.1	KAI3438862.1, KAI3438864.1
OG0000617	PSC75796.1	KAI3438880.1
OG0000617	PSC75361.1	KAI3438882.1
OG0000618	PSC76075.1	KAI3438833.1, KAI3438834.1
OG0000619	PSC73792.1	KAI3431700.1
OG0000620	PSC67858.1	KAI3438632.1
OG0000621	PSC71910.1	KAI3438490.1
OG0000621	PSC71885.1	KAI3438489.1
OG0000622	PSC75232.1, PSC75233.1	KAI3438699.1
OG0000623	PSC76430.1	KAI3438740.1, KAI3438741.1
OG0000624	PSC70783.1, PSC67871.1	KAI3437911.1
OG0000625	PSC67692.1	KAI3434508.1, KAI3434572.1, KAI3434573.1
OG0000627	PSC69435.1	KAI3425097.1
OG0000627	PSC75802.1	KAI3426902.1
OG0000628	PSC69732.1, PSC69731.1	KAI3426850.1
OG0000629	PSC68697.1	KAI3423831.1, KAI3423829.1
OG0000630	PSC77049.1	KAI3428631.1, KAI3427024.1
OG0000631	PSC75595.1	KAI3427088.1
OG0000632	PSC67519.1, PSC67518.1	KAI3432738.1, KAI3436384.1, KAI3436380.1
OG0000633	PSC73974.1, PSC73975.1	KAI3424173.1
OG0000634	PSC67089.1, PSC67087.1, PSC70547.1, PSC67011.1, PSC67272.1	KAI3439070.1
OG0000635	PSC68132.1	KAI3428295.1, KAI3428296.1
OG0000636	PSC73860.1	KAI3427274.1
OG0000636	PSC74389.1	KAI3434516.1
OG0000637	PSC71988.1	KAI3436800.1, KAI3431352.1
OG0000638	PSC71520.1, PSC71519.1	KAI3436803.1
OG0000639	PSC71584.1	KAI3436807.1
OG0000640	PSC68995.1	KAI3426400.1
OG0000641	PSC71600.1	KAI3438868.1, KAI3436691.1
OG0000642	PSC71939.1	KAI3423186.1, KAI3431381.1
OG0000643	PSC73411.1, PSC73412.1	KAI3429239.1
OG0000645	PSC67459.1	KAI3436885.1
OG0000646	PSC72810.1	KAI3435577.1
OG0000647	PSC72876.1	KAI3435586.1
OG0000648	PSC73342.1	KAI3436405.1, KAI3434742.1
OG0000649	PSC74962.1	KAI3425296.1
OG0000650	PSC74530.1	KAI3434534.1
OG0000651	PSC72298.1, PSC72297.1	KAI3438173.1
OG0000652	PSC76693.1	KAI3437565.1
OG0000653	PSC69491.1, PSC71750.1, PSC69475.1	KAI3437817.1
OG0000654	PSC72468.1, PSC72452.1	KAI3433825.1, KAI3433819.1
OG0000655	PSC69500.1, PSC69499.1	KAI3437748.1
OG0000656	PSC69836.1	KAI3428329.1, KAI3428330.1
OG0000657	PSC72532.1	KAI3428094.1, KAI3428084.1
OG0000658	PSC70591.1	KAI3428166.1
OG0000659	PSC73623.1	KAI3424820.1
OG0000660	PSC72136.1	KAI3438087.1
OG0000660	PSC72319.1, PSC72320.1	KAI3438086.1
OG0000661	PSC72174.1	KAI3438331.1, KAI3438332.1, KAI3438330.1
OG0000662	PSC74064.1	KAI3429806.1, KAI3429807.1
OG0000663	PSC68571.1	KAI3424932.1
OG0000663	PSC68621.1	KAI3424931.1
OG0000664	PSC72010.1	KAI3431297.1
OG0000665	PSC71891.1	KAI3431302.1, KAI3431303.1
OG0000666	PSC71917.1	KAI3431436.1
OG0000667	PSC68125.1	KAI3428316.1
OG0000667	PSC69763.1	KAI3428317.1
OG0000668	PSC68252.1	KAI3433566.1, KAI3433567.1
OG0000669	PSC67260.1	KAI3431575.1, KAI3431574.1
OG0000670	PSC75346.1	KAI3423878.1, KAI3423879.1
OG0000671	PSC71295.1	KAI3430665.1
OG0000672	PSC71758.1	KAI3430774.1
OG0000673	PSC70899.1, PSC70894.1	KAI3428669.1
OG0000674	PSC70617.1	KAI3432636.1
OG0000674	PSC72084.1	KAI3438290.1
OG0000675	PSC75825.1	KAI3428754.1, KAI3428755.1
OG0000676	PSC69741.1	KAI3428349.1, KAI3428348.1
OG0000677	PSC68113.1	KAI3428307.1
OG0000678	PSC72844.1, PSC72843.1	KAI3436836.1
OG0000679	PSC67478.1	KAI3436872.1, KAI3436871.1
OG0000680	PSC72913.1	KAI3436621.1
OG0000681	PSC72599.1	KAI3431548.1, KAI3436614.1
OG0000682	PSC69041.1, PSC75344.1, PSC67698.1, PSC75283.1	KAI3436468.1
OG0000683	PSC72672.1	KAI3436582.1
OG0000684	PSC72724.1	KAI3436563.1
OG0000686	PSC69040.1	KAI3436393.1, KAI3436397.1
OG0000687	PSC76264.1	KAI3423938.1
OG0000688	PSC67369.1	KAI3425261.1
OG0000688	PSC74997.1	KAI3425268.1
OG0000689	PSC75292.1	KAI3424949.1, KAI3433934.1
OG0000690	PSC75085.1	KAI3429458.1
OG0000691	PSC75177.1, PSC75178.1, PSC75179.1	KAI3429536.1
OG0000692	PSC75106.1	KAI3429362.1
OG0000693	PSC68930.1	KAI3429703.1
