Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_c_sorokiniana_genome_proteins
OG0000282	KAI3424052.1, KAI3424047.1, KAI3423197.1, KAI3424049.1	PRW60571.1, PRW60718.1
OG0000285	KAI3425032.1	PRW45748.1
OG0000285	KAI3425033.1	PRW45747.1, PRW45749.1
OG0000287	KAI3424766.1, KAI3424772.1	PRW45673.1
OG0000288	KAI3434564.1, KAI3434565.1	PRW20683.1
OG0000288	KAI3434497.1	PRW20712.1
OG0000290	KAI3430229.1	PRW20479.1
OG0000290	KAI3430233.1	PRW20513.1, PRW20512.1
OG0000291	KAI3426286.1, KAI3438089.1	PRW57010.1
OG0000292	KAI3431771.1	PRW33093.1
OG0000292	KAI3431546.1	PRW39337.1
OG0000293	KAI3435732.1, KAI3425334.1, KAI3431774.1	PRW33326.1
OG0000294	KAI3433466.1	PRW59538.1
OG0000294	KAI3429859.1	PRW55903.1
OG0000295	KAI3433701.1	PRW58532.1
OG0000296	KAI3431663.1	PRW33190.1
OG0000296	KAI3431661.1	PRW33197.1
OG0000297	KAI3423909.1	PRW32504.1, PRW32505.1, PRW32508.1
OG0000299	KAI3438986.1	PRW58854.1
OG0000299	KAI3425186.1	PRW56455.1
OG0000300	KAI3431724.1	PRW20934.1
OG0000300	KAI3427962.1	PRW56722.1
OG0000301	KAI3438756.1, KAI3438757.1	PRW58788.1, PRW58790.1, PRW58789.1
OG0000302	KAI3438903.1	PRW58966.1
OG0000302	KAI3436065.1	PRW58967.1
OG0000303	KAI3430979.1	PRW21082.1
OG0000304	KAI3432304.1	PRW61536.1
OG0000304	KAI3432305.1	PRW61227.1
OG0000305	KAI3435824.1	PRW60160.1
OG0000305	KAI3438591.1	PRW59319.1
OG0000306	KAI3426892.1	PRW50817.1, PRW50818.1, PRW51142.1
OG0000307	KAI3426904.1	PRW50971.1
OG0000307	KAI3427105.1	PRW50828.1
OG0000308	KAI3426930.1	PRW51144.1
OG0000308	KAI3427052.1	PRW51128.1
OG0000309	KAI3426951.1	PRW51002.1
OG0000309	KAI3426950.1	PRW51165.1
OG0000311	KAI3436774.1	PRW56116.1, PRW56117.1
OG0000312	KAI3427133.1	PRW50804.1
OG0000312	KAI3436581.1	PRW55919.1
OG0000313	KAI3429472.1	PRW60727.1
OG0000314	KAI3435574.1	PRW59039.1, PRW18306.1
OG0000316	KAI3437773.1, KAI3437772.1, KAI3437771.1	PRW57468.1
OG0000317	KAI3437801.1	PRW60442.1
OG0000317	KAI3437624.1	PRW57316.1, PRW20777.1
OG0000318	KAI3437723.1	PRW20779.1
OG0000319	KAI3428793.1	PRW05856.1
OG0000320	KAI3428100.1	PRW56541.1, PRW56538.1, PRW56540.1, PRW56539.1
OG0000322	KAI3435744.1	PRW59811.1
OG0000322	KAI3435743.1	PRW21005.1, PRW58131.1
OG0000323	KAI3431445.1	PRW39192.1
OG0000323	KAI3431442.1	PRW39193.1
OG0000324	KAI3431328.1	PRW39370.1
OG0000324	KAI3431329.1	PRW39371.1
OG0000325	KAI3432399.1	PRW61019.1
OG0000325	KAI3432448.1	PRW61146.1
OG0000326	KAI3424798.1	PRW45641.1
OG0000326	KAI3427143.1	PRW50778.1
OG0000327	KAI3426380.1	PRW44983.1
OG0000328	KAI3431366.1	PRW39197.1
OG0000328	KAI3431379.1	PRW39198.1
OG0000329	KAI3433494.1	PRW58291.1
OG0000330	KAI3424908.1	PRW45431.1
OG0000330	KAI3430583.1	PRW33001.1
OG0000331	KAI3428351.1	PRW56793.1, PRW56794.1
OG0000332	KAI3436689.1, KAI3436669.1	PRW56271.1
OG0000334	KAI3436454.1, KAI3436457.1, KAI3436452.1	PRW56133.1
OG0000335	KAI3436467.1	PRW56213.1
OG0000336	KAI3428162.1	PRW56645.1, PRW56555.1
OG0000337	KAI3429474.1, KAI3429475.1	PRW60661.1
OG0000338	KAI3429486.1	PRW60196.1
OG0000338	KAI3429229.1	PRW60560.1, PRW60559.1
OG0000339	KAI3429433.1	PRW60861.1
OG0000339	KAI3429432.1	PRW60384.1
OG0000341	KAI3426472.1	PRW45096.1
OG0000341	KAI3431859.1, KAI3431860.1	PRW61257.1
OG0000342	KAI3425042.1	PRW45329.1, PRW45620.1
OG0000343	KAI3427205.1	PRW57877.1, PRW57755.1
OG0000344	KAI3434549.1	PRW20721.1
OG0000344	KAI3434550.1	PRW20624.1
OG0000346	KAI3436759.1	PRW58060.1
OG0000346	KAI3431619.1	PRW39307.1
OG0000347	KAI3428336.1	PRW05915.1, PRW56818.1
OG0000348	KAI3426427.1, KAI3426430.1	PRW44862.1, PRW44946.1
OG0000349	KAI3438939.1, KAI3438936.1	PRW58766.1, PRW58765.1, PRW58764.1
OG0000350	KAI3438245.1	PRW57019.1
OG0000350	KAI3438248.1	PRW57027.1
OG0000351	KAI3428447.1	PRW44391.1
OG0000351	KAI3428446.1	PRW44246.1
OG0000352	KAI3428588.1	PRW61021.1
OG0000353	KAI3428564.1, KAI3428563.1	PRW44253.1, PRW44255.1, PRW44254.1
OG0000354	KAI3428421.1	PRW32970.1
OG0000354	KAI3427203.1	PRW44371.1, PRW44370.1
OG0000355	KAI3428527.1, KAI3428526.1	PRW44494.1, PRW44495.1
OG0000356	KAI3433695.1	PRW58103.1
OG0000356	KAI3433694.1	PRW58534.1
OG0000357	KAI3424890.1, KAI3438694.1	PRW50749.1
OG0000358	KAI3433318.1	PRW58215.1
OG0000358	KAI3433319.1	PRW58514.1, PRW58680.1
OG0000359	KAI3432290.1	PRW61344.1, PRW60996.1, PRW20553.1
OG0000360	KAI3433374.1	PRW58594.1, PRW58593.1
OG0000362	KAI3433412.1, KAI3433413.1, KAI3433414.1	PRW58400.1, PRW58399.1
OG0000363	KAI3432219.1	PRW60981.1
OG0000363	KAI3432211.1	PRW61427.1, PRW61501.1
OG0000364	KAI3430982.1	PRW56405.1
OG0000364	KAI3428075.1	PRW56824.1
OG0000365	KAI3436055.1	PRW59990.1
OG0000366	KAI3436067.1, KAI3436068.1	PRW60064.1
OG0000367	KAI3436183.1	PRW60041.1
OG0000367	KAI3438843.1	PRW60042.1, PRW60040.1
OG0000369	KAI3433846.1, KAI3436351.1	PRW59535.1, PRW59536.1, PRW59534.1, PRW59537.1
OG0000370	KAI3432768.1, KAI3426277.1, KAI3436834.1	PRW61213.1, PRW61212.1
OG0000371	KAI3432837.1	PRW61387.1
OG0000371	KAI3438148.1	PRW57345.1
OG0000372	KAI3429698.1, KAI3431371.1	PRW44324.1
OG0000373	KAI3424149.1, KAI3424151.1	PRW61170.1
OG0000374	KAI3431806.1	PRW61014.1
OG0000374	KAI3430839.1	PRW20996.1
OG0000375	KAI3430387.1	PRW20499.1
OG0000376	KAI3426279.1, KAI3426278.1, KAI3426280.1	PRW45013.1, PRW45014.1
OG0000377	KAI3425355.1, KAI3425363.1	PRW33533.1
OG0000378	KAI3426100.1	PRW34073.1
OG0000378	KAI3434999.1	PRW20325.1
OG0000379	KAI3424457.1, KAI3424458.1	PRW61428.1
OG0000380	KAI3424371.1	PRW20374.1, PRW20375.1
OG0000380	KAI3424378.1	PRW61413.1
OG0000381	KAI3430230.1, KAI3424329.1	PRW20344.1, PRW20345.1
OG0000382	KAI3423024.1	PRW20802.1
OG0000382	KAI3438961.1, KAI3438962.1, KAI3423023.1, KAI3423025.1	PRW59417.1
OG0000383	KAI3426435.1	PRW20937.1, PRW20950.1, PRW20818.1, PRW20817.1, PRW20952.1, PRW20942.1, PRW20895.1, PRW20886.1
OG0000384	KAI3429785.1	PRW39117.1, PRW56781.1
OG0000384	KAI3431446.1	PRW33270.1, PRW58954.1, PRW32676.1
OG0000385	KAI3434863.1	PRW33189.1, PRW57737.1, PRW58075.1
OG0000386	KAI3431500.1	PRW39243.1
OG0000386	KAI3431499.1	PRW39223.1
OG0000387	KAI3435892.1, KAI3425748.1, KAI3425747.1, KAI3425749.1	PRW57778.1, PRW39380.1
OG0000389	KAI3439007.1	PRW50768.1, PRW60218.1, PRW60217.1, PRW58895.1, PRW58891.1
OG0000390	KAI3433515.1	PRW58387.1
OG0000390	KAI3438793.1	PRW61496.1, PRW57828.1
OG0000391	KAI3439133.1, KAI3439131.1	PRW58995.1
OG0000391	KAI3424272.1	PRW61405.1
OG0000392	KAI3436317.1, KAI3436316.1, KAI3432664.1, KAI3436323.1, KAI3432665.1, KAI3436322.1	PRW59448.1, PRW59994.1
OG0000393	KAI3429360.1	PRW60733.1, PRW60581.1, PRW60481.1, PRW60376.1, PRW60220.1, PRW60650.1
OG0000397	KAI3428695.1	PRW44484.1, PRW21049.1
OG0000398	KAI3428335.1, KAI3424978.1	PRW45730.1
OG0000400	KAI3432255.1, KAI3432257.1	PRW61360.1
OG0000401	KAI3430590.1	PRW32959.1
OG0000402	KAI3437720.1	PRW20960.1
OG0000402	KAI3437751.1	PRW20791.1
OG0000403	KAI3432573.1, KAI3432574.1	PRW61508.1
OG0000404	KAI3430767.1	PRW21136.1
OG0000405	KAI3430657.1, KAI3430654.1	PRW20246.1
OG0000406	KAI3434920.1	PRW34024.1
OG0000407	KAI3430388.1	PRW20596.1
OG0000407	KAI3439044.1	PRW58841.1
OG0000408	KAI3430386.1	PRW20491.1
OG0000408	KAI3430384.1	PRW20594.1
OG0000409	KAI3424251.1, KAI3424107.1	PRW57371.1
OG0000410	KAI3430253.1, KAI3430251.1	PRW20452.1
OG0000412	KAI3431741.1	PRW33099.1
OG0000413	KAI3431623.1, KAI3431624.1	PRW33324.1
OG0000414	KAI3427401.1	PRW34019.1
OG0000415	KAI3431684.1	PRW33252.1
OG0000416	KAI3431261.1	PRW57416.1
OG0000416	KAI3436090.1	PRW60135.1, PRW60136.1
OG0000417	KAI3431686.1	PRW33151.1
OG0000418	KAI3438954.1	PRW58984.1
OG0000418	KAI3425009.1	PRW45587.1, PRW57588.1, PRW32617.1, PRW50974.1
OG0000419	KAI3428122.1	PRW58648.1
OG0000419	KAI3439001.1	PRW59349.1
OG0000420	KAI3437806.1	PRW57398.1
OG0000421	KAI3438990.1, KAI3438991.1, KAI3438988.1, KAI3438987.1, KAI3438989.1	PRW59047.1
OG0000422	KAI3429791.1, KAI3429790.1	PRW60779.1
OG0000423	KAI3438765.1, KAI3438766.1	PRW58884.1
OG0000424	KAI3438775.1, KAI3438774.1, KAI3438776.1	PRW58990.1
OG0000425	KAI3438852.1	PRW58982.1
OG0000425	KAI3429637.1	PRW61337.1
OG0000426	KAI3438674.1	PRW59315.1
OG0000426	KAI3438673.1	PRW58946.1
OG0000427	KAI3438203.1	PRW57362.1
OG0000427	KAI3438204.1	PRW57459.1
OG0000428	KAI3438658.1	PRW58992.1
OG0000428	KAI3438659.1	PRW58964.1
OG0000429	KAI3438734.1, KAI3438733.1	PRW59352.1, PRW59351.1
OG0000430	KAI3437933.1	PRW57239.1
OG0000430	KAI3437924.1	PRW57014.1
OG0000431	KAI3434701.1	PRW57934.1
OG0000431	KAI3427361.1	PRW57856.1, PRW05933.1
OG0000432	KAI3426879.1	PRW50753.1
OG0000432	KAI3426885.1	PRW50859.1
OG0000433	KAI3436592.1, KAI3434784.1	PRW51078.1
OG0000434	KAI3426928.1	PRW51114.1, PRW50854.1, PRW50855.1
OG0000435	KAI3426995.1	PRW50948.1
OG0000436	KAI3426964.1	PRW50769.1
OG0000437	KAI3427124.1	PRW51001.1
OG0000437	KAI3427125.1	PRW51071.1
OG0000438	KAI3425992.1, KAI3436361.1	PRW33980.1, PRW33981.1
OG0000439	KAI3424917.1, KAI3424916.1	PRW45589.1
OG0000440	KAI3427162.1	PRW50794.1
OG0000440	KAI3427160.1	PRW51108.1
OG0000441	KAI3428136.1	PRW59355.1
OG0000441	KAI3438950.1	PRW59356.1
OG0000442	KAI3432466.1	PRW61135.1
OG0000442	KAI3426156.1	PRW61596.1
OG0000443	KAI3427253.1, KAI3427252.1	PRW50896.1
OG0000444	KAI3428505.1	PRW44411.1
OG0000445	KAI3425962.1, KAI3425963.1	PRW33950.1
OG0000446	KAI3424703.1, KAI3424702.1	PRW45480.1, PRW45481.1
OG0000447	KAI3435517.1	PRW18290.1
OG0000447	KAI3435516.1	PRW18309.1
OG0000448	KAI3438593.1	PRW58976.1
OG0000448	KAI3435546.1	PRW18396.1
OG0000449	KAI3435543.1	PRW18353.1
OG0000449	KAI3435536.1	PRW18339.1
OG0000450	KAI3431602.1	PRW39283.1
OG0000451	KAI3432721.1, KAI3432720.1, KAI3432725.1	PRW61500.1
OG0000452	KAI3432645.1	PRW61613.1
OG0000453	KAI3434541.1	PRW20612.1
OG0000454	KAI3433520.1	PRW58543.1
OG0000454	KAI3428476.1	PRW58655.1
OG0000455	KAI3437722.1	PRW20797.1
OG0000455	KAI3437721.1	PRW20846.1
OG0000456	KAI3437935.1, KAI3437936.1	PRW56952.1, PRW56953.1
OG0000457	KAI3428217.1, KAI3428213.1	PRW56632.1
OG0000459	KAI3434762.1	PRW61124.1
OG0000460	KAI3424706.1	PRW45720.1
OG0000460	KAI3424717.1	PRW45614.1
OG0000461	KAI3424954.1, KAI3424955.1	PRW45450.1, PRW45425.1, PRW45622.1
OG0000462	KAI3425121.1	PRW33663.1
OG0000462	KAI3437991.1	PRW57650.1, PRW44883.1
OG0000463	KAI3428275.1, KAI3428274.1	PRW56610.1
OG0000464	KAI3429585.1, KAI3429584.1	PRW57965.1, PRW60222.1
OG0000465	KAI3431463.1, KAI3431464.1	PRW39147.1
OG0000466	KAI3431337.1, KAI3431334.1, KAI3431335.1	PRW39289.1, PRW39290.1
OG0000467	KAI3424332.1	PRW05928.1
OG0000469	KAI3429374.1	PRW60850.1
OG0000470	KAI3432628.1, KAI3429685.1	PRW61160.1, PRW61159.1
OG0000471	KAI3426131.1	PRW45136.1
OG0000472	KAI3436584.1	PRW55952.1
OG0000473	KAI3438915.1	PRW59075.1
OG0000473	KAI3437674.1	PRW20839.1
OG0000474	KAI3434877.1	PRW33816.1, PRW33815.1
OG0000475	KAI3438706.1	PRW61353.1
OG0000475	KAI3438703.1	PRW58869.1
OG0000476	KAI3436732.1	PRW56343.1
OG0000477	KAI3425267.1, KAI3425266.1	PRW33643.1, PRW33659.1, PRW33658.1
OG0000478	KAI3428813.1, KAI3428815.1, KAI3438513.1	PRW05851.1
OG0000479	KAI3425191.1, KAI3425190.1, KAI3425189.1	PRW33732.1
OG0000480	KAI3425240.1	PRW33602.1, PRW33603.1
OG0000481	KAI3429269.1	PRW60462.1
OG0000482	KAI3429445.1, KAI3428688.1	PRW44401.1, PRW44400.1
OG0000483	KAI3426093.1	PRW45033.1
OG0000484	KAI3429262.1	PRW60792.1
OG0000484	KAI3429370.1	PRW60785.1
OG0000485	KAI3428156.1	PRW56495.1
OG0000486	KAI3429400.1	PRW60249.1
OG0000487	KAI3429761.1, KAI3429760.1	PRW60470.1
OG0000488	KAI3429899.1	PRW50871.1
OG0000488	KAI3429399.1	PRW60501.1
OG0000489	KAI3424348.1	PRW20354.1
OG0000490	KAI3434995.1	PRW33923.1, PRW33924.1
OG0000491	KAI3434774.1	PRW57952.1
OG0000492	KAI3429383.1	PRW60323.1
OG0000492	KAI3434804.1	PRW57672.1
OG0000493	KAI3434820.1	PRW58054.1
OG0000493	KAI3437869.1	PRW56986.1
OG0000494	KAI3425001.1	PRW45661.1, PRW45660.1
OG0000494	KAI3425002.1	PRW45599.1
OG0000495	KAI3434746.1	PRW57801.1
OG0000495	KAI3434748.1	PRW57905.1
OG0000496	KAI3434973.1	PRW33869.1, PRW45713.1
OG0000497	KAI3426288.1	PRW45250.1, PRW45251.1
OG0000498	KAI3425991.1	PRW33868.1
OG0000499	KAI3429826.1	PRW60639.1, PRW60833.1
OG0000499	KAI3429821.1	PRW60366.1
OG0000500	KAI3429611.1	PRW60497.1
OG0000501	KAI3429559.1	PRW60456.1
OG0000501	KAI3429560.1	PRW60313.1
OG0000502	KAI3428152.1, KAI3428151.1	PRW56772.1
OG0000502	KAI3434404.1	PRW56831.1
OG0000503	KAI3426159.1	PRW44896.1
OG0000503	KAI3426161.1	PRW58099.1
OG0000504	KAI3426204.1	PRW45097.1
OG0000504	KAI3426203.1	PRW45064.1
OG0000505	KAI3436648.1	PRW55962.1
OG0000505	KAI3431611.1	PRW39302.1
OG0000506	KAI3426171.1, KAI3426170.1	PRW45104.1
OG0000507	KAI3429739.1	PRW60457.1
OG0000508	KAI3430808.1	PRW21124.1
OG0000509	KAI3438446.1	PRW57490.1, PRW58892.1
OG0000510	KAI3438414.1, KAI3438413.1	PRW59290.1
OG0000511	KAI3438577.1	PRW59060.1
OG0000512	KAI3438509.1	PRW58893.1
OG0000512	KAI3438510.1	PRW59059.1
OG0000513	KAI3428455.1, KAI3428456.1	PRW44622.1, PRW44623.1
OG0000514	KAI3434838.1	PRW57633.1
OG0000514	KAI3428441.1	PRW44449.1
OG0000515	KAI3432476.1	PRW61299.1, PRW61298.1
OG0000516	KAI3439033.1	PRW59073.1
OG0000517	KAI3434574.1	PRW57605.1
OG0000517	KAI3434577.1	PRW57872.1
OG0000518	KAI3431601.1	PRW39135.1
OG0000519	KAI3433842.1	PRW58473.1
OG0000519	KAI3433841.1	PRW58092.1
OG0000520	KAI3433809.1	PRW58711.1
OG0000520	KAI3433800.1	PRW58282.1
OG0000521	KAI3433808.1, KAI3432300.1	PRW58663.1, PRW58664.1
OG0000522	KAI3433839.1, KAI3433840.1	PRW58697.1
OG0000523	KAI3427224.1	PRW60883.1, PRW60884.1
OG0000523	KAI3428086.1	PRW59664.1
OG0000524	KAI3433600.1, KAI3433617.1	PRW58640.1
OG0000525	KAI3433556.1	PRW58557.1
OG0000525	KAI3433555.1	PRW58561.1
OG0000526	KAI3433355.1	PRW58410.1, PRW58120.1
OG0000527	KAI3423821.1	PRW32685.1
OG0000527	KAI3423820.1	PRW32671.1
OG0000528	KAI3433464.1, KAI3433462.1	PRW58289.1
OG0000529	KAI3433460.1, KAI3433461.1	PRW58149.1
OG0000531	KAI3433372.1	PRW58624.1
OG0000531	KAI3433373.1	PRW58666.1
OG0000532	KAI3438188.1	PRW57462.1
OG0000532	KAI3438189.1	PRW57177.1
OG0000534	KAI3425875.1	PRW58030.1, PRW58031.1
OG0000535	KAI3432740.1	PRW61418.1
OG0000535	KAI3425003.1	PRW45465.1
OG0000536	KAI3424994.1	PRW45701.1
OG0000537	KAI3424991.1	PRW45510.1
OG0000538	KAI3424365.1, KAI3436395.1, KAI3436396.1	PRW20335.1
OG0000539	KAI3428145.1	PRW56820.1
OG0000540	KAI3427987.1, KAI3427989.1	PRW56646.1, PRW56647.1
OG0000541	KAI3435692.1	PRW59614.1
OG0000541	KAI3435693.1	PRW58620.1
OG0000542	KAI3435687.1	PRW59553.1
OG0000542	KAI3435685.1	PRW60009.1
OG0000543	KAI3435764.1, KAI3435766.1	PRW59692.1
OG0000544	KAI3435777.1	PRW59464.1
OG0000545	KAI3435774.1	PRW59700.1
OG0000546	KAI3435781.1	PRW33002.1
OG0000547	KAI3435857.1	PRW59592.1
OG0000548	KAI3436042.1, KAI3436041.1	PRW60123.1, PRW59954.1, PRW59739.1, PRW59829.1
OG0000549	KAI3436124.1	PRW59792.1
OG0000550	KAI3436260.1	PRW59781.1
OG0000550	KAI3436261.1	PRW59687.1
OG0000551	KAI3436285.1, KAI3436286.1	PRW60097.1, PRW60098.1
OG0000552	KAI3424270.1, KAI3424271.1	PRW61587.1, PRW61588.1
OG0000553	KAI3432835.1, KAI3432828.1	PRW61410.1
OG0000554	KAI3424712.1, KAI3424721.1, KAI3424759.1	PRW50797.1
OG0000556	KAI3430480.1	PRW32984.1
OG0000557	KAI3430702.1, KAI3430700.1	PRW20297.1, PRW20296.1
OG0000558	KAI3430693.1, KAI3430695.1	PRW20232.1
OG0000559	KAI3424999.1	PRW45635.1, PRW60911.1, PRW57293.1, PRW45611.1, PRW45610.1
OG0000560	KAI3432471.1	PRW60931.1, PRW45569.1
OG0000561	KAI3426103.1, KAI3426104.1	PRW33984.1
OG0000562	KAI3438471.1	PRW58753.1
OG0000563	KAI3438017.1	PRW57285.1
OG0000563	KAI3438016.1	PRW57439.1
OG0000564	KAI3432654.1	PRW61232.1
OG0000565	KAI3437859.1	PRW57517.1
OG0000566	KAI3437671.1	PRW20811.1, PRW20813.1, PRW20812.1
OG0000567	KAI3437682.1, KAI3437683.1	PRW20788.1
OG0000568	KAI3436841.1	PRW56317.1
OG0000569	KAI3425801.1	PRW57785.1
OG0000569	KAI3425805.1	PRW57784.1
OG0000570	KAI3425980.1, KAI3425981.1	PRW34004.1, PRW34003.1
OG0000571	KAI3425994.1, KAI3425996.1	PRW34000.1
OG0000572	KAI3424440.1, KAI3424451.1	PRW61174.1, PRW61175.1
OG0000573	KAI3424304.1	PRW20431.1
OG0000574	KAI3424289.1	PRW20358.1
OG0000574	KAI3424288.1	PRW20357.1
OG0000575	KAI3431002.1	PRW33286.1, PRW20301.1, PRW20258.1
OG0000576	KAI3428011.1	PRW32914.1, PRW57803.1, PRW44275.1, PRW56713.1, PRW56690.1, PRW56843.1
OG0000577	KAI3434596.1	PRW33278.1
OG0000577	KAI3436491.1, KAI3436489.1	PRW56307.1
OG0000579	KAI3431808.1	PRW39394.1
OG0000579	KAI3435742.1	PRW55914.1, PRW55915.1
OG0000580	KAI3426297.1	PRW45220.1
OG0000581	KAI3433580.1	PRW56406.1, PRW58483.1
OG0000581	KAI3433579.1	PRW58312.1
OG0000582	KAI3427940.1, KAI3425705.1	PRW57607.1
OG0000583	KAI3428186.1, KAI3428184.1, KAI3432877.1	PRW57966.1, PRW58044.1
OG0000584	KAI3438621.1, KAI3438628.1, KAI3429780.1	PRW58910.1
OG0000591	KAI3430450.1	PRW32934.1
OG0000592	KAI3425071.1	PRW45537.1
OG0000593	KAI3433716.1, KAI3425155.1	PRW33588.1
OG0000594	KAI3425283.1, KAI3425286.1	PRW33538.1
OG0000595	KAI3433709.1	PRW58167.1
OG0000596	KAI3430408.1	PRW32955.1, PRW32956.1, PRW32957.1, PRW33009.1
OG0000597	KAI3430407.1	PRW33035.1
OG0000598	KAI3430628.1	PRW20221.1
OG0000598	KAI3430630.1, KAI3430629.1	PRW20300.1
OG0000599	KAI3430655.1, KAI3430656.1	PRW20211.1
OG0000600	KAI3430681.1	PRW20229.1
OG0000600	KAI3430680.1	PRW20228.1
OG0000601	KAI3430277.1	PRW20538.1
OG0000602	KAI3432266.1, KAI3431814.1	PRW61386.1
OG0000602	KAI3429710.1	PRW60834.1
OG0000603	KAI3437919.1	PRW57269.1, PRW57232.1
OG0000604	KAI3431782.1, KAI3431783.1, KAI3431762.1	PRW33297.1
OG0000605	KAI3431730.1	PRW33204.1
OG0000605	KAI3431729.1	PRW45445.1
OG0000606	KAI3429661.1	PRW60437.1, PRW60436.1
OG0000607	KAI3436158.1	PRW60148.1
OG0000608	KAI3437591.1	PRW20885.1
OG0000609	KAI3432894.1	PRW56422.1, PRW61285.1
OG0000610	KAI3431666.1	PRW33255.1, PRW33247.1
OG0000612	KAI3423020.1, KAI3438958.1, KAI3423019.1	PRW59078.1, PRW59077.1
OG0000613	KAI3439014.1	PRW59033.1
OG0000613	KAI3439013.1	PRW59206.1
OG0000614	KAI3438994.1, KAI3438995.1	PRW59272.1
OG0000616	KAI3438862.1	PRW59312.1
OG0000616	KAI3438864.1	PRW59436.1
OG0000617	KAI3438880.1, KAI3438882.1	PRW58975.1
OG0000618	KAI3438833.1, KAI3438834.1	PRW58729.1
OG0000619	KAI3431700.1	PRW33196.1
OG0000620	KAI3438632.1	PRW59341.1, PRW59342.1
OG0000621	KAI3438489.1	PRW59383.1
OG0000622	KAI3438699.1	PRW58979.1, PRW58981.1, PRW58980.1
OG0000623	KAI3438740.1	PRW59213.1
OG0000623	KAI3438741.1	PRW59180.1
OG0000624	KAI3423925.1	PRW59121.1
OG0000625	KAI3434508.1, KAI3434572.1, KAI3434573.1	PRW57819.1
OG0000626	KAI3425207.1	PRW33618.1, PRW33692.1, PRW33536.1, PRW33571.1, PRW33572.1
OG0000627	KAI3425097.1, KAI3426902.1	PRW45455.1
OG0000628	KAI3426850.1	PRW50879.1, PRW50878.1
OG0000629	KAI3423831.1	PRW32601.1
OG0000629	KAI3423829.1	PRW32629.1
OG0000630	KAI3428631.1	PRW44480.1
OG0000630	KAI3427024.1	PRW51093.1
OG0000631	KAI3427088.1	PRW50844.1, PRW50843.1
OG0000632	KAI3432738.1, KAI3436384.1, KAI3436380.1	PRW44890.1
OG0000633	KAI3424173.1	PRW61421.1
OG0000634	KAI3439070.1	PRW61153.1
OG0000635	KAI3428295.1	PRW56605.1
OG0000636	KAI3434516.1	PRW20606.1
OG0000637	KAI3436800.1, KAI3431352.1	PRW39341.1
OG0000638	KAI3436803.1	PRW56183.1, PRW56184.1
OG0000639	KAI3436807.1	PRW55900.1
OG0000640	KAI3426400.1	PRW44865.1, PRW57907.1
OG0000641	KAI3438868.1, KAI3436691.1	PRW56093.1, PRW56092.1
OG0000642	KAI3423186.1, KAI3431381.1	PRW39281.1
OG0000643	KAI3429239.1	PRW61393.1, PRW61392.1, PRW61391.1
OG0000644	KAI3436875.1	PRW56215.1
OG0000645	KAI3436883.1	PRW56098.1
OG0000645	KAI3436885.1	PRW56091.1
OG0000646	KAI3435577.1	PRW45479.1
OG0000647	KAI3435586.1	PRW18320.1
OG0000648	KAI3436405.1	PRW61504.1
OG0000649	KAI3425296.1	PRW20686.1, PRW33521.1
OG0000650	KAI3434540.1	PRW20717.1
OG0000650	KAI3434534.1	PRW20736.1
OG0000651	KAI3438173.1	PRW57165.1
OG0000652	KAI3437565.1, KAI3437566.1	PRW20831.1, PRW20830.1
OG0000653	KAI3437817.1	PRW56958.1, PRW56957.1
OG0000654	KAI3433825.1, KAI3433819.1	PRW45640.1
OG0000655	KAI3437748.1	PRW20893.1
OG0000656	KAI3428329.1, KAI3428330.1	PRW56797.1
OG0000657	KAI3428094.1	PRW56553.1
OG0000658	KAI3428166.1	PRW61216.1
OG0000658	KAI3424885.1	PRW45538.1
OG0000660	KAI3438087.1, KAI3438086.1	PRW57187.1
OG0000661	KAI3438331.1, KAI3438332.1, KAI3438330.1	PRW57249.1
OG0000662	KAI3429806.1	PRW60565.1
OG0000662	KAI3429807.1	PRW60375.1
OG0000663	KAI3424932.1, KAI3424931.1	PRW45685.1
OG0000665	KAI3431302.1, KAI3431303.1	PRW05798.1
OG0000666	KAI3431863.1	PRW39144.1
OG0000666	KAI3431436.1	PRW39287.1
OG0000667	KAI3428316.1, KAI3428317.1	PRW56497.1
OG0000669	KAI3431575.1, KAI3431574.1	PRW39395.1
OG0000670	KAI3423878.1, KAI3423879.1	PRW32669.1
OG0000671	KAI3430665.1	PRW34084.1, PRW20205.1, PRW20204.1
OG0000672	KAI3430774.1	PRW21068.1, PRW21067.1, PRW21066.1
OG0000673	KAI3428669.1	PRW44240.1
OG0000674	KAI3432636.1, KAI3438290.1	PRW56929.1
OG0000675	KAI3428754.1, KAI3428755.1	PRW44496.1
OG0000676	KAI3428349.1, KAI3428348.1	PRW56807.1, PRW56806.1
OG0000677	KAI3428307.1	PRW56465.1
OG0000678	KAI3436837.1	PRW56103.1
OG0000678	KAI3436836.1	PRW55942.1
OG0000679	KAI3436872.1, KAI3436871.1	PRW56272.1
OG0000680	KAI3436621.1	PRW55969.1
OG0000681	KAI3431548.1	PRW39304.1
OG0000681	KAI3436614.1	PRW56033.1
OG0000682	KAI3436468.1	PRW56066.1
OG0000683	KAI3423940.1	PRW32611.1
OG0000683	KAI3436582.1	PRW55931.1
OG0000684	KAI3436563.1, KAI3436561.1	PRW55996.1
OG0000685	KAI3428525.1	PRW44353.1, PRW44354.1
OG0000686	KAI3436393.1	PRW56262.1
OG0000686	KAI3436397.1	PRW55945.1
OG0000687	KAI3423938.1	PRW32510.1
